Seq_id	Size	Description
1	5213091	NZ_CP009697.1
2	5229969	NZ_CP009328.1
3	5228731	NZ_CP009315.1
4	5209705	NZ_AP019731.1
5	5228065	NZ_AP014833.1
6	5227419	NZ_CP047098.1
7	5221627	NZ_CP009325.1
8	5228667	NZ_CP019588.1
9	5214671	NZ_CP009544.1
10	5228660	NZ_CP012730.1
11	5227094	NZ_CP012724.1
12	5228730	NZ_CP009331.1
13	5228687	NZ_CP009598.1
14	5227419	NC_012659.1
15	5227452	NZ_CP047107.1
16	5227565	NZ_CP018903.1
17	5227090	NZ_CP012727.1
18	5213520	NZ_CP047131.1
19	5226939	NZ_CP014179.1
20	5227448	NZ_CP009981.1
21	5245242	NZ_CP023001.1
22	5228657	NZ_CP012721.1
23	5200187	NZ_CP010852.1
24	5231857	NZ_CP031642.1
25	5230114	NC_012581.1
26	5228599	NZ_CP029805.1
27	5229188	NZ_CP010322.1
28	5291783	NZ_CP031643.1
29	5227450	NZ_CP047111.1
30	5236981	NZ_CP007618.1
31	5228842	NZ_CP001970.2
32	5210966	NZ_CP006742.1
33	5321900	NZ_CP009902.1
34	5228828	NZ_CP001974.2
35	5228806	NZ_CP022044.1
36	5225433	NZ_CP008854.1
37	5230088	NZ_CP009464.1
38	5225746	NZ_CP047097.1
39	5229464	NZ_CP007666.1
40	5213498	NZ_CP008846.1
41	5222128	NZ_CP009341.1
42	5227079	NZ_CP012728.1
43	5227292	NZ_CP015779.1
44	5219278	NZ_AP018443.1
45	5227091	NZ_CP012725.1
46	5227092	NZ_CP012729.1
47	5227419	NC_007530.2
48	5227419	NZ_CP047099.1
49	5210541	NZ_CP009700.1
50	5227683	NZ_CP001974.1
51	5218947	NC_017729.1
52	5228656	NZ_CP012720.1
53	5227060	NZ_CP012726.1
54	5227293	NC_003997.3
55	5227496	NZ_CP009541.1
56	5228656	NZ_CP012723.1
57	5213292	NZ_CP029323.1
58	5227170	NZ_CP008853.1
59	5200078	NZ_CP009476.1
60	5228658	NZ_CP012722.1
61	5228663	NC_005945.1
62	5227438	NZ_CP047104.1
63	5227898	NZ_CP001970.1
--------------------------------------------------------------------------------
Block #214
Seq_id	Strand	Start	End	Length
49	-	971682	928456	43226
50	+	1404684	1447908	43224
51	+	1395591	1438817	43226
52	+	1404814	1448040	43226
53	+	1404813	1448039	43226
54	+	1404746	1447972	43226
55	-	1221206	1177979	43227
56	+	1404814	1448040	43226
57	+	1391931	1435156	43225
58	+	1404522	1447746	43224
59	-	1355002	1311776	43226
60	+	1404814	1448040	43226
61	+	1404815	1448041	43226
62	+	4390966	4434193	43227
63	+	1404729	1447955	43226
--------------------------------------------------------------------------------
Block #185
Seq_id	Strand	Start	End	Length
1	+	4514919	4609132	94213
2	+	101726	195672	93946
3	+	3113664	3207829	94165
4	+	207034	300300	93266
5	-	4161087	4066930	94157
6	-	1083165	989008	94157
7	-	3903842	3809471	94371
8	+	1308784	1402942	94158
9	-	3566418	3472263	94155
10	+	1308781	1402939	94158
11	+	1308781	1402939	94158
12	-	139285	45126	94159
13	-	3555561	3461406	94155
14	+	1308737	1402894	94157
15	-	450948	356791	94157
16	+	1308845	1403012	94167
17	+	1308781	1402939	94158
18	+	1295520	1389731	94211
19	+	1308837	1402994	94157
20	-	3182731	3088574	94157
21	+	4301872	4396029	94157
22	+	1308781	1402939	94158
23	+	1588431	1682381	93950
24	+	1344369	1439507	95138
25	-	2930359	2836202	94157
26	+	1309152	1403100	93948
27	+	4254493	4348639	94146
28	+	1315256	1410131	94875
29	-	1564199	1470042	94157
30	-	2711884	2617407	94477
31	+	1308890	1403049	94159
32	+	1295500	1389711	94211
33	-	542300	447825	94475
34	+	1308870	1403026	94156
35	+	4109071	4203229	94158
36	+	1307997	1402150	94153
37	-	5017070	4922914	94156
38	+	458920	553076	94156
39	+	181674	275620	93946
40	+	1295444	1389658	94214
41	+	3836272	3930429	94157
42	+	1308781	1402939	94158
43	+	1308769	1402926	94157
44	+	1299750	1393914	94164
45	+	1308781	1402939	94158
46	+	1308781	1402939	94158
47	+	1308837	1402994	94157
48	+	1686341	1780498	94157
49	-	1067768	973557	94211
50	+	1308654	1402809	94155
51	+	1299560	1393716	94156
52	+	1308781	1402939	94158
53	+	1308780	1402938	94158
54	+	1308714	1402871	94157
55	-	1317029	1223081	93948
56	+	1308781	1402939	94158
57	+	1295844	1390056	94212
58	+	1308484	1402647	94163
59	-	1451033	1356877	94156
60	+	1308781	1402939	94158
61	+	1308783	1402940	94157
62	+	4294934	4389091	94157
63	+	1308694	1402854	94160
--------------------------------------------------------------------------------
Block #184
Seq_id	Strand	Start	End	Length
1	+	4445257	4514239	68982
2	+	32075	101046	68971
3	+	3044011	3112984	68973
4	+	137485	206354	68869
5	-	4230738	4161767	68971
6	-	1152816	1083845	68971
7	-	3973494	3904522	68972
8	+	1239133	1308104	68971
9	-	3636067	3567098	68969
10	+	1239130	1308101	68971
11	+	1239130	1308101	68971
12	-	208938	139965	68973
13	-	3625210	3556241	68969
14	+	1239086	1308057	68971
15	-	520599	451628	68971
16	+	1239183	1308165	68982
17	+	1239130	1308101	68971
18	+	1225858	1294840	68982
19	+	1239186	1308157	68971
20	-	3252382	3183411	68971
21	+	4232222	4301192	68970
22	+	1239130	1308101	68971
23	+	1518869	1587751	68882
24	+	1273520	1342530	69010
25	-	3000011	2931039	68972
26	+	1239518	1308472	68954
27	+	4184842	4253813	68971
28	+	1245127	1313417	68290
29	-	1633850	1564879	68971
30	-	2781544	2712564	68980
31	+	1239238	1308210	68972
32	+	1225948	1294820	68872
33	-	611975	542980	68995
34	+	1239219	1308190	68971
35	+	4039420	4108391	68971
36	+	1238355	1307317	68962
37	-	5086721	5017750	68971
38	+	389269	458240	68971
39	+	112023	180994	68971
40	+	1225874	1294764	68890
41	+	3766622	3835592	68970
42	+	1239130	1308101	68971
43	+	1239118	1308089	68971
44	+	1230097	1299070	68973
45	+	1239130	1308101	68971
46	+	1239130	1308101	68971
47	+	1239186	1308157	68971
48	+	1616690	1685661	68971
49	-	1137320	1068448	68872
50	+	1239000	1307974	68974
51	+	1229914	1298880	68966
52	+	1239130	1308101	68971
53	+	1239129	1308100	68971
54	+	1239063	1308034	68971
55	-	1386680	1317709	68971
56	+	1239130	1308101	68971
57	+	1226182	1295164	68982
58	+	1238864	1307804	68940
59	-	1520690	1451713	68977
60	+	1239130	1308101	68971
61	+	1239132	1308103	68971
62	+	4225283	4294254	68971
63	+	1239040	1308014	68974
--------------------------------------------------------------------------------
Block #183
Seq_id	Strand	Start	End	Length
1	+	4413356	4436060	22704
2	+	1	22878	22877
3	+	3011963	3034815	22852
4	+	105585	128288	22703
5	-	4262784	4239935	22849
6	-	1184862	1162013	22849
7	-	4005541	3982690	22851
8	+	1207086	1229936	22850
9	-	3668047	3645198	22849
10	+	1207083	1229933	22850
11	+	1207083	1229933	22850
12	-	240986	218135	22851
13	-	3657256	3634407	22849
14	+	1207039	1229889	22850
15	-	552645	529796	22849
16	+	1207136	1229986	22850
17	+	1207083	1229933	22850
18	+	1193958	1216661	22703
19	+	1207139	1229989	22850
20	-	3284428	3261579	22849
21	+	4200175	4223025	22850
22	+	1207083	1229933	22850
23	+	1490233	1513084	22851
24	+	1218527	1241341	22814
25	-	3032059	3009207	22852
26	+	1207470	1230322	22852
27	+	4152794	4175646	22852
28	+	1212129	1235661	23532
29	-	1665896	1643047	22849
30	-	2813658	2790807	22851
31	+	1207191	1230041	22850
32	+	1194047	1216751	22704
33	-	644089	621238	22851
34	+	1207172	1230022	22850
35	+	4007373	4030223	22850
36	+	1206307	1229158	22851
37	-	5118769	5095918	22851
38	+	357222	380072	22850
39	+	79974	102826	22852
40	+	1193973	1216677	22704
41	+	3734574	3757425	22851
42	+	1207083	1229933	22850
43	+	1207071	1229921	22850
44	+	1198048	1220900	22852
45	+	1207083	1229933	22850
46	+	1207083	1229933	22850
47	+	1207139	1229989	22850
48	+	1584643	1607493	22850
49	-	1169220	1146517	22703
50	+	1206953	1229803	22850
51	+	1197865	1220717	22852
52	+	1207083	1229933	22850
53	+	1207082	1229932	22850
54	+	1207017	1229867	22850
55	-	1418726	1395877	22849
56	+	1207083	1229933	22850
57	+	1194281	1216985	22704
58	+	1206815	1229668	22853
59	-	1552737	1529886	22851
60	+	1207083	1229933	22850
61	+	1207085	1229935	22850
62	+	4193236	4216086	22850
63	+	1206993	1229843	22850
--------------------------------------------------------------------------------
Block #182
Seq_id	Strand	Start	End	Length
1	+	4393328	4413355	20027
2	+	5209965	5229969	20004
3	+	2991933	3011962	20029
4	+	85557	105584	20027
5	-	4282821	4262786	20035
6	-	1204899	1184864	20035
7	-	4025571	4005543	20028
8	+	1187050	1207085	20035
9	-	3688084	3668049	20035
10	+	1187047	1207082	20035
11	+	1187047	1207082	20035
12	-	261017	240988	20029
13	-	3677293	3657258	20035
14	+	1187003	1207038	20035
15	-	572683	552647	20036
16	+	1187107	1207135	20028
17	+	1187047	1207082	20035
18	+	1173929	1193957	20028
19	+	1187103	1207138	20035
20	-	3304465	3284430	20035
21	+	4180139	4200174	20035
22	+	1187047	1207082	20035
23	+	1470203	1490232	20029
24	+	1198485	1218526	20041
25	-	3052090	3032061	20029
26	+	1187440	1207469	20029
27	+	4132764	4152793	20029
28	+	1192135	1212128	19993
29	-	1685934	1665898	20036
30	-	2833696	2813660	20036
31	+	1187155	1207190	20035
32	+	1174018	1194046	20028
33	-	664126	644091	20035
34	+	1187130	1207171	20041
35	+	3987337	4007372	20035
36	+	1186277	1206306	20029
37	-	5138800	5118771	20029
38	+	337185	357221	20036
39	+	59944	79973	20029
40	+	1173944	1193972	20028
41	+	3714544	3734573	20029
42	+	1187047	1207082	20035
43	+	1187035	1207070	20035
44	+	1178005	1198047	20042
45	+	1187047	1207082	20035
46	+	1187047	1207082	20035
47	+	1187103	1207138	20035
48	+	1564607	1584642	20035
49	-	1189250	1169222	20028
50	+	1186912	1206952	20040
51	+	1177836	1197864	20028
52	+	1187047	1207082	20035
53	+	1187046	1207081	20035
54	+	1186981	1207016	20035
55	-	1438763	1418728	20035
56	+	1187047	1207082	20035
57	+	1174252	1194280	20028
58	+	1186786	1206814	20028
59	-	1572768	1552739	20029
60	+	1187047	1207082	20035
61	+	1187049	1207084	20035
62	+	4173199	4193235	20036
63	+	1186957	1206992	20035
--------------------------------------------------------------------------------
Block #181
Seq_id	Strand	Start	End	Length
1	+	4369467	4386161	16694
2	+	5186168	5202862	16694
3	+	2968047	2984740	16693
4	+	61700	78394	16694
5	-	4307039	4290346	16693
6	-	1229144	1212451	16693
7	-	4049430	4032737	16693
8	+	1162751	1179444	16693
9	-	3711969	3695276	16693
10	+	1162748	1179441	16693
11	+	1162748	1179441	16693
12	-	284931	268237	16694
13	-	3701565	3684872	16693
14	+	1162758	1179451	16693
15	-	596928	580235	16693
16	+	1162957	1179651	16694
17	+	1162748	1179441	16693
18	+	1150067	1166761	16694
19	+	1162858	1179551	16693
20	-	3328710	3312017	16693
21	+	4155867	4172560	16693
22	+	1162748	1179441	16693
23	+	1446317	1463010	16693
24	+	1174321	1191051	16730
25	-	3075887	3059193	16694
26	+	1163554	1180247	16693
27	+	4108877	4125571	16694
28	+	1168154	1184883	16729
29	-	1710179	1693486	16693
30	-	2857542	2840827	16715
31	+	1162947	1179640	16693
32	+	1150150	1166844	16694
33	-	687972	671257	16715
34	+	1162867	1179560	16693
35	+	3963038	3979731	16693
36	+	1162374	1179068	16694
37	-	5162597	5145903	16694
38	+	312940	329633	16693
39	+	36147	52841	16694
40	+	1150082	1166776	16694
41	+	3690417	3707109	16692
42	+	1162748	1179441	16693
43	+	1162790	1179483	16693
44	+	1154091	1170785	16694
45	+	1162748	1179441	16693
46	+	1162748	1179441	16693
47	+	1162858	1179551	16693
48	+	1540362	1557055	16693
49	-	1213119	1196424	16695
50	+	1162646	1179341	16695
51	+	1153967	1170661	16694
52	+	1162748	1179441	16693
53	+	1162747	1179440	16693
54	+	1162736	1179429	16693
55	-	1462691	1445998	16693
56	+	1162748	1179441	16693
57	+	1150390	1167084	16694
58	+	1162902	1179592	16690
59	-	1596536	1579843	16693
60	+	1162748	1179441	16693
61	+	1162750	1179443	16693
62	+	4148954	4165647	16693
63	+	1162693	1179387	16694
--------------------------------------------------------------------------------
Block #180
Seq_id	Strand	Start	End	Length
1	+	4333417	4367899	34482
2	+	5149991	5184600	34609
3	+	2931992	2966479	34487
4	+	25652	60132	34480
5	-	4343091	4308607	34484
6	-	1265196	1230712	34484
7	-	4085605	4050998	34607
8	+	1126699	1161183	34484
9	-	3747868	3713537	34331
10	+	1126696	1161180	34484
11	+	1126696	1161180	34484
12	-	321106	286499	34607
13	-	3737463	3703133	34330
14	+	1126706	1161190	34484
15	-	632980	598496	34484
16	+	1126904	1161389	34485
17	+	1126696	1161180	34484
18	+	1114017	1148499	34482
19	+	1126806	1161290	34484
20	-	3364762	3330278	34484
21	+	4119815	4154299	34484
22	+	1126696	1161180	34484
23	+	1410262	1444749	34487
24	+	1138386	1172751	34365
25	-	3112064	3077455	34609
26	+	1127499	1161986	34487
27	+	4072823	4107309	34486
28	+	1132529	1166585	34056
29	-	1746231	1711747	34484
30	-	2893545	2859110	34435
31	+	1126895	1161379	34484
32	+	1114102	1148582	34480
33	-	723977	689540	34437
34	+	1126815	1161299	34484
35	+	3926986	3961470	34484
36	+	1126330	1160806	34476
37	-	5198773	5164165	34608
38	+	276888	311372	34484
39	+	1	34579	34578
40	+	1114033	1148514	34481
41	+	3654363	3688849	34486
42	+	1126696	1161180	34484
43	+	1126738	1161222	34484
44	+	1117914	1152523	34609
45	+	1126696	1161180	34484
46	+	1126696	1161180	34484
47	+	1126806	1161290	34484
48	+	1504310	1538794	34484
49	-	1249166	1214687	34479
50	+	1126592	1161077	34485
51	+	1117949	1152399	34450
52	+	1126696	1161180	34484
53	+	1126695	1161179	34484
54	+	1126806	1161168	34362
55	-	1498743	1464259	34484
56	+	1126696	1161180	34484
57	+	1114340	1148822	34482
58	+	1126856	1161334	34478
59	-	1632713	1598104	34609
60	+	1126696	1161180	34484
61	+	1126698	1161182	34484
62	+	4112902	4147386	34484
63	+	1126640	1161125	34485
--------------------------------------------------------------------------------
Block #179
Seq_id	Strand	Start	End	Length
1	+	4311160	4333415	22255
2	+	5127733	5149989	22256
3	+	2909734	2931990	22256
4	+	3394	25650	22256
5	-	4365349	4343092	22257
6	-	1287454	1265197	22257
7	-	4107863	4085606	22257
8	+	1104441	1126697	22256
9	-	3770126	3747869	22257
10	+	1104438	1126694	22256
11	+	1104438	1126694	22256
12	-	343364	321107	22257
13	-	3759721	3737464	22257
14	+	1104448	1126704	22256
15	-	655238	632981	22257
16	+	1104646	1126902	22256
17	+	1104438	1126694	22256
18	+	1091759	1114015	22256
19	+	1104548	1126804	22256
20	-	3387020	3364763	22257
21	+	4097558	4119813	22255
22	+	1104438	1126694	22256
23	+	1388005	1410260	22255
24	+	1115828	1138384	22556
25	-	3134321	3112065	22256
26	+	1105241	1127497	22256
27	+	4050565	4072821	22256
28	+	1109848	1132527	22679
29	-	1768489	1746232	22257
30	-	2915825	2893546	22279
31	+	1104637	1126893	22256
32	+	1091844	1114100	22256
33	-	746257	723978	22279
34	+	1104557	1126813	22256
35	+	3904728	3926984	22256
36	+	1104076	1126328	22252
37	-	5221029	5198774	22255
38	+	254630	276886	22256
39	+	5207183	5229464	22281
40	+	1091775	1114031	22256
41	+	3632105	3654361	22256
42	+	1104438	1126694	22256
43	+	1104480	1126736	22256
44	+	1095656	1117912	22256
45	+	1104438	1126694	22256
46	+	1104438	1126694	22256
47	+	1104548	1126804	22256
48	+	1482052	1504308	22256
49	-	1271424	1249167	22257
50	+	1104334	1126590	22256
51	+	1095691	1117947	22256
52	+	1104438	1126694	22256
53	+	1104437	1126693	22256
54	+	1104548	1126804	22256
55	-	1521000	1498744	22256
56	+	1104438	1126694	22256
57	+	1092081	1114338	22257
58	+	1104598	1126854	22256
59	-	1654971	1632714	22257
60	+	1104438	1126694	22256
61	+	1104440	1126696	22256
62	+	4090644	4112900	22256
63	+	1104380	1126638	22258
--------------------------------------------------------------------------------
Block #178
Seq_id	Strand	Start	End	Length
1	+	4295627	4302125	6498
2	+	5112201	5118698	6497
3	+	2894201	2900699	6498
4	+	5197619	5204077	6458
5	-	4380842	4374384	6458
6	-	1302947	1296489	6458
7	-	4123436	4116898	6538
8	+	1088948	1095406	6458
9	-	3785619	3779161	6458
10	+	1088945	1095403	6458
11	+	1088945	1095403	6458
12	-	358897	352399	6498
13	-	3775214	3768756	6458
14	+	1088955	1095413	6458
15	-	670731	664273	6458
16	+	1089113	1095611	6498
17	+	1088945	1095403	6458
18	+	1076226	1082724	6498
19	+	1089055	1095513	6458
20	-	3402513	3396055	6458
21	+	4082066	4088523	6457
22	+	1088945	1095403	6458
23	+	1372512	1378970	6458
24	+	1103390	1109002	5612
25	-	3149893	3143356	6537
26	+	1089749	1096207	6458
27	+	4035072	4041530	6458
28	+	1096940	1103350	6410
29	-	1783982	1777524	6458
30	-	2931279	2924861	6418
31	+	1089104	1095602	6498
32	+	1076311	1082809	6498
33	-	761751	755293	6458
34	+	1089064	1095522	6458
35	+	3889235	3895693	6458
36	+	1088584	1095043	6459
37	-	6513	1	6512
38	+	239137	245595	6458
39	+	5191691	5198148	6457
40	+	1076243	1082741	6498
41	+	3616612	3623070	6458
42	+	1088945	1095403	6458
43	+	1088987	1095445	6458
44	+	1080123	1086621	6498
45	+	1088945	1095403	6458
46	+	1088945	1095403	6458
47	+	1089055	1095513	6458
48	+	1466559	1473017	6458
49	-	1286957	1280459	6498
50	+	1088842	1095299	6457
51	+	1080039	1086657	6618
52	+	1088945	1095403	6458
53	+	1088944	1095402	6458
54	+	1089055	1095513	6458
55	-	1536493	1530035	6458
56	+	1088945	1095403	6458
57	+	1076548	1083046	6498
58	+	1089105	1095563	6458
59	-	1670545	1664007	6538
60	+	1088945	1095403	6458
61	+	1088947	1095405	6458
62	+	4075151	4081609	6458
63	+	1088887	1095345	6458
--------------------------------------------------------------------------------
Block #177
Seq_id	Strand	Start	End	Length
1	+	4274479	4281594	7115
2	+	5091053	5098168	7115
3	+	2873053	2880168	7115
4	+	5176471	5183586	7115
5	-	4401990	4394875	7115
6	-	1324095	1316980	7115
7	-	4144584	4137469	7115
8	+	1067800	1074914	7114
9	-	3806767	3799652	7115
10	+	1067798	1074912	7114
11	+	1067798	1074912	7114
12	-	380045	372930	7115
13	-	3796362	3789247	7115
14	+	1067807	1074922	7115
15	-	691879	684764	7115
16	+	1067965	1075080	7115
17	+	1067798	1074912	7114
18	+	1055078	1062193	7115
19	+	1067907	1075022	7115
20	-	3423661	3416546	7115
21	+	4060919	4068034	7115
22	+	1067798	1074912	7114
23	+	1351364	1358479	7115
24	+	1088849	1095964	7115
25	-	3171041	3163926	7115
26	+	1068601	1075716	7115
27	+	4013924	4021039	7115
28	+	1083748	1090735	6987
29	-	1805130	1798015	7115
30	-	2952428	2945312	7116
31	+	1067956	1075071	7115
32	+	1055163	1062278	7115
33	-	782899	775784	7115
34	+	1067916	1075031	7115
35	+	3868088	3875202	7114
36	+	1067447	1074553	7106
37	-	27660	20545	7115
38	+	217989	225104	7115
39	+	5170543	5177658	7115
40	+	1055095	1062210	7115
41	+	3595466	3602580	7114
42	+	1067798	1074912	7114
43	+	1067839	1074954	7115
44	+	1058975	1066090	7115
45	+	1067798	1074912	7114
46	+	1067798	1074912	7114
47	+	1067907	1075022	7115
48	+	1445411	1452526	7115
49	-	1308105	1300990	7115
50	+	1067694	1074809	7115
51	+	1058892	1066007	7115
52	+	1067798	1074912	7114
53	+	1067797	1074911	7114
54	+	1067907	1075022	7115
55	-	1557640	1550526	7114
56	+	1067798	1074912	7114
57	+	1055399	1062514	7115
58	+	1067966	1075072	7106
59	-	1691692	1684577	7115
60	+	1067798	1074912	7114
61	+	1067800	1074914	7114
62	+	4054003	4061118	7115
63	+	1067739	1074854	7115
--------------------------------------------------------------------------------
Block #176
Seq_id	Strand	Start	End	Length
1	+	4252211	4265645	13434
2	+	5068784	5082219	13435
3	+	2850783	2864219	13436
4	+	5154203	5167637	13434
5	-	4424259	4410824	13435
6	-	1346364	1332929	13435
7	-	4166853	4153418	13435
8	+	1045531	1058966	13435
9	-	3829035	3815601	13434
10	+	1045529	1058964	13435
11	+	1045529	1058964	13435
12	-	402314	388879	13435
13	-	3818630	3805196	13434
14	+	1045538	1058973	13435
15	-	714148	700713	13435
16	+	1045697	1059131	13434
17	+	1045529	1058964	13435
18	+	1032810	1046244	13434
19	+	1045638	1059073	13435
20	-	3445930	3432495	13435
21	+	4038651	4052085	13434
22	+	1045529	1058964	13435
23	+	1329095	1342530	13435
24	+	1068964	1082429	13465
25	-	3193310	3179875	13435
26	+	1046331	1059766	13435
27	+	3991655	4005090	13435
28	+	1060027	1073464	13437
29	-	1827399	1813964	13435
30	-	2974693	2961262	13431
31	+	1045687	1059122	13435
32	+	1032895	1046329	13434
33	-	805164	791733	13431
34	+	1045647	1059082	13435
35	+	3845819	3859254	13435
36	+	1045170	1058604	13434
37	-	49929	36494	13435
38	+	195720	209155	13435
39	+	5148274	5161709	13435
40	+	1032827	1046261	13434
41	+	3573197	3586632	13435
42	+	1045529	1058964	13435
43	+	1045570	1059005	13435
44	+	1036706	1050141	13435
45	+	1045529	1058964	13435
46	+	1045529	1058964	13435
47	+	1045638	1059073	13435
48	+	1423142	1436577	13435
49	-	1330373	1316939	13434
50	+	1045425	1058860	13435
51	+	1036624	1050058	13434
52	+	1045529	1058964	13435
53	+	1045528	1058963	13435
54	+	1045638	1059073	13435
55	-	1579909	1566474	13435
56	+	1045529	1058964	13435
57	+	1033132	1046565	13433
58	+	1045689	1059124	13435
59	-	1713959	1700524	13435
60	+	1045529	1058964	13435
61	+	1045531	1058966	13435
62	+	4031734	4045169	13435
63	+	1045470	1058905	13435
--------------------------------------------------------------------------------
Block #175
Seq_id	Strand	Start	End	Length
1	+	4226828	4243783	16955
2	+	5043421	5060377	16956
3	+	2825422	2842376	16954
4	+	5128818	5145774	16956
5	-	4449621	4432666	16955
6	-	1371726	1354771	16955
7	-	4192215	4175260	16955
8	+	1020169	1037124	16955
9	-	3854397	3837442	16955
10	+	1020167	1037122	16955
11	+	1020167	1037122	16955
12	-	427676	410721	16955
13	-	3843992	3827037	16955
14	+	1020176	1037131	16955
15	-	739510	722555	16955
16	+	1020314	1037269	16955
17	+	1020167	1037122	16955
18	+	1007427	1024382	16955
19	+	1020276	1037231	16955
20	-	3471292	3454337	16955
21	+	4013290	4030244	16954
22	+	1020167	1037122	16955
23	+	1303734	1320689	16955
24	+	1039098	1056103	17005
25	-	3218673	3201717	16956
26	+	1020969	1037924	16955
27	+	3966293	3983248	16955
28	+	1031076	1048123	17047
29	-	1852761	1835806	16955
30	-	3000156	2983119	17037
31	+	1020325	1037280	16955
32	+	1007511	1024466	16955
33	-	830627	813590	17037
34	+	1020285	1037240	16955
35	+	3820457	3837412	16955
36	+	1019806	1036758	16952
37	-	75290	58335	16955
38	+	170359	187313	16954
39	+	5122911	5139867	16956
40	+	1007444	1024399	16955
41	+	3547836	3564790	16954
42	+	1020167	1037122	16955
43	+	1020208	1037163	16955
44	+	1011344	1028299	16955
45	+	1020167	1037122	16955
46	+	1020167	1037122	16955
47	+	1020276	1037231	16955
48	+	1397780	1414735	16955
49	-	1355757	1338802	16955
50	+	1020062	1037017	16955
51	+	1011262	1028217	16955
52	+	1020167	1037122	16955
53	+	1020166	1037121	16955
54	+	1020276	1037231	16955
55	-	1605270	1588316	16954
56	+	1020167	1037122	16955
57	+	1007749	1024704	16955
58	+	1020332	1037283	16951
59	-	1739290	1722336	16954
60	+	1020167	1037122	16955
61	+	1020169	1037124	16955
62	+	4006372	4023327	16955
63	+	1020108	1037063	16955
--------------------------------------------------------------------------------
Block #174
Seq_id	Strand	Start	End	Length
1	+	4220343	4225841	5498
2	+	5036937	5042434	5497
3	+	2818937	2824435	5498
4	+	5122333	5127831	5498
5	-	4456106	4450608	5498
6	-	1378211	1372713	5498
7	-	4198700	4193202	5498
8	+	1013684	1019182	5498
9	-	3860882	3855384	5498
10	+	1013682	1019180	5498
11	+	1013682	1019180	5498
12	-	434161	428663	5498
13	-	3850477	3844979	5498
14	+	1013691	1019189	5498
15	-	745995	740497	5498
16	+	1013829	1019327	5498
17	+	1013682	1019180	5498
18	+	1000942	1006440	5498
19	+	1013791	1019289	5498
20	-	3477777	3472279	5498
21	+	4006805	4012303	5498
22	+	1013682	1019180	5498
23	+	1297249	1302747	5498
24	+	1031924	1037422	5498
25	-	3225157	3219660	5497
26	+	1014484	1019982	5498
27	+	3959808	3965306	5498
28	+	1025031	1030502	5471
29	-	1859246	1853748	5498
30	-	3006641	3001143	5498
31	+	1013840	1019338	5498
32	+	1001026	1006524	5498
33	-	836979	831614	5365
34	+	1013800	1019298	5498
35	+	3813972	3819470	5498
36	+	1013323	1018819	5496
37	-	81774	76277	5497
38	+	163874	169372	5498
39	+	5116427	5121924	5497
40	+	1000959	1006457	5498
41	+	3541351	3546849	5498
42	+	1013682	1019180	5498
43	+	1013723	1019221	5498
44	+	1004859	1010357	5498
45	+	1013682	1019180	5498
46	+	1013682	1019180	5498
47	+	1013791	1019289	5498
48	+	1391295	1396793	5498
49	-	1362242	1356744	5498
50	+	1013576	1019075	5499
51	+	1004777	1010275	5498
52	+	1013682	1019180	5498
53	+	1013681	1019179	5498
54	+	1013791	1019289	5498
55	-	1611755	1606257	5498
56	+	1013682	1019180	5498
57	+	1001265	1006762	5497
58	+	1013846	1019344	5498
59	-	1745775	1740277	5498
60	+	1013682	1019180	5498
61	+	1013684	1019182	5498
62	+	3999887	4005385	5498
63	+	1013623	1019121	5498
--------------------------------------------------------------------------------
Block #173
Seq_id	Strand	Start	End	Length
1	+	4188897	4200737	11840
2	+	5005491	5017331	11840
3	+	2787491	2799331	11840
4	+	5090888	5102729	11841
5	-	4487552	4475711	11841
6	-	1409657	1397816	11841
7	-	4230146	4218305	11841
8	+	982239	994079	11840
9	-	3892328	3880487	11841
10	+	982237	994077	11840
11	+	982237	994077	11840
12	-	465607	453766	11841
13	-	3881923	3870082	11841
14	+	982245	994085	11840
15	-	777441	765600	11841
16	+	982383	994223	11840
17	+	982237	994077	11840
18	+	969496	981336	11840
19	+	982345	994185	11840
20	-	3509223	3497382	11841
21	+	3975360	3987200	11840
22	+	982237	994077	11840
23	+	1265802	1277642	11840
24	+	965086	976915	11829
25	-	3256602	3244761	11841
26	+	983038	994878	11840
27	+	3928361	3940201	11840
28	+	988465	1000258	11793
29	-	1890692	1878851	11841
30	-	3038089	3026248	11841
31	+	982394	994234	11840
32	+	969581	981422	11841
33	-	868427	856586	11841
34	+	982355	994194	11839
35	+	3782527	3794367	11840
36	+	981879	993718	11839
37	-	113219	101378	11841
38	+	132429	144269	11840
39	+	5084981	5096821	11840
40	+	969514	981354	11840
41	+	3509905	3521745	11840
42	+	982237	994077	11840
43	+	982277	994117	11840
44	+	973414	985254	11840
45	+	982237	994077	11840
46	+	982237	994077	11840
47	+	982345	994185	11840
48	+	1359849	1371689	11840
49	-	1393687	1381845	11842
50	+	982129	993969	11840
51	+	973332	985172	11840
52	+	982237	994077	11840
53	+	982236	994076	11840
54	+	982344	994184	11840
55	-	1643200	1631359	11841
56	+	982237	994077	11840
57	+	969819	981659	11840
58	+	982400	994240	11840
59	-	1777220	1765379	11841
60	+	982237	994077	11840
61	+	982239	994079	11840
62	+	3968441	3980281	11840
63	+	982175	994015	11840
--------------------------------------------------------------------------------
Block #172
Seq_id	Strand	Start	End	Length
1	+	4181285	4188815	7530
2	+	4997883	5005409	7526
3	+	2779882	2787409	7527
4	+	5083276	5090806	7530
5	-	4495161	4487634	7527
