assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_002111365.1	PRJNA224116	SAMN06007562			na		28450	28450	Burkholderia pseudomallei	strain=2008724758		latest	Complete Genome	Major	Full	2017/04/26	ASM211136v1	Centers for Disease Control and Prevention	GCA_002111365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/365/GCF_002111365.1_ASM211136v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111365.1/GCF_002111365.1_ASM211136v1_genomic.fna.gz
GCF_002111385.1	PRJNA224116	SAMN06007577			na		28450	28450	Burkholderia pseudomallei	strain=3000015486		latest	Complete Genome	Major	Full	2017/04/26	ASM211138v1	Centers for Disease Control and Prevention	GCA_002111385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/111/385/GCF_002111385.1_ASM211138v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002111385.1/GCF_002111385.1_ASM211138v1_genomic.fna.gz
GCF_002843645.1	PRJNA224116	SAMN06473485			na		28450	28450	Burkholderia pseudomallei	strain=MSHR1435		latest	Complete Genome	Major	Full	2017/12/17	ASM284364v1	Northern Arizona University	GCA_002843645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/645/GCF_002843645.1_ASM284364v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002843645.1/GCF_002843645.1_ASM284364v1_genomic.fna.gz
GCF_002860065.1	PRJNA224116	SAMN05762138			na		28450	28450	Burkholderia pseudomallei	strain=14M0960418		latest	Complete Genome	Major	Full	2018/01/04	ASM286006v1	The University of Hong Kong	GCA_002860065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/860/065/GCF_002860065.1_ASM286006v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_002860065.1/GCF_002860065.1_ASM286006v1_genomic.fna.gz
GCF_003445415.1	PRJNA224116	SAMN02864945			na		28450	28450	Burkholderia pseudomallei	strain=9		latest	Complete Genome	Major	Full	2014/09/18	ASM344541v1	Los Alamos National Laboratory	GCA_003445415.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/445/415/GCF_003445415.1_ASM344541v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003445415.1/GCF_003445415.1_ASM344541v1_genomic.fna.gz
GCF_003547035.1	PRJNA224116	SAMN08120362			na		28450	28450	Burkholderia pseudomallei	strain=D286		latest	Complete Genome	Major	Full	2018/09/12	ASM354703v1	Universiti Kebangsaan Malaysia	GCA_003547035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/547/035/GCF_003547035.1_ASM354703v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003547035.1/GCF_003547035.1_ASM354703v1_genomic.fna.gz
GCF_003606245.1	PRJNA224116	SAMN07638450			na		28450	28450	Burkholderia pseudomallei	strain=BPHN1		latest	Complete Genome	Major	Full	2018/10/01	ASM360624v1	Hainan University	GCA_003606245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/606/245/GCF_003606245.1_ASM360624v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003606245.1/GCF_003606245.1_ASM360624v1_genomic.fna.gz
GCF_003798245.1	PRJNA224116	SAMN10228573			na		28450	28450	Burkholderia pseudomallei	strain=FDAARGOS_593		latest	Complete Genome	Major	Full	2018/11/20	ASM379824v1	US Food and Drug Administration	GCA_003798245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/245/GCF_003798245.1_ASM379824v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003798245.1/GCF_003798245.1_ASM379824v1_genomic.fna.gz
GCF_003798265.1	PRJNA224116	SAMN10228572			na		28450	28450	Burkholderia pseudomallei	strain=FDAARGOS_592		latest	Complete Genome	Major	Full	2018/11/20	ASM379826v1	US Food and Drug Administration	GCA_003798265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/265/GCF_003798265.1_ASM379826v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003798265.1/GCF_003798265.1_ASM379826v1_genomic.fna.gz
GCF_003798365.1	PRJNA224116	SAMN10228574			na		28450	28450	Burkholderia pseudomallei	strain=FDAARGOS_594		latest	Complete Genome	Major	Full	2018/11/20	ASM379836v1	US Food and Drug Administration	GCA_003798365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/798/365/GCF_003798365.1_ASM379836v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_003798365.1/GCF_003798365.1_ASM379836v1_genomic.fna.gz
GCF_004323015.1	PRJNA224116	SAMN10948535			na		28450	28450	Burkholderia pseudomallei	strain=BPs110		latest	Complete Genome	Major	Full	2019/03/04	ASM432301v1	General Sir John Kotelawala Defence Uinversity	GCA_004323015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/015/GCF_004323015.1_ASM432301v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004323015.1/GCF_004323015.1_ASM432301v1_genomic.fna.gz
GCF_004323035.1	PRJNA224116	SAMN10948547			na		28450	28450	Burkholderia pseudomallei	strain=BPs111		latest	Complete Genome	Major	Full	2019/03/04	ASM432303v1	General Sir John Kotelawala Defence Uinversity	GCA_004323035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/035/GCF_004323035.1_ASM432303v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004323035.1/GCF_004323035.1_ASM432303v1_genomic.fna.gz
GCF_004348055.1	PRJNA224116	SAMN10961208			na		28450	28450	Burkholderia pseudomallei	strain=BPs115		latest	Complete Genome	Major	Full	2019/03/13	ASM434805v1	General Sir John Kotelawala Defence Uinversity	GCA_004348055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/055/GCF_004348055.1_ASM434805v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004348055.1/GCF_004348055.1_ASM434805v1_genomic.fna.gz
GCF_004348075.1	PRJNA224116	SAMN10961418			na		28450	28450	Burkholderia pseudomallei	strain=BPs116		latest	Complete Genome	Major	Full	2019/03/13	ASM434807v1	General Sir John Kotelawala Defence Uinversity	GCA_004348075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/348/075/GCF_004348075.1_ASM434807v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004348075.1/GCF_004348075.1_ASM434807v1_genomic.fna.gz
GCF_004367665.1	PRJNA224116	SAMN11124809			na		28450	28450	Burkholderia pseudomallei	strain=BPs114		latest	Complete Genome	Major	Full	2019/03/23	ASM436766v1	General Sir John Kotelawala Defence Uinversity	GCA_004367665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/665/GCF_004367665.1_ASM436766v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004367665.1/GCF_004367665.1_ASM436766v1_genomic.fna.gz
GCF_004367685.1	PRJNA224116	SAMN11109762			na		28450	28450	Burkholderia pseudomallei	strain=BPs123		latest	Complete Genome	Major	Full	2019/03/23	ASM436768v1	General Sir John Kotelawala Defence Uinversity	GCA_004367685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/685/GCF_004367685.1_ASM436768v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004367685.1/GCF_004367685.1_ASM436768v1_genomic.fna.gz
GCF_004367705.1	PRJNA224116	SAMN11125344			na		28450	28450	Burkholderia pseudomallei	strain=BPs112	Melioidosis patient	latest	Complete Genome	Major	Full	2019/03/23	ASM436770v1	General Sir John Kotelawala Defence Uinversity	GCA_004367705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/367/705/GCF_004367705.1_ASM436770v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004367705.1/GCF_004367705.1_ASM436770v1_genomic.fna.gz
GCF_004526325.1	PRJNA224116	SAMN11180678			na		28450	28450	Burkholderia pseudomallei	strain=BPs122		latest	Complete Genome	Major	Full	2019/03/31	ASM452632v1	General Sir John Kotelawala Defence Uinversity	GCA_004526325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/526/325/GCF_004526325.1_ASM452632v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004526325.1/GCF_004526325.1_ASM452632v1_genomic.fna.gz
GCF_004842085.1	PRJNA224116	SAMN09373889			na		28450	28450	Burkholderia pseudomallei	strain=HNBP001		latest	Complete Genome	Major	Full	2019/04/23	ASM484208v1	Key Laboratory of Tropical Biomedicine,and School of Tropical Medicine and Laboratory Medicine	GCA_004842085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/842/085/GCF_004842085.1_ASM484208v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_004842085.1/GCF_004842085.1_ASM484208v1_genomic.fna.gz
GCF_008728275.1	PRJNA224116	SAMN11191492			na		28450	28450	Burkholderia pseudomallei	strain=Yap7		latest	Complete Genome	Major	Full	2019/09/30	ASM872827v1	Centers for Disease Control and Prevention - Zoonoses and Select Agent Laboratory	GCA_008728275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/275/GCF_008728275.1_ASM872827v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_008728275.1/GCF_008728275.1_ASM872827v1_genomic.fna.gz
GCF_008728375.1	PRJNA224116	SAMN11191480			na		28450	28450	Burkholderia pseudomallei	strain=Yap1		latest	Complete Genome	Major	Full	2019/09/30	ASM872837v1	Centers for Disease Control and Prevention - Zoonoses and Select Agent Laboratory	GCA_008728375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/375/GCF_008728375.1_ASM872837v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_008728375.1/GCF_008728375.1_ASM872837v1_genomic.fna.gz
GCF_009749345.1	PRJNA224116	SAMN13440810			na		28450	28450	Burkholderia pseudomallei	strain=B03		latest	Complete Genome	Major	Full	2019/12/14	ASM974934v1	Los Alamos National Laboratory	GCA_009749345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/749/345/GCF_009749345.1_ASM974934v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_009749345.1/GCF_009749345.1_ASM974934v1_genomic.fna.gz
GCF_016864355.1	PRJNA224116	SAMN17766538			na		28450	28450	Burkholderia pseudomallei	strain=VB29710		latest	Complete Genome	Major	Full	2021/02/11	ASM1686435v1	Christian Medical College	GCA_016864355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/355/GCF_016864355.1_ASM1686435v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_016864355.1/GCF_016864355.1_ASM1686435v1_genomic.fna.gz
GCF_902141815.1	PRJNA224116	SAMEA5606427			na		28450	28450	Burkholderia pseudomallei		UKMR15	latest	Complete Genome	Major	Full	2020/04/15	UKMR15	MALAYSIA GENOME INSTITUTE	GCA_902141815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/141/815/GCF_902141815.1_UKMR15	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_902141815.1/GCF_902141815.1_UKMR15_genomic.fna.gz
GCF_902141835.1	PRJNA224116	SAMEA5606428			na		28450	28450	Burkholderia pseudomallei		UKMPMC2000	latest	Complete Genome	Major	Full	2020/04/15	UKMPMC2000	MALAYSIA GENOME INSTITUTE	GCA_902141835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/141/835/GCF_902141835.1_UKMPMC2000	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_902141835.1/GCF_902141835.1_UKMPMC2000_genomic.fna.gz
GCF_000011705.1	PRJNA224116	SAMN02603987			na	assembly from type material	243160	13373	Burkholderia mallei ATCC 23344	strain=ATCC 23344		latest	Complete Genome	Major	Full	2005/06/06	ASM1170v1	TIGR	GCA_000011705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/705/GCF_000011705.1_ASM1170v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000011705.1/GCF_000011705.1_ASM1170v1_genomic.fna.gz
GCF_000011545.1	PRJNA224116	SAMEA1705938			na		272560	28450	Burkholderia pseudomallei K96243	strain=K96243		latest	Complete Genome	Major	Full	2004/09/16	ASM1154v1	Sanger Institute	GCA_000011545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/545/GCF_000011545.1_ASM1154v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000011545.1/GCF_000011545.1_ASM1154v1_genomic.fna.gz
GCF_000959285.1	PRJNA224116	SAMN03075610			na		272560	28450	Burkholderia pseudomallei K96243	strain=K96243		latest	Complete Genome	Major	Full	2015/03/20	ASM95928v1	Los Alamos National Laboratory	GCA_000959285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/285/GCF_000959285.1_ASM95928v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959285.1/GCF_000959285.1_ASM95928v1_genomic.fna.gz
GCF_000012785.1	PRJNA224116	SAMN02604036			na		320372	28450	Burkholderia pseudomallei 1710b	strain=1710b		latest	Complete Genome	Major	Full	2005/09/30	ASM1278v1	TIGR	GCA_000012785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/785/GCF_000012785.1_ASM1278v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000012785.1/GCF_000012785.1_ASM1278v1_genomic.fna.gz
GCF_000015465.1	PRJNA224116	SAMN02604034			na		320388	13373	Burkholderia mallei SAVP1	strain=SAVP1		latest	Complete Genome	Major	Full	2007/01/05	ASM1546v1	TIGR	GCA_000015465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/465/GCF_000015465.1_ASM1546v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000015465.1/GCF_000015465.1_ASM1546v1_genomic.fna.gz
GCF_000015625.1	PRJNA224116	SAMN02604033			na		320389	13373	Burkholderia mallei NCTC 10247	strain=NCTC 10247		latest	Complete Genome	Major	Full	2007/02/27	ASM1562v1	TIGR	GCA_000015625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/625/GCF_000015625.1_ASM1562v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000015625.1/GCF_000015625.1_ASM1562v1_genomic.fna.gz
GCF_000762285.1	PRJNA224116	SAMN02798191			na		320389	13373	Burkholderia mallei NCTC 10247	strain=NCTC 10247		latest	Complete Genome	Major	Full	2014/10/02	ASM76228v1	Los Alamos National Laboratory	GCA_000762285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/762/285/GCF_000762285.1_ASM76228v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000762285.1/GCF_000762285.1_ASM76228v1_genomic.fna.gz
GCF_000757035.2	PRJNA224116	SAMN02849712			na		331978	28450	Burkholderia pseudomallei Pasteur 52237	strain=Pasteur 52237		latest	Complete Genome	Major	Full	2015/03/20	ASM75703v2	Los Alamos National Laboratory	GCA_000757035.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/035/GCF_000757035.2_ASM75703v2	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000757035.2/GCF_000757035.2_ASM75703v2_genomic.fna.gz
GCF_000015925.1	PRJNA224116	SAMN02604046			na		357348	28450	Burkholderia pseudomallei 1106a	strain=1106a		latest	Complete Genome	Major	Full	2007/02/27	ASM1592v1	TIGR	GCA_000015925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/925/GCF_000015925.1_ASM1592v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000015925.1/GCF_000015925.1_ASM1592v1_genomic.fna.gz
GCF_000015605.1	PRJNA224116	SAMN02604032			na		412022	13373	Burkholderia mallei NCTC 10229	strain=NCTC 10229		latest	Complete Genome	Major	Full	2007/01/30	ASM1560v1	TIGR	GCA_000015605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/015/605/GCF_000015605.1_ASM1560v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000015605.1/GCF_000015605.1_ASM1560v1_genomic.fna.gz
GCF_000959265.1	PRJNA224116	SAMN03075630			na		441156	28450	Burkholderia pseudomallei 7894	strain=7894		latest	Complete Genome	Major	Full	2015/03/20	ASM95926v1	Los Alamos National Laboratory	GCA_000959265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/265/GCF_000959265.1_ASM95926v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959265.1/GCF_000959265.1_ASM95926v1_genomic.fna.gz
GCF_000756185.1	PRJNA224116	SAMN02866333			na		557724	28450	Burkholderia pseudomallei 576	strain=576		latest	Complete Genome	Major	Full	2014/09/18	ASM75618v1	Los Alamos National Laboratory	GCA_000756185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/185/GCF_000756185.1_ASM75618v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000756185.1/GCF_000756185.1_ASM75618v1_genomic.fna.gz
GCF_000260515.1	PRJNA224116	SAMN02604257			na		884204	28450	Burkholderia pseudomallei 1026b	strain=1026b		latest	Complete Genome	Major	Full	2012/04/30	ASM26051v1	University of Washington	GCA_000260515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/515/GCF_000260515.1_ASM26051v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000260515.1/GCF_000260515.1_ASM26051v1_genomic.fna.gz
GCF_000959125.1	PRJNA224116	SAMN03097397			na		884204	28450	Burkholderia pseudomallei 1026b	strain=1026b		latest	Complete Genome	Major	Full	2015/03/20	ASM95912v1	Los Alamos National Laboratory	GCA_000959125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/125/GCF_000959125.1_ASM95912v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959125.1/GCF_000959125.1_ASM95912v1_genomic.fna.gz
GCF_000294635.1	PRJNA224116	SAMN02603176			na		1229785	28450	Burkholderia pseudomallei BPC006	strain=BPC006		latest	Complete Genome	Major	Full	2012/09/05	ASM29463v1	Department of Clinical Microbiology and Immunology, College of Medical Laboratory, National Engineer Research Center for Immunization Products, Third Military Medical University, Chongqing, China.	GCA_000294635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/294/635/GCF_000294635.1_ASM29463v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000294635.1/GCF_000294635.1_ASM29463v1_genomic.fna.gz
GCF_000494855.1	PRJNA224116	SAMN02603566			na		1241583	28450	Burkholderia pseudomallei NCTC 13179	strain=NCTC 13179		latest	Complete Genome	Major	Full	2013/11/01	ASM49485v1	Los Alamos National Laboratory	GCA_000494855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/494/855/GCF_000494855.1_ASM49485v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000494855.1/GCF_000494855.1_ASM49485v1_genomic.fna.gz
GCF_000511895.1	PRJNA224116	SAMN02641521			na		1249468	28450	Burkholderia pseudomallei NCTC 13178	strain=NCTC 13178		latest	Complete Genome	Major	Full	2013/12/26	ASM51189v1	Los Alamos National Laboratory	GCA_000511895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/895/GCF_000511895.1_ASM51189v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000511895.1/GCF_000511895.1_ASM51189v1_genomic.fna.gz
GCF_000521645.1	PRJNA224116	SAMN02641522			na		1249471	28450	Burkholderia pseudomallei MSHR146	strain=MSHR146		latest	Complete Genome	Major	Full	2014/01/22	ASM52164v1	Los Alamos National Laboratory	GCA_000521645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/521/645/GCF_000521645.1_ASM52164v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000521645.1/GCF_000521645.1_ASM52164v1_genomic.fna.gz
GCF_000959225.1	PRJNA224116	SAMN03074056			na		1249472	28450	Burkholderia pseudomallei MSHR2543	strain=MSHR2543		latest	Complete Genome	Major	Full	2015/03/20	ASM95922v1	Los Alamos National Laboratory	GCA_000959225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/225/GCF_000959225.1_ASM95922v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959225.1/GCF_000959225.1_ASM95922v1_genomic.fna.gz
GCF_000959205.1	PRJNA224116	SAMN02768252			na		1249473	28450	Burkholderia pseudomallei MSHR491	strain=MSHR491		latest	Complete Genome	Major	Full	2015/03/20	ASM95920v1	Los Alamos National Laboratory	GCA_000959205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/205/GCF_000959205.1_ASM95920v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959205.1/GCF_000959205.1_ASM95920v1_genomic.fna.gz
GCF_000959185.1	PRJNA224116	SAMN03068727			na		1249475	28450	Burkholderia pseudomallei MSHR840	strain=MSHR840		latest	Complete Genome	Major	Full	2015/03/20	ASM95918v1	Los Alamos National Laboratory	GCA_000959185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/185/GCF_000959185.1_ASM95918v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959185.1/GCF_000959185.1_ASM95918v1_genomic.fna.gz
GCF_000764575.1	PRJNA224116	SAMN03097381			na		1249477	28450	Burkholderia pseudomallei NAU35A-3	strain=NAU35A-3		latest	Complete Genome	Major	Full	2014/10/08	ASM76457v1	Los Alamos National Laboratory	GCA_000764575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/764/575/GCF_000764575.1_ASM76457v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000764575.1/GCF_000764575.1_ASM76457v1_genomic.fna.gz
GCF_000959345.1	PRJNA224116	SAMN03023795			na		1249658	28450	Burkholderia pseudomallei PB08298010	strain=PB08298010		latest	Complete Genome	Major	Full	2015/03/20	ASM95934v1	Los Alamos National Laboratory	GCA_000959345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/345/GCF_000959345.1_ASM95934v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000959345.1/GCF_000959345.1_ASM95934v1_genomic.fna.gz
GCF_000583835.1	PRJNA224116	SAMN03081457			na		1249659	28450	Burkholderia pseudomallei MSHR520	strain=MSHR520		latest	Complete Genome	Major	Full	2014/03/03	ASM58383v1	Los Alamos National Laboratory	GCA_000583835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/835/GCF_000583835.1_ASM58383v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000583835.1/GCF_000583835.1_ASM58383v1_genomic.fna.gz
GCF_000755945.1	PRJNA224116	SAMN02902606			na		1306417	28450	Burkholderia pseudomallei MSHR5858	strain=MSHR5858		latest	Complete Genome	Major	Full	2014/09/18	ASM75594v1	Los Alamos National Laboratory	GCA_000755945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/945/GCF_000755945.1_ASM75594v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000755945.1/GCF_000755945.1_ASM75594v1_genomic.fna.gz
GCF_000755925.1	PRJNA224116	SAMN02902608			na		1306418	28450	Burkholderia pseudomallei HBPUB10134a	strain=HBPUB10134a		latest	Complete Genome	Major	Full	2014/09/18	ASM75592v1	Los Alamos National Laboratory	GCA_000755925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/925/GCF_000755925.1_ASM75592v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000755925.1/GCF_000755925.1_ASM75592v1_genomic.fna.gz
GCF_000755905.1	PRJNA224116	SAMN02902612			na		1306419	28450	Burkholderia pseudomallei HBPUB10303a	strain=HBPUB10303a		latest	Complete Genome	Major	Full	2014/09/18	ASM75590v1	Los Alamos National Laboratory	GCA_000755905.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/755/905/GCF_000755905.1_ASM75590v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000755905.1/GCF_000755905.1_ASM75590v1_genomic.fna.gz
GCF_000770495.1	PRJNA224116	SAMN02951644			na		1435365	28450	Burkholderia pseudomallei TSV 48	strain=TSV 48		latest	Complete Genome	Major	Full	2014/10/31	ASM77049v1	Los Alamos National Laboratory	GCA_000770495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/495/GCF_000770495.1_ASM77049v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000770495.1/GCF_000770495.1_ASM77049v1_genomic.fna.gz
GCF_000770395.1	PRJNA224116	SAMN02990927			na		1435984	28450	Burkholderia pseudomallei MSHR62	strain=MSHR62		latest	Complete Genome	Major	Full	2014/10/31	ASM77039v1	Los Alamos National Laboratory	GCA_000770395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/395/GCF_000770395.1_ASM77039v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000770395.1/GCF_000770395.1_ASM77039v1_genomic.fna.gz
GCF_000770515.1	PRJNA224116	SAMN02951646			na		1439852	28450	Burkholderia pseudomallei K42	strain=K42		latest	Complete Genome	Major	Full	2014/10/31	ASM77051v1	Los Alamos National Laboratory	GCA_000770515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/515/GCF_000770515.1_ASM77051v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000770515.1/GCF_000770515.1_ASM77051v1_genomic.fna.gz
GCF_000770455.1	PRJNA224116	SAMN02951654			na		1439854	28450	Burkholderia pseudomallei B03	strain=B03		latest	Complete Genome	Major	Full	2014/10/31	ASM77045v1	Los Alamos National Laboratory	GCA_000770455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/455/GCF_000770455.1_ASM77045v1	./Burkholderia_pseudo_mallei/1-prepare_module/refseq/bacteria/GCF_000770455.1/GCF_000770455.1_ASM77045v1_genomic.fna.gz
