assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_900692565.1	PRJNA224116	SAMEA2157525			na		1313	1313	Streptococcus pneumoniae	strain=GPSC97 substr. ST376		latest	Chromosome	Major	Full	2019/02/20	11657_2#72-2	WTSI	GCA_900692565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/565/GCF_900692565.1_11657_2_72-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692565.1/GCF_900692565.1_11657_2_72-2_genomic.fna.gz
GCF_900692575.1	PRJNA224116	SAMEA2204095			na		1313	1313	Streptococcus pneumoniae	strain=GPSC115 substr. ST1662		latest	Chromosome	Major	Full	2019/02/20	11511_8#69-2	WTSI	GCA_900692575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/575/GCF_900692575.1_11511_8_69-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692575.1/GCF_900692575.1_11511_8_69-2_genomic.fna.gz
GCF_900692585.1	PRJNA224116	SAMEA2147627			na		1313	1313	Streptococcus pneumoniae	strain=GPSC11 substr. ST193		latest	Chromosome	Major	Full	2019/02/20	11511_7#57-2	WTSI	GCA_900692585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/585/GCF_900692585.1_11511_7_57-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692585.1/GCF_900692585.1_11511_7_57-2_genomic.fna.gz
GCF_900692595.1	PRJNA224116	SAMEA2203271			na		1313	1313	Streptococcus pneumoniae	strain=GPSC32 substr. ST2178		latest	Chromosome	Major	Full	2019/02/20	11658_1#21-2	WTSI	GCA_900692595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/595/GCF_900692595.1_11658_1_21-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692595.1/GCF_900692595.1_11658_1_21-2_genomic.fna.gz
GCF_900692605.1	PRJNA224116	SAMEA2203380			na		1313	1313	Streptococcus pneumoniae	strain=GPSC38 substr. ST310		latest	Chromosome	Major	Full	2019/02/20	11658_1#82-2	WTSI	GCA_900692605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/605/GCF_900692605.1_11658_1_82-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692605.1/GCF_900692605.1_11658_1_82-2_genomic.fna.gz
GCF_900692615.1	PRJNA224116	SAMEA2203393			na		1313	1313	Streptococcus pneumoniae	strain=GPSC94 substr. ST2174		latest	Chromosome	Major	Full	2019/02/20	11791_1#61-2	WTSI	GCA_900692615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/615/GCF_900692615.1_11791_1_61-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692615.1/GCF_900692615.1_11791_1_61-2_genomic.fna.gz
GCF_900692625.1	PRJNA224116	SAMEA2148390			na		1313	1313	Streptococcus pneumoniae	strain=GPSC15 substr. ST191		latest	Chromosome	Major	Full	2019/02/20	11822_1#54-2	WTSI	GCA_900692625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/625/GCF_900692625.1_11822_1_54-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692625.1/GCF_900692625.1_11822_1_54-2_genomic.fna.gz
GCF_900692635.1	PRJNA224116	SAMEA2162916			na		1313	1313	Streptococcus pneumoniae	strain=GPSC76 substr. ST1092		latest	Chromosome	Major	Full	2019/02/20	11822_1#94-2	WTSI	GCA_900692635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/635/GCF_900692635.1_11822_1_94-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692635.1/GCF_900692635.1_11822_1_94-2_genomic.fna.gz
GCF_900692645.1	PRJNA224116	SAMEA2336038			na		1313	1313	Streptococcus pneumoniae	strain=GPSC7 substr. ST33		latest	Chromosome	Major	Full	2019/02/20	12291_5#16-2	WTSI	GCA_900692645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/645/GCF_900692645.1_12291_5_16-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692645.1/GCF_900692645.1_12291_5_16-2_genomic.fna.gz
GCF_900692655.1	PRJNA224116	SAMEA2341150			na		1313	1313	Streptococcus pneumoniae	strain=GPSC30 substr. ST7055		latest	Chromosome	Major	Full	2019/02/20	12290_3#27-2	WTSI	GCA_900692655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/655/GCF_900692655.1_12290_3_27-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692655.1/GCF_900692655.1_12290_3_27-2_genomic.fna.gz
GCF_900692675.1	PRJNA224116	SAMEA2145720			na		1313	1313	Streptococcus pneumoniae	strain=GPSC39 substr. ST124		latest	Chromosome	Major	Full	2019/02/20	11822_1#89-2	WTSI	GCA_900692675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/675/GCF_900692675.1_11822_1_89-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692675.1/GCF_900692675.1_11822_1_89-2_genomic.fna.gz
GCF_900692685.1	PRJNA224116	SAMEA2434444			na		1313	1313	Streptococcus pneumoniae	strain=GPSC33 substr. ST4088		latest	Chromosome	Major	Full	2019/02/20	12837_1#32-2	WTSI	GCA_900692685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/685/GCF_900692685.1_12837_1_32-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692685.1/GCF_900692685.1_12837_1_32-2_genomic.fna.gz
GCF_900692705.1	PRJNA224116	SAMEA2150192			na		1313	1313	Streptococcus pneumoniae	strain=GPSC108 substr. ST9487		latest	Chromosome	Major	Full	2019/02/20	11826_1#9-2	WTSI	GCA_900692705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/705/GCF_900692705.1_11826_1_9-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692705.1/GCF_900692705.1_11826_1_9-2_genomic.fna.gz
GCF_900692715.1	PRJNA224116	SAMEA2434504			na		1313	1313	Streptococcus pneumoniae	strain=GPSC70 substr. ST1221		latest	Chromosome	Major	Full	2019/02/20	12837_2#4-2	WTSI	GCA_900692715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/715/GCF_900692715.1_12837_2_4-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692715.1/GCF_900692715.1_12837_2_4-2_genomic.fna.gz
GCF_900692735.1	PRJNA224116	SAMEA2434829			na		1313	1313	Streptococcus pneumoniae	strain=GPSC90 substr. ST8328		latest	Chromosome	Major	Full	2019/02/20	12837_5#65-2	WTSI	GCA_900692735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/735/GCF_900692735.1_12837_5_65-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692735.1/GCF_900692735.1_12837_5_65-2_genomic.fna.gz
GCF_900692745.1	PRJNA224116	SAMEA2796698			na		1313	1313	Streptococcus pneumoniae	strain=GPSC57 substr. ST10479		latest	Chromosome	Major	Full	2019/02/20	14673_4#5-2	WTSI	GCA_900692745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/745/GCF_900692745.1_14673_4_5-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692745.1/GCF_900692745.1_14673_4_5-2_genomic.fna.gz
GCF_900692755.1	PRJNA224116	SAMEA2434568			na		1313	1313	Streptococcus pneumoniae	strain=GPSC34 substr. ST10697		latest	Chromosome	Major	Full	2019/02/20	12837_2#68-2	WTSI	GCA_900692755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/755/GCF_900692755.1_12837_2_68-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692755.1/GCF_900692755.1_12837_2_68-2_genomic.fna.gz
GCF_900692765.1	PRJNA224116	SAMEA2434561			na		1313	1313	Streptococcus pneumoniae	strain=GPSC17 substr. ST2062		latest	Chromosome	Major	Full	2019/02/20	12837_2#61-2	WTSI	GCA_900692765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/765/GCF_900692765.1_12837_2_61-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692765.1/GCF_900692765.1_12837_2_61-2_genomic.fna.gz
GCF_900692775.1	PRJNA224116	SAMEA2627289			na		1313	1313	Streptococcus pneumoniae	strain=GPSC58 substr. ST5516		latest	Chromosome	Major	Full	2019/02/20	14410_7#7-2	WTSI	GCA_900692775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/775/GCF_900692775.1_14410_7_7-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692775.1/GCF_900692775.1_14410_7_7-2_genomic.fna.gz
GCF_900692785.1	PRJNA224116	SAMEA2434610			na		1313	1313	Streptococcus pneumoniae	strain=GPSC21 substr. ST10619	SA_GPS_SP505-sc-1895675	latest	Chromosome	Major	Full	2019/02/20	12837_3#22-2	WTSI	GCA_900692785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/785/GCF_900692785.1_12837_3_22-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692785.1/GCF_900692785.1_12837_3_22-2_genomic.fna.gz
GCF_900692795.1	PRJNA224116	SAMEA2797120			na		1313	1313	Streptococcus pneumoniae	strain=GPSC67 substr. ST4350		latest	Chromosome	Major	Full	2019/02/20	15277_1#47-2	WTSI	GCA_900692795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/795/GCF_900692795.1_15277_1_47-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692795.1/GCF_900692795.1_15277_1_47-2_genomic.fna.gz
GCF_900692815.1	PRJNA224116	SAMEA2434623			na		1313	1313	Streptococcus pneumoniae	strain=GPSC52 substr. ST10702		latest	Chromosome	Major	Full	2019/02/20	12837_3#35-2	WTSI	GCA_900692815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/815/GCF_900692815.1_12837_3_35-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692815.1/GCF_900692815.1_12837_3_35-2_genomic.fna.gz
GCF_900692825.1	PRJNA224116	SAMEA3233211			na		1313	1313	Streptococcus pneumoniae	strain=GPSC20 substr. ST802		latest	Chromosome	Major	Full	2019/02/20	15873_3#25-2	WTSI	GCA_900692825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/825/GCF_900692825.1_15873_3_25-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692825.1/GCF_900692825.1_15873_3_25-2_genomic.fna.gz
GCF_900692835.1	PRJNA224116	SAMEA3354333			na		1313	1313	Streptococcus pneumoniae	strain=GPSC79 substr. ST5410		latest	Chromosome	Major	Full	2019/02/20	17138_4#51-2	WTSI	GCA_900692835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/835/GCF_900692835.1_17138_4_51-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692835.1/GCF_900692835.1_17138_4_51-2_genomic.fna.gz
GCF_900692845.1	PRJNA224116	SAMEA3233409			na		1313	1313	Streptococcus pneumoniae	strain=GPSC103 substr. ST3407		latest	Chromosome	Major	Full	2019/02/20	15873_5#86-2	WTSI	GCA_900692845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/845/GCF_900692845.1_15873_5_86-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692845.1/GCF_900692845.1_15873_5_86-2_genomic.fna.gz
GCF_900692855.1	PRJNA224116	SAMEA3175698			na		1313	1313	Streptococcus pneumoniae	strain=GPSC14 substr. ST242		latest	Chromosome	Major	Full	2019/02/20	15608_2#53-2	WTSI	GCA_900692855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/855/GCF_900692855.1_15608_2_53-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692855.1/GCF_900692855.1_15608_2_53-2_genomic.fna.gz
GCF_900692875.1	PRJNA224116	SAMEA3233395			na		1313	1313	Streptococcus pneumoniae	strain=GPSC78 substr. ST5706		latest	Chromosome	Major	Full	2019/02/20	15873_4#79-2	WTSI	GCA_900692875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/875/GCF_900692875.1_15873_4_79-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692875.1/GCF_900692875.1_15873_4_79-2_genomic.fna.gz
GCF_900692885.1	PRJNA224116	SAMEA3354357			na		1313	1313	Streptococcus pneumoniae	strain=GPSC25 substr. ST8687		latest	Chromosome	Major	Full	2019/02/20	17138_4#75-2	WTSI	GCA_900692885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/885/GCF_900692885.1_17138_4_75-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692885.1/GCF_900692885.1_17138_4_75-2_genomic.fna.gz
GCF_900692895.1	PRJNA224116	SAMEA3381325			na		1313	1313	Streptococcus pneumoniae	strain=GPSC80 substr. ST10618		latest	Chromosome	Major	Full	2019/02/20	17428_8#111-2	WTSI	GCA_900692895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/895/GCF_900692895.1_17428_8_111-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692895.1/GCF_900692895.1_17428_8_111-2_genomic.fna.gz
GCF_900692905.1	PRJNA224116	SAMEA3175709			na		1313	1313	Streptococcus pneumoniae	strain=GPSC50 substr. ST1073		latest	Chromosome	Major	Full	2019/02/20	15608_2#64-2	WTSI	GCA_900692905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/905/GCF_900692905.1_15608_2_64-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692905.1/GCF_900692905.1_15608_2_64-2_genomic.fna.gz
GCF_900692915.1	PRJNA224116	SAMEA3381491			na		1313	1313	Streptococcus pneumoniae	strain=GPSC72 substr. ST11721		latest	Chromosome	Major	Full	2019/02/20	17794_7#16-2	WTSI	GCA_900692915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/915/GCF_900692915.1_17794_7_16-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692915.1/GCF_900692915.1_17794_7_16-2_genomic.fna.gz
GCF_900692925.1	PRJNA224116	SAMEA3390054			na		1313	1313	Streptococcus pneumoniae	strain=GPSC40 substr. ST12162		latest	Chromosome	Major	Full	2019/02/20	17966_5#23-2	WTSI	GCA_900692925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/925/GCF_900692925.1_17966_5_23-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692925.1/GCF_900692925.1_17966_5_23-2_genomic.fna.gz
GCF_900692935.1	PRJNA224116	SAMEA3431333			na		1313	1313	Streptococcus pneumoniae	strain=GPSC10 substr. ST2013	GPS_US_PATH396-sc-2296505	latest	Complete Genome	Major	Full	2019/02/20	18090_1#84-2	WTSI	GCA_900692935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/935/GCF_900692935.1_18090_1_84-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692935.1/GCF_900692935.1_18090_1_84-2_genomic.fna.gz
GCF_900692955.1	PRJNA224116	SAMEA3381439			na		1313	1313	Streptococcus pneumoniae	strain=GPSC62 substr. ST913		latest	Chromosome	Major	Full	2019/02/20	17794_7#121-2	WTSI	GCA_900692955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/955/GCF_900692955.1_17794_7_121-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692955.1/GCF_900692955.1_17794_7_121-2_genomic.fna.gz
GCF_900692965.1	PRJNA224116	SAMEA3389940			na		1313	1313	Streptococcus pneumoniae	strain=GPSC117 substr. ST6103		latest	Chromosome	Major	Full	2019/02/20	17966_5#56-2	WTSI	GCA_900692965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/965/GCF_900692965.1_17966_5_56-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692965.1/GCF_900692965.1_17966_5_56-2_genomic.fna.gz
GCF_900692995.1	PRJNA224116	SAMEA3431351			na		1313	1313	Streptococcus pneumoniae	strain=GPSC68 substr. ST542		latest	Chromosome	Major	Full	2019/02/20	18090_1#92-2	WTSI	GCA_900692995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/995/GCF_900692995.1_18090_1_92-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692995.1/GCF_900692995.1_18090_1_92-2_genomic.fna.gz
GCF_900693005.1	PRJNA224116	SAMEA3431391			na		1313	1313	Streptococcus pneumoniae	strain=GPSC4 substr. ST200	GPS_HK_21-sc-2296565	latest	Chromosome	Major	Full	2019/02/20	18090_2#19-2	WTSI	GCA_900693005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/005/GCF_900693005.1_18090_2_19-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693005.1/GCF_900693005.1_18090_2_19-2_genomic.fna.gz
GCF_900693025.1	PRJNA224116	SAMEA3713867			na		1313	1313	Streptococcus pneumoniae	strain=GPSC47 substr. ST315		latest	Complete Genome	Major	Full	2019/02/20	19341_2#86-2	WTSI	GCA_900693025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/025/GCF_900693025.1_19341_2_86-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693025.1/GCF_900693025.1_19341_2_86-2_genomic.fna.gz
GCF_900693035.1	PRJNA224116	SAMEA3713960			na		1313	1313	Streptococcus pneumoniae	strain=GPSC53 substr. ST847		latest	Chromosome	Major	Full	2019/02/20	19341_2#124-2	WTSI	GCA_900693035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/035/GCF_900693035.1_19341_2_124-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693035.1/GCF_900693035.1_19341_2_124-2_genomic.fna.gz
GCF_900693045.1	PRJNA224116	SAMEA3431607			na		1313	1313	Streptococcus pneumoniae	strain=GPSC43 substr. ST1263	GPS_HK_150-sc-2296816	latest	Chromosome	Major	Full	2019/02/20	18090_2#147-2	WTSI	GCA_900693045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/045/GCF_900693045.1_18090_2_147-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693045.1/GCF_900693045.1_18090_2_147-2_genomic.fna.gz
GCF_900693055.1	PRJNA224116	SAMEA3714487			na		1313	1313	Streptococcus pneumoniae	strain=GPSC18 substr. ST13	55896440-41bd-11e5-998e-3c4a9275d6c6	latest	Complete Genome	Major	Full	2019/02/20	19084_8#150-2	WTSI	GCA_900693055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/055/GCF_900693055.1_19084_8_150-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693055.1/GCF_900693055.1_19084_8_150-2_genomic.fna.gz
GCF_900693075.1	PRJNA224116	SAMEA3714520			na		1313	1313	Streptococcus pneumoniae	strain=GPSC13 substr. ST473	569492b0-41bd-11e5-998e-3c4a9275d6c6	latest	Complete Genome	Major	Full	2019/02/20	19084_8#183-2	WTSI	GCA_900693075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/075/GCF_900693075.1_19084_8_183-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693075.1/GCF_900693075.1_19084_8_183-2_genomic.fna.gz
GCF_900693085.1	PRJNA224116	SAMEA3714262			na		1313	1313	Streptococcus pneumoniae	strain=GPSC131 substr. ST3669		latest	Chromosome	Major	Full	2019/02/20	19084_7#109-2	WTSI	GCA_900693085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/085/GCF_900693085.1_19084_7_109-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693085.1/GCF_900693085.1_19084_7_109-2_genomic.fna.gz
GCF_900693115.1	PRJNA224116	SAMEA3713964			na		1313	1313	Streptococcus pneumoniae	strain=GPSC19 substr. ST1955		latest	Chromosome	Major	Full	2019/02/20	19341_2#126-2	WTSI	GCA_900693115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/693/115/GCF_900693115.1_19341_2_126-2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900693115.1/GCF_900693115.1_19341_2_126-2_genomic.fna.gz
GCF_900795095.1	PRJNA224116	SAMEA2341240			na		1313	1313	Streptococcus pneumoniae	strain=GPSC65 substr. ST2053		latest	Chromosome	Major	Full	2019/03/26	12290_3#44-5	WTSI	GCA_900795095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/095/GCF_900795095.1_12290_3_44-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795095.1/GCF_900795095.1_12290_3_44-5_genomic.fna.gz
GCF_900795115.1	PRJNA224116	SAMEA2434511			na		1313	1313	Streptococcus pneumoniae	strain=GPSC54 substr. ST10688		latest	Chromosome	Major	Full	2019/03/26	12837_2#11-5	WTSI	GCA_900795115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/115/GCF_900795115.1_12837_2_11-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795115.1/GCF_900795115.1_12837_2_11-5_genomic.fna.gz
GCF_900795145.1	PRJNA224116	SAMEA2553885			na		1313	1313	Streptococcus pneumoniae	strain=GPSC37 substr. ST2421	GPS_ZA_821-sc-1950967	latest	Chromosome	Major	Full	2019/03/26	13415_5#13-5	WTSI	GCA_900795145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/145/GCF_900795145.1_13415_5_13-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795145.1/GCF_900795145.1_13415_5_13-5_genomic.fna.gz
GCF_900795155.1	PRJNA224116	SAMEA3175728			na		1313	1313	Streptococcus pneumoniae	strain=GPSC61 substr. ST698		latest	Chromosome	Major	Full	2019/03/26	15608_2#83-5	WTSI	GCA_900795155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/155/GCF_900795155.1_15608_2_83-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795155.1/GCF_900795155.1_15608_2_83-5_genomic.fna.gz
GCF_900795165.1	PRJNA224116	SAMEA3431348			na		1313	1313	Streptococcus pneumoniae	strain=GPSC5 substr. ST172		latest	Chromosome	Major	Full	2019/03/26	18090_1#90-5	WTSI	GCA_900795165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/165/GCF_900795165.1_18090_1_90-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795165.1/GCF_900795165.1_18090_1_90-5_genomic.fna.gz
GCF_900795205.1	PRJNA224116	SAMEA104035599			na		1313	1313	Streptococcus pneumoniae	strain=GPSC55 substr. ST3774	b04a6400-1f66-11e7-b93e-3c4a9275d6c8	latest	Complete Genome	Major	Full	2019/03/26	22841_2#22-5	WTSI	GCA_900795205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/205/GCF_900795205.1_22841_2_22-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795205.1/GCF_900795205.1_22841_2_22-5_genomic.fna.gz
GCF_900795245.1	PRJNA224116	SAMEA3714019			na		1313	1313	Streptococcus pneumoniae	strain=GPSC51 substr. ST458		latest	Chromosome	Major	Full	2019/03/26	19341_2#149-5	WTSI	GCA_900795245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/795/245/GCF_900795245.1_19341_2_149-5	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900795245.1/GCF_900795245.1_19341_2_149-5_genomic.fna.gz
GCF_000006885.1	PRJNA224116	SAMN02604002			na		170187	1313	Streptococcus pneumoniae TIGR4	strain=TIGR4; ATCC BAA-334		latest	Complete Genome	Major	Full	2008/07/03	ASM688v1	TIGR	GCA_000006885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/885/GCF_000006885.1_ASM688v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000006885.1/GCF_000006885.1_ASM688v1_genomic.fna.gz
GCF_000273445.1	PRJNA224116	SAMN02597080	AKVY00000000.1		na		170187	1313	Streptococcus pneumoniae TIGR4	strain=TIGR4		latest	Chromosome	Major	Full	2012/06/25	Stre_pneu_Tigr4_V1	Broad Institute	GCA_000273445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/273/445/GCF_000273445.1_Stre_pneu_Tigr4_V1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000273445.1/GCF_000273445.1_Stre_pneu_Tigr4_V1_genomic.fna.gz
GCF_000007045.1	PRJNA224116	SAMN02603218			na		171101	1313	Streptococcus pneumoniae R6	strain=R6		latest	Complete Genome	Major	Full	2002/11/25	ASM704v1	Eli Lilly and Company	GCA_000007045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/045/GCF_000007045.1_ASM704v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000007045.1/GCF_000007045.1_ASM704v1_genomic.fna.gz
GCF_000147095.1	PRJNA224116	SAMN02604004			na		189423	1313	Streptococcus pneumoniae 670-6B	strain=670-6B		latest	Complete Genome	Major	Full	2010/09/09	ASM14709v1	TIGR	GCA_000147095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/147/095/GCF_000147095.1_ASM14709v1	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000147095.1/GCF_000147095.1_ASM14709v1_genomic.fna.gz
GCF_000014365.2	PRJNA224116	SAMN02604051			na		373153	1313	Streptococcus pneumoniae D39	strain=D39		latest	Complete Genome	Minor	Full	2018/05/02	ASM1436v2	TIGR	GCA_000014365.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/365/GCF_000014365.2_ASM1436v2	./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_000014365.2/GCF_000014365.2_ASM1436v2_genomic.fna.gz
