gembase_name	orig_name	to_annotate	gsize	nb_conts	L90
BUMA.1121.00093	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959125.1_ASM95912v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959125.1_ASM95912v1_genomic.fna_prepare-split125N.fna	7237672	2	2
BUMA.1121.00094	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000294635.1_ASM29463v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000294635.1_ASM29463v1_genomic.fna_prepare-split125N.fna	7155061	2	2
BUMA.1121.00095	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000494855.1_ASM49485v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000494855.1_ASM49485v1_genomic.fna_prepare-split125N.fna	7337157	2	2
BUMA.1121.00096	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000511895.1_ASM51189v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000511895.1_ASM51189v1_genomic.fna_prepare-split125N.fna	7391364	2	2
BUMA.1121.00097	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000521645.1_ASM52164v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000521645.1_ASM52164v1_genomic.fna_prepare-split125N.fna	7313103	2	2
BUMA.1121.00098	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959225.1_ASM95922v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959225.1_ASM95922v1_genomic.fna_prepare-split125N.fna	7446569	2	2
BUMA.1121.00099	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959205.1_ASM95920v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959205.1_ASM95920v1_genomic.fna_prepare-split125N.fna	7356376	2	2
BUMA.1121.00100	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959185.1_ASM95918v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959185.1_ASM95918v1_genomic.fna_prepare-split125N.fna	7129813	2	2
BUMA.1121.00101	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000764575.1_ASM76457v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000764575.1_ASM76457v1_genomic.fna_prepare-split125N.fna	7204083	2	2
BUMA.1121.00102	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959345.1_ASM95934v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000959345.1_ASM95934v1_genomic.fna_prepare-split125N.fna	7375551	2	2
BUMA.1121.00103	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000583835.1_ASM58383v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000583835.1_ASM58383v1_genomic.fna_prepare-split125N.fna	7450511	2	2
BUMA.1121.00104	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755945.1_ASM75594v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755945.1_ASM75594v1_genomic.fna_prepare-split125N.fna	7072128	2	2
BUMA.1121.00105	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755925.1_ASM75592v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755925.1_ASM75592v1_genomic.fna_prepare-split125N.fna	7218403	2	2
BUMA.1121.00106	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755905.1_ASM75590v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000755905.1_ASM75590v1_genomic.fna_prepare-split125N.fna	7178176	2	2
BUMA.1121.00107	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770495.1_ASM77049v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770495.1_ASM77049v1_genomic.fna_prepare-split125N.fna	7337621	2	2
BUMA.1121.00108	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770395.1_ASM77039v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770395.1_ASM77039v1_genomic.fna_prepare-split125N.fna	7225433	2	2
BUMA.1121.00109	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770515.1_ASM77051v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770515.1_ASM77051v1_genomic.fna_prepare-split125N.fna	7296458	2	2
BUMA.1121.00110	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770455.1_ASM77045v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770455.1_ASM77045v1_genomic.fna_prepare-split125N.fna	7264759	2	2
BUMA.1121.00111	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111125.1_ASM211112v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_002111125.1_ASM211112v1_genomic.fna_prepare-split125N.fna	7542656	3	2
BUMA.1121.00112	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770565.1_ASM77056v1_genomic.fna_prepare-split125N.fna	Burkholderia_pseudo_mallei/1-prepare_module/tmp_files/GCF_000770565.1_ASM77056v1_genomic.fna_prepare-split125N.fna	7814142	4	2
