assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_013357885.1,PRJNA224116,SAMN14944058,,,na,,666,666,Vibrio cholerae,strain=SA3G,,latest,Complete Genome,Major,Full,2020/06/17,ASM1335788v1,EPFL,GCA_013357885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/357/885/GCF_013357885.1_ASM1335788v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_013357885.1/GCF_013357885.1_ASM1335788v1_genomic.fna.gz,VIBR.0621.00053,Vibrio/1-prepare_module/tmp_files/GCF_013357885.1_ASM1335788v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_013357885.1_ASM1335788v1_genomic.fna_prepare-split125N.fna,4179782,2,2,GCF_013357885.1_ASM1335788v1_genomic.fna_prepare-split125N.fna,ASM1335788v1,SA3G,Vibrio cholerae SA3G
GCF_013462495.1,PRJNA224116,SAMN11604374,,,na,,666,666,Vibrio cholerae,strain=VC1374,,latest,Complete Genome,Major,Full,2020/07/22,ASM1346249v1,ICDC,GCA_013462495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/462/495/GCF_013462495.1_ASM1346249v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_013462495.1/GCF_013462495.1_ASM1346249v1_genomic.fna.gz,VIBR.0621.00219,Vibrio/1-prepare_module/tmp_files/GCF_013462495.1_ASM1346249v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_013462495.1_ASM1346249v1_genomic.fna_prepare-split125N.fna,4236364,3,2,GCF_013462495.1_ASM1346249v1_genomic.fna_prepare-split125N.fna,ASM1346249v1,VC1374,Vibrio cholerae VC1374
GCF_015168795.1,PRJNA224116,SAMN16483972,,,na,,666,666,Vibrio cholerae,strain=VC_hf7,,latest,Complete Genome,Major,Full,2020/11/02,ASM1516879v1,ICDC,GCA_015168795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/168/795/GCF_015168795.1_ASM1516879v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_015168795.1/GCF_015168795.1_ASM1516879v1_genomic.fna.gz,VIBR.0621.00276,Vibrio/1-prepare_module/tmp_files/GCF_015168795.1_ASM1516879v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_015168795.1_ASM1516879v1_genomic.fna_prepare-split125N.fna,4161190,4,2,GCF_015168795.1_ASM1516879v1_genomic.fna_prepare-split125N.fna,ASM1516879v1,VC_hf7,Vibrio cholerae VC_hf7
GCF_900185995.1,PRJNA224116,SAMEA104115281,,,na,,666,666,Vibrio cholerae,,Vibrio cholerae str. BC1071,latest,Complete Genome,Major,Full,2017/12/20,BK1071,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikro,GCA_900185995.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/185/995/GCF_900185995.1_BK1071,./Vibrio/1-prepare_module/refseq/bacteria/GCF_900185995.1/GCF_900185995.1_BK1071_genomic.fna.gz,VIBR.0621.00054,Vibrio/1-prepare_module/tmp_files/GCF_900185995.1_BK1071_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_900185995.1_BK1071_genomic.fna_prepare-split125N.fna,4194576,2,2,GCF_900185995.1_BK1071_genomic.fna_prepare-split125N.fna,BK1071,nan,Vibrio cholerae nan
GCF_900324425.1,PRJNA224116,SAMEA4374367,,,na,,666,666,Vibrio cholerae,strain=4295STDY6534232,,latest,Complete Genome,Major,Full,2018/04/04,48853_H01,SC,GCA_900324425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/425/GCF_900324425.1_48853_H01,./Vibrio/1-prepare_module/refseq/bacteria/GCF_900324425.1/GCF_900324425.1_48853_H01_genomic.fna.gz,VIBR.0621.00055,Vibrio/1-prepare_module/tmp_files/GCF_900324425.1_48853_H01_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_900324425.1_48853_H01_genomic.fna_prepare-split125N.fna,4092645,2,2,GCF_900324425.1_48853_H01_genomic.fna_prepare-split125N.fna,48853_H01,4295STDY6534232,Vibrio cholerae 4295STDY6534232
GCF_900324435.1,PRJNA224116,SAMEA4374365,,,na,,666,666,Vibrio cholerae,strain=4295STDY6534200,,latest,Complete Genome,Major,Full,2020/04/10,48853_F01,SC,GCA_900324435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/435/GCF_900324435.1_48853_F01,./Vibrio/1-prepare_module/refseq/bacteria/GCF_900324435.1/GCF_900324435.1_48853_F01_genomic.fna.gz,VIBR.0621.00056,Vibrio/1-prepare_module/tmp_files/GCF_900324435.1_48853_F01_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_900324435.1_48853_F01_genomic.fna_prepare-split125N.fna,4123525,2,2,GCF_900324435.1_48853_F01_genomic.fna_prepare-split125N.fna,48853_F01,4295STDY6534200,Vibrio cholerae 4295STDY6534200
GCF_900538065.1,PRJNA224116,SAMEA104470976,,,na,,666,666,Vibrio cholerae,strain=NCTC 30,,latest,Complete Genome,Major,Full,2018/09/06,59617_E01,SC,GCA_900538065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/538/065/GCF_900538065.1_59617_E01,./Vibrio/1-prepare_module/refseq/bacteria/GCF_900538065.1/GCF_900538065.1_59617_E01_genomic.fna.gz,VIBR.0621.00057,Vibrio/1-prepare_module/tmp_files/GCF_900538065.1_59617_E01_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_900538065.1_59617_E01_genomic.fna_prepare-split125N.fna,3952356,2,2,GCF_900538065.1_59617_E01_genomic.fna_prepare-split125N.fna,59617_E01,NCTC 30,Vibrio cholerae NCTC 30
GCF_000770115.1,PRJNA224116,SAMN03075601,,,representative genome,,669,669,Vibrio harveyi,strain=ATCC 33843 (392 [MAV]),,latest,Complete Genome,Major,Full,2014/12/05,ASM77011v2,NRL,GCA_000770115.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/115/GCF_000770115.1_ASM77011v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_000770115.1/GCF_000770115.1_ASM77011v2_genomic.fna.gz,VIBR.0621.00058,Vibrio/1-prepare_module/tmp_files/GCF_000770115.1_ASM77011v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_000770115.1_ASM77011v2_genomic.fna_prepare-split125N.fna,5881490,2,2,GCF_000770115.1_ASM77011v2_genomic.fna_prepare-split125N.fna,ASM77011v2,ATCC 33843 (392 [MAV]),Vibrio harveyi ATCC 33843 (392 [MAV])
GCF_001558435.2,PRJNA224116,SAMN03996323,,,na,,669,669,Vibrio harveyi,strain=FDAARGOS_107,,latest,Complete Genome,Major,Full,2018/01/31,ASM155843v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001558435.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/435/GCF_001558435.2_ASM155843v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001558435.2/GCF_001558435.2_ASM155843v2_genomic.fna.gz,VIBR.0621.00059,Vibrio/1-prepare_module/tmp_files/GCF_001558435.2_ASM155843v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001558435.2_ASM155843v2_genomic.fna_prepare-split125N.fna,6038929,2,2,GCF_001558435.2_ASM155843v2_genomic.fna_prepare-split125N.fna,ASM155843v2,FDAARGOS_107,Vibrio harveyi FDAARGOS_107
GCF_001908435.2,PRJNA224116,SAMN06041746,,,na,,669,669,Vibrio harveyi,strain=QT520,,latest,Complete Genome,Major,Full,2017/01/04,ASM190843v2,hainan academy of ocean and fisheries sciences,GCA_001908435.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/908/435/GCF_001908435.2_ASM190843v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001908435.2/GCF_001908435.2_ASM190843v2_genomic.fna.gz,VIBR.0621.00300,Vibrio/1-prepare_module/tmp_files/GCF_001908435.2_ASM190843v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001908435.2_ASM190843v2_genomic.fna_prepare-split125N.fna,6070846,5,2,GCF_001908435.2_ASM190843v2_genomic.fna_prepare-split125N.fna,ASM190843v2,QT520,Vibrio harveyi QT520
GCF_002850295.1,PRJNA224116,SAMN08013468,,,na,,669,669,Vibrio harveyi,strain=345,,latest,Complete Genome,Major,Full,2018/01/03,ASM285029v1,"South China Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences",GCA_002850295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/850/295/GCF_002850295.1_ASM285029v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002850295.1/GCF_002850295.1_ASM285029v1_genomic.fna.gz,VIBR.0621.00277,Vibrio/1-prepare_module/tmp_files/GCF_002850295.1_ASM285029v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002850295.1_ASM285029v1_genomic.fna_prepare-split125N.fna,6185822,4,2,GCF_002850295.1_ASM285029v1_genomic.fna_prepare-split125N.fna,ASM285029v1,345,Vibrio harveyi 345
GCF_009184745.1,PRJNA224116,SAMN12989727,,,na,,669,669,Vibrio harveyi,strain=WXL538,,latest,Complete Genome,Major,Full,2019/10/20,ASM918474v1,ocean university of China,GCA_009184745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/184/745/GCF_009184745.1_ASM918474v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_009184745.1/GCF_009184745.1_ASM918474v1_genomic.fna.gz,VIBR.0621.00060,Vibrio/1-prepare_module/tmp_files/GCF_009184745.1_ASM918474v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_009184745.1_ASM918474v1_genomic.fna_prepare-split125N.fna,6005493,2,2,GCF_009184745.1_ASM918474v1_genomic.fna_prepare-split125N.fna,ASM918474v1,WXL538,Vibrio harveyi WXL538
GCF_009665315.1,PRJNA224116,SAMN10702676,,,na,,669,669,Vibrio harveyi,strain=2011V-1164,,latest,Complete Genome,Major,Full,2019/11/18,ASM966531v1,CDC,GCA_009665315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/665/315/GCF_009665315.1_ASM966531v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_009665315.1/GCF_009665315.1_ASM966531v1_genomic.fna.gz,VIBR.0621.00061,Vibrio/1-prepare_module/tmp_files/GCF_009665315.1_ASM966531v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_009665315.1_ASM966531v1_genomic.fna_prepare-split125N.fna,5751647,2,2,GCF_009665315.1_ASM966531v1_genomic.fna_prepare-split125N.fna,ASM966531v1,2011V-1164,Vibrio harveyi 2011V-1164
GCF_012275085.1,PRJNA224116,SAMN12648308,,,na,,669,669,Vibrio harveyi,strain=2010V-1024,,latest,Chromosome,Major,Full,2020/04/13,ASM1227508v1,CDC,GCA_012275085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/275/085/GCF_012275085.1_ASM1227508v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_012275085.1/GCF_012275085.1_ASM1227508v1_genomic.fna.gz,VIBR.0621.00062,Vibrio/1-prepare_module/tmp_files/GCF_012275085.1_ASM1227508v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_012275085.1_ASM1227508v1_genomic.fna_prepare-split125N.fna,5791124,2,2,GCF_012275085.1_ASM1227508v1_genomic.fna_prepare-split125N.fna,ASM1227508v1,2010V-1024,Vibrio harveyi 2010V-1024
GCF_001188185.2,PRJNA224116,SAMN03255431,,,na,,670,670,Vibrio parahaemolyticus,strain=FDAARGOS_51,,latest,Complete Genome,Major,Full,2018/01/30,ASM118818v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001188185.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/185/GCF_001188185.2_ASM118818v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001188185.2/GCF_001188185.2_ASM118818v2_genomic.fna.gz,VIBR.0621.00063,Vibrio/1-prepare_module/tmp_files/GCF_001188185.2_ASM118818v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001188185.2_ASM118818v2_genomic.fna_prepare-split125N.fna,5149217,2,2,GCF_001188185.2_ASM118818v2_genomic.fna_prepare-split125N.fna,ASM118818v2,FDAARGOS_51,Vibrio parahaemolyticus FDAARGOS_51
GCF_001244315.1,PRJNA224116,SAMN03159469,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_008,,latest,Complete Genome,Major,Full,2015/08/05,ASM124431v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001244315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/315/GCF_001244315.1_ASM124431v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001244315.1/GCF_001244315.1_ASM124431v1_genomic.fna.gz,VIBR.0621.00064,Vibrio/1-prepare_module/tmp_files/GCF_001244315.1_ASM124431v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001244315.1_ASM124431v1_genomic.fna_prepare-split125N.fna,5038168,2,2,GCF_001244315.1_ASM124431v1_genomic.fna_prepare-split125N.fna,ASM124431v1,FORC_008,Vibrio parahaemolyticus FORC_008
GCF_001304775.1,PRJNA224116,SAMN03140318,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_006,,latest,Complete Genome,Major,Full,2015/10/01,ASM130477v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001304775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/304/775/GCF_001304775.1_ASM130477v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001304775.1/GCF_001304775.1_ASM130477v1_genomic.fna.gz,VIBR.0621.00065,Vibrio/1-prepare_module/tmp_files/GCF_001304775.1_ASM130477v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001304775.1_ASM130477v1_genomic.fna_prepare-split125N.fna,5094100,2,2,GCF_001304775.1_ASM130477v1_genomic.fna_prepare-split125N.fna,ASM130477v1,FORC_006,Vibrio parahaemolyticus FORC_006
GCF_001433415.1,PRJNA224116,SAMN03140317,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_004,,latest,Complete Genome,Major,Full,2015/11/05,ASM143341v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001433415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/433/415/GCF_001433415.1_ASM143341v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001433415.1/GCF_001433415.1_ASM143341v1_genomic.fna.gz,VIBR.0621.00220,Vibrio/1-prepare_module/tmp_files/GCF_001433415.1_ASM143341v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001433415.1_ASM143341v1_genomic.fna_prepare-split125N.fna,5171661,3,2,GCF_001433415.1_ASM143341v1_genomic.fna_prepare-split125N.fna,ASM143341v1,FORC_004,Vibrio parahaemolyticus FORC_004
GCF_001558495.2,PRJNA224116,SAMN03996250,,,na,assembly from type material,670,670,Vibrio parahaemolyticus,strain=FDAARGOS_115,,latest,Complete Genome,Major,Full,2018/01/31,ASM155849v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_001558495.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/495/GCF_001558495.2_ASM155849v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001558495.2/GCF_001558495.2_ASM155849v2_genomic.fna.gz,VIBR.0621.00066,Vibrio/1-prepare_module/tmp_files/GCF_001558495.2_ASM155849v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001558495.2_ASM155849v2_genomic.fna_prepare-split125N.fna,5152461,2,2,GCF_001558495.2_ASM155849v2_genomic.fna_prepare-split125N.fna,ASM155849v2,FDAARGOS_115,Vibrio parahaemolyticus FDAARGOS_115
GCF_001636035.1,PRJNA224116,SAMN03457164,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_014,,latest,Complete Genome,Major,Full,2016/05/02,ASM163603v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001636035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/035/GCF_001636035.1_ASM163603v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001636035.1/GCF_001636035.1_ASM163603v1_genomic.fna.gz,VIBR.0621.00221,Vibrio/1-prepare_module/tmp_files/GCF_001636035.1_ASM163603v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001636035.1_ASM163603v1_genomic.fna_prepare-split125N.fna,5289960,3,2,GCF_001636035.1_ASM163603v1_genomic.fna_prepare-split125N.fna,ASM163603v1,FORC_014,Vibrio parahaemolyticus FORC_014
GCF_001682175.1,PRJNA224116,SAMN03766034,,,na,,670,670,Vibrio parahaemolyticus,strain=MAVP-Q,,latest,Complete Genome,Major,Full,2016/07/08,ASM168217v1,FENG XU,GCA_001682175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/682/175/GCF_001682175.1_ASM168217v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001682175.1/GCF_001682175.1_ASM168217v1_genomic.fna.gz,VIBR.0621.00067,Vibrio/1-prepare_module/tmp_files/GCF_001682175.1_ASM168217v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001682175.1_ASM168217v1_genomic.fna_prepare-split125N.fna,5257288,2,2,GCF_001682175.1_ASM168217v1_genomic.fna_prepare-split125N.fna,ASM168217v1,MAVP-Q,Vibrio parahaemolyticus MAVP-Q
GCF_001700835.1,PRJNA224116,SAMN03325855,,,na,,670,670,Vibrio parahaemolyticus,strain=CHN25,,latest,Complete Genome,Major,Full,2016/08/09,ASM170083v1,Shanghai Ocean University,GCA_001700835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/700/835/GCF_001700835.1_ASM170083v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001700835.1/GCF_001700835.1_ASM170083v1_genomic.fna.gz,VIBR.0621.00301,Vibrio/1-prepare_module/tmp_files/GCF_001700835.1_ASM170083v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001700835.1_ASM170083v1_genomic.fna_prepare-split125N.fna,5443401,5,2,GCF_001700835.1_ASM170083v1_genomic.fna_prepare-split125N.fna,ASM170083v1,CHN25,Vibrio parahaemolyticus CHN25
GCF_001758605.1,PRJNA224116,SAMN03701448,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_023,378,latest,Complete Genome,Major,Full,2016/10/11,ASM175860v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001758605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/758/605/GCF_001758605.1_ASM175860v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001758605.1/GCF_001758605.1_ASM175860v1_genomic.fna.gz,VIBR.0621.00068,Vibrio/1-prepare_module/tmp_files/GCF_001758605.1_ASM175860v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001758605.1_ASM175860v1_genomic.fna_prepare-split125N.fna,5015214,2,2,GCF_001758605.1_ASM175860v1_genomic.fna_prepare-split125N.fna,ASM175860v1,FORC_023,Vibrio parahaemolyticus FORC_023
GCF_001879585.1,PRJNA224116,SAMN04241617,,,na,,670,670,Vibrio parahaemolyticus,strain=FORC_022,,latest,Complete Genome,Major,Full,2016/11/16,ASM187958v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_001879585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/879/585/GCF_001879585.1_ASM187958v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001879585.1/GCF_001879585.1_ASM187958v1_genomic.fna.gz,VIBR.0621.00222,Vibrio/1-prepare_module/tmp_files/GCF_001879585.1_ASM187958v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001879585.1_ASM187958v1_genomic.fna_prepare-split125N.fna,5339691,3,2,GCF_001879585.1_ASM187958v1_genomic.fna_prepare-split125N.fna,ASM187958v1,FORC_022,Vibrio parahaemolyticus FORC_022
GCF_001951115.1,PRJNA224116,SAMN05977307,,,na,,670,670,Vibrio parahaemolyticus,strain=1682,V12/023,latest,Chromosome,Major,Full,2017/01/13,ASM195111v1,Cefas,GCA_001951115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/951/115/GCF_001951115.1_ASM195111v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001951115.1/GCF_001951115.1_ASM195111v1_genomic.fna.gz,VIBR.0621.00069,Vibrio/1-prepare_module/tmp_files/GCF_001951115.1_ASM195111v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001951115.1_ASM195111v1_genomic.fna_prepare-split125N.fna,4708005,2,2,GCF_001951115.1_ASM195111v1_genomic.fna_prepare-split125N.fna,ASM195111v1,1682,Vibrio parahaemolyticus 1682
GCF_001996365.2,PRJNA224116,SAMN06061934,,,na,,670,670,Vibrio parahaemolyticus,strain=MVP1,,latest,Complete Genome,Major,Full,2019/09/03,ASM199636v2,Monash University Malaysia,GCA_001996365.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/996/365/GCF_001996365.2_ASM199636v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_001996365.2/GCF_001996365.2_ASM199636v2_genomic.fna.gz,VIBR.0621.00223,Vibrio/1-prepare_module/tmp_files/GCF_001996365.2_ASM199636v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_001996365.2_ASM199636v2_genomic.fna_prepare-split125N.fna,5389211,3,2,GCF_001996365.2_ASM199636v2_genomic.fna_prepare-split125N.fna,ASM199636v2,MVP1,Vibrio parahaemolyticus MVP1
GCF_002073775.2,PRJNA224116,SAMN04875528,,,na,,670,670,Vibrio parahaemolyticus,strain=FDAARGOS_191,,latest,Complete Genome,Major,Full,2018/03/02,ASM207377v2,University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center,GCA_002073775.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/775/GCF_002073775.2_ASM207377v2,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002073775.2/GCF_002073775.2_ASM207377v2_genomic.fna.gz,VIBR.0621.00070,Vibrio/1-prepare_module/tmp_files/GCF_002073775.2_ASM207377v2_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002073775.2_ASM207377v2_genomic.fna_prepare-split125N.fna,5173292,2,2,GCF_002073775.2_ASM207377v2_genomic.fna_prepare-split125N.fna,ASM207377v2,FDAARGOS_191,Vibrio parahaemolyticus FDAARGOS_191
GCF_002220985.3,PRJNA224116,SAMN06042545,,,na,,670,670,Vibrio parahaemolyticus,strain=MAVP-R,,latest,Complete Genome,Minor,Full,2018/04/19,HGAP,University of New Hampshire,GCA_002220985.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/985/GCF_002220985.3_HGAP,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002220985.3/GCF_002220985.3_HGAP_genomic.fna.gz,VIBR.0621.00071,Vibrio/1-prepare_module/tmp_files/GCF_002220985.3_HGAP_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002220985.3_HGAP_genomic.fna_prepare-split125N.fna,5249405,2,2,GCF_002220985.3_HGAP_genomic.fna_prepare-split125N.fna,HGAP,MAVP-R,Vibrio parahaemolyticus MAVP-R
GCF_002504185.1,PRJNA224116,SAMN07680340,,,na,,670,670,Vibrio parahaemolyticus,strain=HA2,,latest,Chromosome,Major,Full,2017/10/10,ASM250418v1,Tianjin Key Laboratory of AQU-ecology and Aquaculture,GCA_002504185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/185/GCF_002504185.1_ASM250418v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_002504185.1/GCF_002504185.1_ASM250418v1_genomic.fna.gz,VIBR.0621.00072,Vibrio/1-prepare_module/tmp_files/GCF_002504185.1_ASM250418v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_002504185.1_ASM250418v1_genomic.fna_prepare-split125N.fna,5278641,2,2,GCF_002504185.1_ASM250418v1_genomic.fna_prepare-split125N.fna,ASM250418v1,HA2,Vibrio parahaemolyticus HA2
GCF_003047085.1,PRJNA224116,SAMN08851398,,,na,,670,670,Vibrio parahaemolyticus,strain=S107-1,,latest,Complete Genome,Major,Full,2018/04/10,ASM304708v1,Universite de Sherbrooke,GCA_003047085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/047/085/GCF_003047085.1_ASM304708v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_003047085.1/GCF_003047085.1_ASM304708v1_genomic.fna.gz,VIBR.0621.00073,Vibrio/1-prepare_module/tmp_files/GCF_003047085.1_ASM304708v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_003047085.1_ASM304708v1_genomic.fna_prepare-split125N.fna,5203326,2,2,GCF_003047085.1_ASM304708v1_genomic.fna_prepare-split125N.fna,ASM304708v1,S107-1,Vibrio parahaemolyticus S107-1
GCF_003076895.1,PRJNA224116,SAMN08744595,,,na,,670,670,Vibrio parahaemolyticus,strain=R14,,latest,Complete Genome,Major,Full,2018/05/02,ASM307689v1,The University of Arizona,GCA_003076895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/076/895/GCF_003076895.1_ASM307689v1,./Vibrio/1-prepare_module/refseq/bacteria/GCF_003076895.1/GCF_003076895.1_ASM307689v1_genomic.fna.gz,VIBR.0621.00302,Vibrio/1-prepare_module/tmp_files/GCF_003076895.1_ASM307689v1_genomic.fna_prepare-split125N.fna,Vibrio/1-prepare_module/tmp_files/GCF_003076895.1_ASM307689v1_genomic.fna_prepare-split125N.fna,5444136,5,2,GCF_003076895.1_ASM307689v1_genomic.fna_prepare-split125N.fna,ASM307689v1,R14,Vibrio parahaemolyticus R14
