assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_002812905.2,PRJNA224116,SAMN08101543,,,na,,287,287,Pseudomonas aeruginosa,strain=PB350,,latest,Complete Genome,Major,Full,2020/01/08,ASM281290v2,New York Medical College,GCA_002812905.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/812/905/GCF_002812905.2_ASM281290v2,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002812905.2/GCF_002812905.2_ASM281290v2_genomic.fna.gz,PSAE.0521.00071,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002812905.2_ASM281290v2_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002812905.2_ASM281290v2_genomic.fna_prepare-split125N.fna,6752906,1,1,GCF_002812905.2_ASM281290v2_genomic.fna_prepare-split125N.fna,ASM281290v2,PB350,Pseudomonas aeruginosa PB350
GCF_002946935.1,PRJNA224116,SAMN02887043,,,na,,287,287,Pseudomonas aeruginosa,strain=F5677,,latest,Complete Genome,Major,Full,2018/02/17,ASM294693v1,MSKCC,GCA_002946935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/946/935/GCF_002946935.1_ASM294693v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002946935.1/GCF_002946935.1_ASM294693v1_genomic.fna.gz,PSAE.0521.00072,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002946935.1_ASM294693v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002946935.1_ASM294693v1_genomic.fna_prepare-split125N.fna,6645227,1,1,GCF_002946935.1_ASM294693v1_genomic.fna_prepare-split125N.fna,ASM294693v1,F5677,Pseudomonas aeruginosa F5677
GCF_002968515.1,PRJNA224116,SAMN07291503,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0360,,latest,Complete Genome,Major,Full,2018/03/05,ASM296851v1,FDA/CDC,GCA_002968515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/515/GCF_002968515.1_ASM296851v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002968515.1/GCF_002968515.1_ASM296851v1_genomic.fna.gz,PSAE.0521.00073,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968515.1_ASM296851v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968515.1_ASM296851v1_genomic.fna_prepare-split125N.fna,6463575,1,1,GCF_002968515.1_ASM296851v1_genomic.fna_prepare-split125N.fna,ASM296851v1,AR_0360,Pseudomonas aeruginosa AR_0360
GCF_002968585.1,PRJNA224116,SAMN07291497,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0354,,latest,Complete Genome,Major,Full,2018/03/05,ASM296858v1,FDA/CDC,GCA_002968585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/585/GCF_002968585.1_ASM296858v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002968585.1/GCF_002968585.1_ASM296858v1_genomic.fna.gz,PSAE.0521.00074,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968585.1_ASM296858v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968585.1_ASM296858v1_genomic.fna_prepare-split125N.fna,6747010,1,1,GCF_002968585.1_ASM296858v1_genomic.fna_prepare-split125N.fna,ASM296858v1,AR_0354,Pseudomonas aeruginosa AR_0354
GCF_002968655.1,PRJNA224116,SAMN07291496,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0353,,latest,Complete Genome,Major,Full,2018/03/05,ASM296865v1,FDA/CDC,GCA_002968655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/655/GCF_002968655.1_ASM296865v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002968655.1/GCF_002968655.1_ASM296865v1_genomic.fna.gz,PSAE.0521.00293,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968655.1_ASM296865v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968655.1_ASM296865v1_genomic.fna_prepare-split125N.fna,7282236,2,1,GCF_002968655.1_ASM296865v1_genomic.fna_prepare-split125N.fna,ASM296865v1,AR_0353,Pseudomonas aeruginosa AR_0353
GCF_002968695.1,PRJNA224116,SAMN04901620,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0230,,latest,Complete Genome,Major,Full,2018/03/05,ASM296869v1,FDA/CDC,GCA_002968695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/695/GCF_002968695.1_ASM296869v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002968695.1/GCF_002968695.1_ASM296869v1_genomic.fna.gz,PSAE.0521.00321,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968695.1_ASM296869v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968695.1_ASM296869v1_genomic.fna_prepare-split125N.fna,7086054,3,1,GCF_002968695.1_ASM296869v1_genomic.fna_prepare-split125N.fna,ASM296869v1,AR_0230,Pseudomonas aeruginosa AR_0230
GCF_002968955.1,PRJNA224116,SAMN07291500,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0357,,latest,Complete Genome,Major,Full,2018/03/05,ASM296895v1,FDA/CDC,GCA_002968955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/968/955/GCF_002968955.1_ASM296895v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002968955.1/GCF_002968955.1_ASM296895v1_genomic.fna.gz,PSAE.0521.00075,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968955.1_ASM296895v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002968955.1_ASM296895v1_genomic.fna_prepare-split125N.fna,7162784,1,1,GCF_002968955.1_ASM296895v1_genomic.fna_prepare-split125N.fna,ASM296895v1,AR_0357,Pseudomonas aeruginosa AR_0357
GCF_002997005.1,PRJNA224116,SAMN04014936,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0095,,latest,Complete Genome,Major,Full,2018/03/14,ASM299700v1,Centers for Disease Control and Prevention,GCA_002997005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/997/005/GCF_002997005.1_ASM299700v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_002997005.1/GCF_002997005.1_ASM299700v1_genomic.fna.gz,PSAE.0521.00076,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002997005.1_ASM299700v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_002997005.1_ASM299700v1_genomic.fna_prepare-split125N.fna,6822666,1,1,GCF_002997005.1_ASM299700v1_genomic.fna_prepare-split125N.fna,ASM299700v1,AR_0095,Pseudomonas aeruginosa AR_0095
GCF_003025345.2,PRJNA224116,SAMN06673526,,,na,,287,287,Pseudomonas aeruginosa,strain=CR1,,latest,Complete Genome,Major,Full,2018/05/11,ASM302534v2,University of Delhi,GCA_003025345.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/025/345/GCF_003025345.2_ASM302534v2,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003025345.2/GCF_003025345.2_ASM302534v2_genomic.fna.gz,PSAE.0521.00294,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003025345.2_ASM302534v2_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003025345.2_ASM302534v2_genomic.fna_prepare-split125N.fna,6164858,2,1,GCF_003025345.2_ASM302534v2_genomic.fna_prepare-split125N.fna,ASM302534v2,CR1,Pseudomonas aeruginosa CR1
GCF_003028335.1,PRJNA224116,SAMN08776459,,,na,,287,287,Pseudomonas aeruginosa,strain=MRSN12280,,latest,Complete Genome,Major,Full,2018/04/01,ASM302833v1,Walter Reed Army Institute of Research,GCA_003028335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/028/335/GCF_003028335.1_ASM302833v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003028335.1/GCF_003028335.1_ASM302833v1_genomic.fna.gz,PSAE.0521.00077,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003028335.1_ASM302833v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003028335.1_ASM302833v1_genomic.fna_prepare-split125N.fna,7050928,1,1,GCF_003028335.1_ASM302833v1_genomic.fna_prepare-split125N.fna,ASM302833v1,MRSN12280,Pseudomonas aeruginosa MRSN12280
GCF_003052005.2,PRJNA224116,SAMN08866462,,,na,,287,287,Pseudomonas aeruginosa,strain=WCHPA075019,,latest,Complete Genome,Major,Full,2018/09/26,ASM305200v2,"West China Hospital, Sichuan University",GCA_003052005.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/052/005/GCF_003052005.2_ASM305200v2,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003052005.2/GCF_003052005.2_ASM305200v2_genomic.fna.gz,PSAE.0521.00078,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003052005.2_ASM305200v2_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003052005.2_ASM305200v2_genomic.fna_prepare-split125N.fna,6886080,1,1,GCF_003052005.2_ASM305200v2_genomic.fna_prepare-split125N.fna,ASM305200v2,WCHPA075019,Pseudomonas aeruginosa WCHPA075019
GCF_003060845.1,PRJNA224116,SAMN08524370,,,na,,287,287,Pseudomonas aeruginosa,strain=JB2,,latest,Complete Genome,Major,Full,2018/04/23,ASM306084v1,Univ. Wisconsin-Madison,GCA_003060845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/060/845/GCF_003060845.1_ASM306084v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003060845.1/GCF_003060845.1_ASM306084v1_genomic.fna.gz,PSAE.0521.00079,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003060845.1_ASM306084v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003060845.1_ASM306084v1_genomic.fna_prepare-split125N.fna,6867314,1,1,GCF_003060845.1_ASM306084v1_genomic.fna_prepare-split125N.fna,ASM306084v1,JB2,Pseudomonas aeruginosa JB2
GCF_003073615.1,PRJNA224116,SAMN07291537,,,na,,287,287,Pseudomonas aeruginosa,strain=AR444,,latest,Complete Genome,Major,Full,2018/04/30,ASM307361v1,FDA/CDC,GCA_003073615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/615/GCF_003073615.1_ASM307361v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003073615.1/GCF_003073615.1_ASM307361v1_genomic.fna.gz,PSAE.0521.00080,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073615.1_ASM307361v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073615.1_ASM307361v1_genomic.fna_prepare-split125N.fna,6853499,1,1,GCF_003073615.1_ASM307361v1_genomic.fna_prepare-split125N.fna,ASM307361v1,AR444,Pseudomonas aeruginosa AR444
GCF_003073735.1,PRJNA224116,SAMN07291538,,,na,,287,287,Pseudomonas aeruginosa,strain=AR445,,latest,Complete Genome,Major,Full,2018/04/30,ASM307373v1,FDA/CDC,GCA_003073735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/735/GCF_003073735.1_ASM307373v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003073735.1/GCF_003073735.1_ASM307373v1_genomic.fna.gz,PSAE.0521.00081,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073735.1_ASM307373v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073735.1_ASM307373v1_genomic.fna_prepare-split125N.fna,7125975,1,1,GCF_003073735.1_ASM307373v1_genomic.fna_prepare-split125N.fna,ASM307373v1,AR445,Pseudomonas aeruginosa AR445
GCF_003073795.1,PRJNA224116,SAMN07291535,,,na,,287,287,Pseudomonas aeruginosa,strain=AR442,,latest,Complete Genome,Major,Full,2018/04/30,ASM307379v1,FDA/CDC,GCA_003073795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/795/GCF_003073795.1_ASM307379v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003073795.1/GCF_003073795.1_ASM307379v1_genomic.fna.gz,PSAE.0521.00082,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073795.1_ASM307379v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073795.1_ASM307379v1_genomic.fna_prepare-split125N.fna,7267567,1,1,GCF_003073795.1_ASM307379v1_genomic.fna_prepare-split125N.fna,ASM307379v1,AR442,Pseudomonas aeruginosa AR442
GCF_003073895.1,PRJNA224116,SAMN07291532,,,na,,287,287,Pseudomonas aeruginosa,strain=AR439,,latest,Complete Genome,Major,Full,2018/04/30,ASM307389v1,FDA/CDC,GCA_003073895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/073/895/GCF_003073895.1_ASM307389v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003073895.1/GCF_003073895.1_ASM307389v1_genomic.fna.gz,PSAE.0521.00322,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073895.1_ASM307389v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003073895.1_ASM307389v1_genomic.fna_prepare-split125N.fna,7578039,3,1,GCF_003073895.1_ASM307389v1_genomic.fna_prepare-split125N.fna,ASM307389v1,AR439,Pseudomonas aeruginosa AR439
GCF_003074095.1,PRJNA224116,SAMN07291533,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0440,,latest,Chromosome,Major,Full,2018/04/30,ASM307409v1,FDA/CDC,GCA_003074095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/095/GCF_003074095.1_ASM307409v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003074095.1/GCF_003074095.1_ASM307409v1_genomic.fna.gz,PSAE.0521.00083,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003074095.1_ASM307409v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003074095.1_ASM307409v1_genomic.fna_prepare-split125N.fna,7167215,1,1,GCF_003074095.1_ASM307409v1_genomic.fna_prepare-split125N.fna,ASM307409v1,AR_0440,Pseudomonas aeruginosa AR_0440
GCF_003074115.1,PRJNA224116,SAMN07291536,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0443,,latest,Chromosome,Major,Full,2018/04/30,ASM307411v1,FDA/CDC,GCA_003074115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/115/GCF_003074115.1_ASM307411v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003074115.1/GCF_003074115.1_ASM307411v1_genomic.fna.gz,PSAE.0521.00084,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003074115.1_ASM307411v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003074115.1_ASM307411v1_genomic.fna_prepare-split125N.fna,6776714,1,1,GCF_003074115.1_ASM307411v1_genomic.fna_prepare-split125N.fna,ASM307411v1,AR_0443,Pseudomonas aeruginosa AR_0443
GCF_003193645.1,PRJNA224116,SAMN07291539,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0446,,latest,Complete Genome,Major,Full,2018/06/06,ASM319364v1,FDA/CDC,GCA_003193645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/193/645/GCF_003193645.1_ASM319364v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003193645.1/GCF_003193645.1_ASM319364v1_genomic.fna.gz,PSAE.0521.00085,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003193645.1_ASM319364v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003193645.1_ASM319364v1_genomic.fna_prepare-split125N.fna,6475581,1,1,GCF_003193645.1_ASM319364v1_genomic.fna_prepare-split125N.fna,ASM319364v1,AR_0446,Pseudomonas aeruginosa AR_0446
GCF_003194245.1,PRJNA224116,SAMN07602569,,,na,,287,287,Pseudomonas aeruginosa,strain=CCUG 70744,,latest,Complete Genome,Major,Full,2018/06/06,ASM319424v1,Chalmers University of Technology,GCA_003194245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/194/245/GCF_003194245.1_ASM319424v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003194245.1/GCF_003194245.1_ASM319424v1_genomic.fna.gz,PSAE.0521.00086,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003194245.1_ASM319424v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003194245.1_ASM319424v1_genomic.fna_prepare-split125N.fna,6859232,1,1,GCF_003194245.1_ASM319424v1_genomic.fna_prepare-split125N.fna,ASM319424v1,CCUG 70744,Pseudomonas aeruginosa CCUG 70744
GCF_003204335.1,PRJNA224116,SAMN04014951,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_0110,,latest,Complete Genome,Major,Full,2018/06/10,ASM320433v1,Centers for Disease Control and Prevention,GCA_003204335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/204/335/GCF_003204335.1_ASM320433v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003204335.1/GCF_003204335.1_ASM320433v1_genomic.fna.gz,PSAE.0521.00087,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003204335.1_ASM320433v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003204335.1_ASM320433v1_genomic.fna_prepare-split125N.fna,6799785,1,1,GCF_003204335.1_ASM320433v1_genomic.fna_prepare-split125N.fna,ASM320433v1,AR_0110,Pseudomonas aeruginosa AR_0110
GCF_003206535.1,PRJNA224116,SAMN08954392,,,na,,287,287,Pseudomonas aeruginosa,strain=K34-7,,latest,Complete Genome,Major,Full,2018/06/11,ASM320653v1,Adam Heikal's shared submissions,GCA_003206535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/535/GCF_003206535.1_ASM320653v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003206535.1/GCF_003206535.1_ASM320653v1_genomic.fna.gz,PSAE.0521.00295,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003206535.1_ASM320653v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003206535.1_ASM320653v1_genomic.fna_prepare-split125N.fna,7042452,2,1,GCF_003206535.1_ASM320653v1_genomic.fna_prepare-split125N.fna,ASM320653v1,K34-7,Pseudomonas aeruginosa K34-7
GCF_003288335.1,PRJNA224116,SAMN07291553,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_460,,latest,Complete Genome,Major,Full,2018/07/05,ASM328833v1,FDA/CDC,GCA_003288335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/335/GCF_003288335.1_ASM328833v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003288335.1/GCF_003288335.1_ASM328833v1_genomic.fna.gz,PSAE.0521.00088,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288335.1_ASM328833v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288335.1_ASM328833v1_genomic.fna_prepare-split125N.fna,6303875,1,1,GCF_003288335.1_ASM328833v1_genomic.fna_prepare-split125N.fna,ASM328833v1,AR_460,Pseudomonas aeruginosa AR_460
GCF_003288355.1,PRJNA224116,SAMN07291548,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_455,,latest,Complete Genome,Major,Full,2018/07/05,ASM328835v1,FDA/CDC,GCA_003288355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/355/GCF_003288355.1_ASM328835v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003288355.1/GCF_003288355.1_ASM328835v1_genomic.fna.gz,PSAE.0521.00089,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288355.1_ASM328835v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288355.1_ASM328835v1_genomic.fna_prepare-split125N.fna,6540996,1,1,GCF_003288355.1_ASM328835v1_genomic.fna_prepare-split125N.fna,ASM328835v1,AR_455,Pseudomonas aeruginosa AR_455
GCF_003288435.1,PRJNA224116,SAMN07291551,,,na,,287,287,Pseudomonas aeruginosa,strain=AR_458,,latest,Complete Genome,Major,Full,2018/07/05,ASM328843v1,FDA/CDC,GCA_003288435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/288/435/GCF_003288435.1_ASM328843v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003288435.1/GCF_003288435.1_ASM328843v1_genomic.fna.gz,PSAE.0521.00090,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288435.1_ASM328843v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003288435.1_ASM328843v1_genomic.fna_prepare-split125N.fna,6685102,1,1,GCF_003288435.1_ASM328843v1_genomic.fna_prepare-split125N.fna,ASM328843v1,AR_458,Pseudomonas aeruginosa AR_458
GCF_003319235.1,PRJNA224116,SAMN08102919,,,na,,287,287,Pseudomonas aeruginosa,strain=HS9,,latest,Complete Genome,Major,Full,2018/07/15,ASM331923v1,Shanghai Jiao Tong university,GCA_003319235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/319/235/GCF_003319235.1_ASM331923v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003319235.1/GCF_003319235.1_ASM331923v1_genomic.fna.gz,PSAE.0521.00091,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003319235.1_ASM331923v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003319235.1_ASM331923v1_genomic.fna_prepare-split125N.fna,6876988,1,1,GCF_003319235.1_ASM331923v1_genomic.fna_prepare-split125N.fna,ASM331923v1,HS9,Pseudomonas aeruginosa HS9
GCF_003332705.2,PRJNA224116,SAMN08435059,,,na,,287,287,Pseudomonas aeruginosa,strain=PA34,,latest,Complete Genome,Major,Full,2018/10/16,ASM333270v2,University of New South Wales,GCA_003332705.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/332/705/GCF_003332705.2_ASM333270v2,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003332705.2/GCF_003332705.2_ASM333270v2_genomic.fna.gz,PSAE.0521.00092,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003332705.2_ASM333270v2_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003332705.2_ASM333270v2_genomic.fna_prepare-split125N.fna,6810079,1,1,GCF_003332705.2_ASM333270v2_genomic.fna_prepare-split125N.fna,ASM333270v2,PA34,Pseudomonas aeruginosa PA34
GCF_003347525.2,PRJNA224116,SAMN08930812,,,na,,287,287,Pseudomonas aeruginosa,strain=LV,,latest,Chromosome,Major,Full,2020/07/08,ASM334752v2,Universidade Estadual de Londrina,GCA_003347525.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/347/525/GCF_003347525.2_ASM334752v2,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003347525.2/GCF_003347525.2_ASM334752v2_genomic.fna.gz,PSAE.0521.00093,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003347525.2_ASM334752v2_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003347525.2_ASM334752v2_genomic.fna_prepare-split125N.fna,6468334,1,1,GCF_003347525.2_ASM334752v2_genomic.fna_prepare-split125N.fna,ASM334752v2,LV,Pseudomonas aeruginosa LV
GCF_003369735.1,PRJNA224116,SAMN09469733,,,na,,287,287,Pseudomonas aeruginosa,strain=Y89,,latest,Complete Genome,Major,Full,2018/08/10,ASM336973v1,Yonsei University College of Medicine,GCA_003369735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/735/GCF_003369735.1_ASM336973v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003369735.1/GCF_003369735.1_ASM336973v1_genomic.fna.gz,PSAE.0521.00296,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003369735.1_ASM336973v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003369735.1_ASM336973v1_genomic.fna_prepare-split125N.fna,6954674,2,1,GCF_003369735.1_ASM336973v1_genomic.fna_prepare-split125N.fna,ASM336973v1,Y89,Pseudomonas aeruginosa Y89
GCF_003369755.1,PRJNA224116,SAMN09469732,,,na,,287,287,Pseudomonas aeruginosa,strain=Y82,,latest,Complete Genome,Major,Full,2018/08/10,ASM336975v1,Yonsei University College of Medicine,GCA_003369755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/755/GCF_003369755.1_ASM336975v1,./Pseudomonas_aeruginosa/1-prepare_module/refseq/bacteria/GCF_003369755.1/GCF_003369755.1_ASM336975v1_genomic.fna.gz,PSAE.0521.00094,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003369755.1_ASM336975v1_genomic.fna_prepare-split125N.fna,Pseudomonas_aeruginosa/1-prepare_module/tmp_files/GCF_003369755.1_ASM336975v1_genomic.fna_prepare-split125N.fna,7106857,1,1,GCF_003369755.1_ASM336975v1_genomic.fna_prepare-split125N.fna,ASM336975v1,Y82,Pseudomonas aeruginosa Y82
