assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCF_004153965.1	PRJNA224116	SAMN08555729			na		1314	1314	Streptococcus pyogenes	strain=MGAS10786		latest	Complete Genome	Major	Full	2019/02/11	ASM415396v1	Houston Methodist Research Institute	GCA_004153965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/965/GCF_004153965.1_ASM415396v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004153965.1/GCF_004153965.1_ASM415396v1_genomic.fna.gz
GCF_004153985.1	PRJNA224116	SAMN08555548			na		1314	1314	Streptococcus pyogenes	strain=MGAS7914		latest	Complete Genome	Major	Full	2019/02/11	ASM415398v1	Houston Methodist Research Institute	GCA_004153985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/153/985/GCF_004153985.1_ASM415398v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004153985.1/GCF_004153985.1_ASM415398v1_genomic.fna.gz
GCF_004154005.1	PRJNA224116	SAMN08555522			na		1314	1314	Streptococcus pyogenes	strain=MGAS7888		latest	Complete Genome	Major	Full	2019/02/11	ASM415400v1	Houston Methodist Research Institute	GCA_004154005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/005/GCF_004154005.1_ASM415400v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154005.1/GCF_004154005.1_ASM415400v1_genomic.fna.gz
GCF_004154025.1	PRJNA224116	SAMN08563099			na		1314	1314	Streptococcus pyogenes	strain=MGAS29409		latest	Complete Genome	Major	Full	2019/02/11	ASM415402v1	Houston Methodist Research Institute	GCA_004154025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/025/GCF_004154025.1_ASM415402v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154025.1/GCF_004154025.1_ASM415402v1_genomic.fna.gz
GCF_004154045.1	PRJNA224116	SAMN08563018			na		1314	1314	Streptococcus pyogenes	strain=MGAS29326		latest	Complete Genome	Major	Full	2019/02/11	ASM415404v1	Houston Methodist Research Institute	GCA_004154045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/045/GCF_004154045.1_ASM415404v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154045.1/GCF_004154045.1_ASM415404v1_genomic.fna.gz
GCF_004154065.1	PRJNA224116	SAMN08562978			na		1314	1314	Streptococcus pyogenes	strain=MGAS29284		latest	Complete Genome	Major	Full	2019/02/11	ASM415406v1	Houston Methodist Research Institute	GCA_004154065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/065/GCF_004154065.1_ASM415406v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154065.1/GCF_004154065.1_ASM415406v1_genomic.fna.gz
GCF_004154085.1	PRJNA224116	SAMN08562542			na		1314	1314	Streptococcus pyogenes	strain=MGAS28746		latest	Complete Genome	Major	Full	2019/02/11	ASM415408v1	Houston Methodist Research Institute	GCA_004154085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/085/GCF_004154085.1_ASM415408v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154085.1/GCF_004154085.1_ASM415408v1_genomic.fna.gz
GCF_004154105.1	PRJNA224116	SAMN08562482			na		1314	1314	Streptococcus pyogenes	strain=MGAS28686		latest	Complete Genome	Major	Full	2019/02/11	ASM415410v1	Houston Methodist Research Institute	GCA_004154105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/105/GCF_004154105.1_ASM415410v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154105.1/GCF_004154105.1_ASM415410v1_genomic.fna.gz
GCF_004154125.1	PRJNA224116	SAMN08562467			na		1314	1314	Streptococcus pyogenes	strain=MGAS28669		latest	Complete Genome	Major	Full	2019/02/11	ASM415412v1	Houston Methodist Research Institute	GCA_004154125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/125/GCF_004154125.1_ASM415412v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154125.1/GCF_004154125.1_ASM415412v1_genomic.fna.gz
GCF_004154145.1	PRJNA224116	SAMN08562449			na		1314	1314	Streptococcus pyogenes	strain=MGAS28650		latest	Complete Genome	Major	Full	2019/02/11	ASM415414v1	Houston Methodist Research Institute	GCA_004154145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/145/GCF_004154145.1_ASM415414v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154145.1/GCF_004154145.1_ASM415414v1_genomic.fna.gz
GCF_004154165.1	PRJNA224116	SAMN08556433			na		1314	1314	Streptococcus pyogenes	strain=MGAS28533		latest	Complete Genome	Major	Full	2019/02/11	ASM415416v1	Houston Methodist Research Institute	GCA_004154165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/165/GCF_004154165.1_ASM415416v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154165.1/GCF_004154165.1_ASM415416v1_genomic.fna.gz
GCF_004154185.1	PRJNA224116	SAMN08556272			na		1314	1314	Streptococcus pyogenes	strain=MGAS28360		latest	Complete Genome	Major	Full	2019/02/11	ASM415418v1	Houston Methodist Research Institute	GCA_004154185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/185/GCF_004154185.1_ASM415418v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154185.1/GCF_004154185.1_ASM415418v1_genomic.fna.gz
GCF_004154205.1	PRJNA224116	SAMN08556245			na		1314	1314	Streptococcus pyogenes	strain=MGAS28330		latest	Complete Genome	Major	Full	2019/02/11	ASM415420v1	Houston Methodist Research Institute	GCA_004154205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/205/GCF_004154205.1_ASM415420v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154205.1/GCF_004154205.1_ASM415420v1_genomic.fna.gz
GCF_004154225.1	PRJNA224116	SAMN08556197			na		1314	1314	Streptococcus pyogenes	strain=MGAS28278		latest	Complete Genome	Major	Full	2019/02/11	ASM415422v1	Houston Methodist Research Institute	GCA_004154225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/225/GCF_004154225.1_ASM415422v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154225.1/GCF_004154225.1_ASM415422v1_genomic.fna.gz
GCF_004154245.1	PRJNA224116	SAMN08556190			na		1314	1314	Streptococcus pyogenes	strain=MGAS28271		latest	Complete Genome	Major	Full	2019/02/11	ASM415424v1	Houston Methodist Research Institute	GCA_004154245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/245/GCF_004154245.1_ASM415424v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154245.1/GCF_004154245.1_ASM415424v1_genomic.fna.gz
GCF_004154265.1	PRJNA224116	SAMN08556116			na		1314	1314	Streptococcus pyogenes	strain=MGAS28191		latest	Complete Genome	Major	Full	2019/02/11	ASM415426v1	Houston Methodist Research Institute	GCA_004154265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/265/GCF_004154265.1_ASM415426v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154265.1/GCF_004154265.1_ASM415426v1_genomic.fna.gz
GCF_004154285.1	PRJNA224116	SAMN08555801			na		1314	1314	Streptococcus pyogenes	strain=MGAS11115		latest	Complete Genome	Major	Full	2019/02/11	ASM415428v1	Houston Methodist Research Institute	GCA_004154285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/285/GCF_004154285.1_ASM415428v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154285.1/GCF_004154285.1_ASM415428v1_genomic.fna.gz
GCF_004154305.1	PRJNA224116	SAMN08555796			na		1314	1314	Streptococcus pyogenes	strain=MGAS11108		latest	Complete Genome	Major	Full	2019/02/11	ASM415430v1	Houston Methodist Research Institute	GCA_004154305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/305/GCF_004154305.1_ASM415430v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154305.1/GCF_004154305.1_ASM415430v1_genomic.fna.gz
GCF_004154325.1	PRJNA224116	SAMN08562766			na		1314	1314	Streptococcus pyogenes	strain=MGAS29064		latest	Complete Genome	Major	Full	2019/02/11	ASM415432v1	Houston Methodist Research Institute	GCA_004154325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/325/GCF_004154325.1_ASM415432v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154325.1/GCF_004154325.1_ASM415432v1_genomic.fna.gz
GCF_004154345.1	PRJNA224116	SAMN08556297			na		1314	1314	Streptococcus pyogenes	strain=MGAS28386		latest	Complete Genome	Major	Full	2019/02/11	ASM415434v1	Houston Methodist Research Institute	GCA_004154345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/345/GCF_004154345.1_ASM415434v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154345.1/GCF_004154345.1_ASM415434v1_genomic.fna.gz
GCF_004154365.1	PRJNA224116	SAMN08556024			na		1314	1314	Streptococcus pyogenes	strain=MGAS28078		latest	Complete Genome	Major	Full	2019/02/11	ASM415436v1	Houston Methodist Research Institute	GCA_004154365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/365/GCF_004154365.1_ASM415436v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154365.1/GCF_004154365.1_ASM415436v1_genomic.fna.gz
GCF_004154385.1	PRJNA224116	SAMN08555770			na		1314	1314	Streptococcus pyogenes	strain=MGAS11052		latest	Complete Genome	Major	Full	2019/02/11	ASM415438v1	Houston Methodist Research Institute	GCA_004154385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/385/GCF_004154385.1_ASM415438v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154385.1/GCF_004154385.1_ASM415438v1_genomic.fna.gz
GCF_004154405.1	PRJNA224116	SAMN08555766			na		1314	1314	Streptococcus pyogenes	strain=MGAS10826		latest	Complete Genome	Major	Full	2019/02/11	ASM415440v1	Houston Methodist Research Institute	GCA_004154405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/405/GCF_004154405.1_ASM415440v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004154405.1/GCF_004154405.1_ASM415440v1_genomic.fna.gz
GCF_004193935.1	PRJNA224116	SAMN09867132			na		1314	1314	Streptococcus pyogenes	strain=SP1336		latest	Complete Genome	Major	Full	2019/02/13	ASM419393v1	University of Melbourne	GCA_004193935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/193/935/GCF_004193935.1_ASM419393v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_004193935.1/GCF_004193935.1_ASM419393v1_genomic.fna.gz
GCF_005160445.1	PRJNA224116	SAMN10793328			na		1314	1314	Streptococcus pyogenes	strain=emm57		latest	Complete Genome	Major	Full	2019/05/06	ASM516044v1	University of Melbourne	GCA_005160445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/445/GCF_005160445.1_ASM516044v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160445.1/GCF_005160445.1_ASM516044v1_genomic.fna.gz
GCF_005160565.1	PRJNA224116	SAMN10793327			na		1314	1314	Streptococcus pyogenes	strain=emm74		latest	Complete Genome	Major	Full	2019/05/06	ASM516056v1	University of Melbourne	GCA_005160565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/565/GCF_005160565.1_ASM516056v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160565.1/GCF_005160565.1_ASM516056v1_genomic.fna.gz
GCF_005160785.1	PRJNA224116	SAMN10793326			na		1314	1314	Streptococcus pyogenes	strain=emmSTG866.1		latest	Complete Genome	Major	Full	2019/05/06	ASM516078v1	University of Melbourne	GCA_005160785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/785/GCF_005160785.1_ASM516078v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160785.1/GCF_005160785.1_ASM516078v1_genomic.fna.gz
GCF_005160925.1	PRJNA224116	SAMN10793324			na		1314	1314	Streptococcus pyogenes	strain=emm55		latest	Complete Genome	Major	Full	2019/05/06	ASM516092v1	University of Melbourne	GCA_005160925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/160/925/GCF_005160925.1_ASM516092v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005160925.1/GCF_005160925.1_ASM516092v1_genomic.fna.gz
GCF_005161125.1	PRJNA224116	SAMN10793323			na		1314	1314	Streptococcus pyogenes	strain=emm105		latest	Complete Genome	Major	Full	2019/05/06	ASM516112v1	University of Melbourne	GCA_005161125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/125/GCF_005161125.1_ASM516112v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161125.1/GCF_005161125.1_ASM516112v1_genomic.fna.gz
GCF_005161325.1	PRJNA224116	SAMN10793319			na		1314	1314	Streptococcus pyogenes	strain=emm64.3		latest	Complete Genome	Major	Full	2019/05/06	ASM516132v1	University of Melbourne	GCA_005161325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/325/GCF_005161325.1_ASM516132v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161325.1/GCF_005161325.1_ASM516132v1_genomic.fna.gz
GCF_005161465.1	PRJNA224116	SAMN10793317			na		1314	1314	Streptococcus pyogenes	strain=emm78.3		latest	Complete Genome	Major	Full	2019/05/06	ASM516146v1	University of Melbourne	GCA_005161465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/465/GCF_005161465.1_ASM516146v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161465.1/GCF_005161465.1_ASM516146v1_genomic.fna.gz
GCF_005161605.1	PRJNA224116	SAMN10793316			na		1314	1314	Streptococcus pyogenes	strain=emm22.8		latest	Complete Genome	Major	Full	2019/05/06	ASM516160v1	University of Melbourne	GCA_005161605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/605/GCF_005161605.1_ASM516160v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161605.1/GCF_005161605.1_ASM516160v1_genomic.fna.gz
GCF_005161825.1	PRJNA224116	SAMN10793314			na		1314	1314	Streptococcus pyogenes	strain=emm124		latest	Complete Genome	Major	Full	2019/05/06	ASM516182v1	University of Melbourne	GCA_005161825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/825/GCF_005161825.1_ASM516182v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161825.1/GCF_005161825.1_ASM516182v1_genomic.fna.gz
GCF_005161985.1	PRJNA224116	SAMN10793311			na		1314	1314	Streptococcus pyogenes	strain=emm58		latest	Complete Genome	Major	Full	2019/05/06	ASM516198v1	University of Melbourne	GCA_005161985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/161/985/GCF_005161985.1_ASM516198v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005161985.1/GCF_005161985.1_ASM516198v1_genomic.fna.gz
GCF_005162245.1	PRJNA224116	SAMN10793307			na		1314	1314	Streptococcus pyogenes	strain=emm97.1		latest	Complete Genome	Major	Full	2019/05/06	ASM516224v1	University of Melbourne	GCA_005162245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/245/GCF_005162245.1_ASM516224v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162245.1/GCF_005162245.1_ASM516224v1_genomic.fna.gz
GCF_005162405.1	PRJNA224116	SAMN10793305			na		1314	1314	Streptococcus pyogenes	strain=emm56		latest	Complete Genome	Major	Full	2019/05/06	ASM516240v1	University of Melbourne	GCA_005162405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/405/GCF_005162405.1_ASM516240v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162405.1/GCF_005162405.1_ASM516240v1_genomic.fna.gz
GCF_005162565.1	PRJNA224116	SAMN10793306			na		1314	1314	Streptococcus pyogenes	strain=emm70		latest	Complete Genome	Major	Full	2019/05/06	ASM516256v1	University of Melbourne	GCA_005162565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/565/GCF_005162565.1_ASM516256v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162565.1/GCF_005162565.1_ASM516256v1_genomic.fna.gz
GCF_005162725.1	PRJNA224116	SAMN10793304			na		1314	1314	Streptococcus pyogenes	strain=emm93.4		latest	Complete Genome	Major	Full	2019/05/06	ASM516272v1	University of Melbourne	GCA_005162725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/725/GCF_005162725.1_ASM516272v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162725.1/GCF_005162725.1_ASM516272v1_genomic.fna.gz
GCF_005162865.1	PRJNA224116	SAMN10793303			na		1314	1314	Streptococcus pyogenes	strain=emm230		latest	Complete Genome	Major	Full	2019/05/06	ASM516286v1	University of Melbourne	GCA_005162865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/162/865/GCF_005162865.1_ASM516286v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005162865.1/GCF_005162865.1_ASM516286v1_genomic.fna.gz
GCF_005163085.1	PRJNA224116	SAMN10793302			na		1314	1314	Streptococcus pyogenes	strain=emm123		latest	Complete Genome	Major	Full	2019/05/06	ASM516308v1	University of Melbourne	GCA_005163085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/085/GCF_005163085.1_ASM516308v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163085.1/GCF_005163085.1_ASM516308v1_genomic.fna.gz
GCF_005163245.1	PRJNA224116	SAMN10793300			na		1314	1314	Streptococcus pyogenes	strain=emm54		latest	Complete Genome	Major	Full	2019/05/06	ASM516324v1	University of Melbourne	GCA_005163245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/245/GCF_005163245.1_ASM516324v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163245.1/GCF_005163245.1_ASM516324v1_genomic.fna.gz
GCF_005163385.1	PRJNA224116	SAMN10793325			na		1314	1314	Streptococcus pyogenes	strain=emmNA		latest	Complete Genome	Major	Full	2019/05/06	ASM516338v1	University of Melbourne	GCA_005163385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/385/GCF_005163385.1_ASM516338v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163385.1/GCF_005163385.1_ASM516338v1_genomic.fna.gz
GCF_005163565.1	PRJNA224116	SAMN10793322			na		1314	1314	Streptococcus pyogenes	strain=emm11		latest	Complete Genome	Major	Full	2019/05/06	ASM516356v1	University of Melbourne	GCA_005163565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/565/GCF_005163565.1_ASM516356v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163565.1/GCF_005163565.1_ASM516356v1_genomic.fna.gz
GCF_005163705.1	PRJNA224116	SAMN10793321			na		1314	1314	Streptococcus pyogenes	strain=emm65		latest	Complete Genome	Major	Full	2019/05/06	ASM516370v1	University of Melbourne	GCA_005163705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/705/GCF_005163705.1_ASM516370v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163705.1/GCF_005163705.1_ASM516370v1_genomic.fna.gz
GCF_005163865.1	PRJNA224116	SAMN10793320			na		1314	1314	Streptococcus pyogenes	strain=emm75.1		latest	Complete Genome	Major	Full	2019/05/06	ASM516386v1	University of Melbourne	GCA_005163865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/163/865/GCF_005163865.1_ASM516386v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005163865.1/GCF_005163865.1_ASM516386v1_genomic.fna.gz
GCF_005164025.1	PRJNA224116	SAMN10793318			na		1314	1314	Streptococcus pyogenes	strain=emm89.14		latest	Complete Genome	Major	Full	2019/05/06	ASM516402v1	University of Melbourne	GCA_005164025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/025/GCF_005164025.1_ASM516402v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164025.1/GCF_005164025.1_ASM516402v1_genomic.fna.gz
GCF_005164305.1	PRJNA224116	SAMN10793315			na		1314	1314	Streptococcus pyogenes	strain=emm77		latest	Complete Genome	Major	Full	2019/05/06	ASM516430v1	University of Melbourne	GCA_005164305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/305/GCF_005164305.1_ASM516430v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164305.1/GCF_005164305.1_ASM516430v1_genomic.fna.gz
GCF_005164585.1	PRJNA224116	SAMN10793313			na		1314	1314	Streptococcus pyogenes	strain=emm1		latest	Complete Genome	Major	Full	2019/05/06	ASM516458v1	University of Melbourne	GCA_005164585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/585/GCF_005164585.1_ASM516458v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164585.1/GCF_005164585.1_ASM516458v1_genomic.fna.gz
GCF_005164705.1	PRJNA224116	SAMN10793312			na		1314	1314	Streptococcus pyogenes	strain=emm25		latest	Complete Genome	Major	Full	2019/05/06	ASM516470v1	University of Melbourne	GCA_005164705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/705/GCF_005164705.1_ASM516470v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164705.1/GCF_005164705.1_ASM516470v1_genomic.fna.gz
GCF_005164885.1	PRJNA224116	SAMN10793310			na		1314	1314	Streptococcus pyogenes	strain=emm90.5		latest	Complete Genome	Major	Full	2019/05/06	ASM516488v1	University of Melbourne	GCA_005164885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/164/885/GCF_005164885.1_ASM516488v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005164885.1/GCF_005164885.1_ASM516488v1_genomic.fna.gz
GCF_005165045.1	PRJNA224116	SAMN10793309			na		1314	1314	Streptococcus pyogenes	strain=emm92		latest	Complete Genome	Major	Full	2019/05/06	ASM516504v1	University of Melbourne	GCA_005165045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/045/GCF_005165045.1_ASM516504v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165045.1/GCF_005165045.1_ASM516504v1_genomic.fna.gz
GCF_005165265.1	PRJNA224116	SAMN10793301			na		1314	1314	Streptococcus pyogenes	strain=emm100		latest	Complete Genome	Major	Full	2019/05/06	ASM516526v1	University of Melbourne	GCA_005165265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/265/GCF_005165265.1_ASM516526v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165265.1/GCF_005165265.1_ASM516526v1_genomic.fna.gz
GCF_005165385.1	PRJNA224116	SAMN10793299			na		1314	1314	Streptococcus pyogenes	strain=emm197		latest	Complete Genome	Major	Full	2019/05/06	ASM516538v1	University of Melbourne	GCA_005165385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/165/385/GCF_005165385.1_ASM516538v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005165385.1/GCF_005165385.1_ASM516538v1_genomic.fna.gz
GCF_005222545.1	PRJNA224116	SAMN10793308			na		1314	1314	Streptococcus pyogenes	strain=emm68.2		latest	Complete Genome	Major	Full	2019/05/06	ASM522254v1	University of Melbourne	GCA_005222545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/222/545/GCF_005222545.1_ASM522254v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_005222545.1/GCF_005222545.1_ASM522254v1_genomic.fna.gz
GCF_006364235.1	PRJNA224116	SAMN11056489			na	assembly from type material	1314	1314	Streptococcus pyogenes	strain=FDAARGOS_774		latest	Complete Genome	Major	Full	2019/06/19	ASM636423v1	US Food and Drug Administration	GCA_006364235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/364/235/GCF_006364235.1_ASM636423v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_006364235.1/GCF_006364235.1_ASM636423v1_genomic.fna.gz
GCF_006740645.1	PRJNA224116	SAMD00034931			na		1314	1314	Streptococcus pyogenes	strain=10-85		latest	Complete Genome	Major	Full	2019/06/12	ASM674064v2	Nagoya City University	GCA_006740645.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/740/645/GCF_006740645.1_ASM674064v2	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_006740645.1/GCF_006740645.1_ASM674064v2_genomic.fna.gz
GCF_008694005.1	PRJNA224116	SAMN11056383			na		1314	1314	Streptococcus pyogenes	strain=FDAARGOS_668		latest	Complete Genome	Major	Full	2019/09/25	ASM869400v1	US Food and Drug Administration	GCA_008694005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/694/005/GCF_008694005.1_ASM869400v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_008694005.1/GCF_008694005.1_ASM869400v1_genomic.fna.gz
GCF_009664495.1	PRJNA224116	SAMN13191653			na		1314	1314	Streptococcus pyogenes	strain=AUSMDU00010539		latest	Complete Genome	Major	Full	2019/11/17	ASM966449v1	Microbiological Diagnostic Unit	GCA_009664495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/664/495/GCF_009664495.1_ASM966449v1	./Streptococcus_pyogenes/1-prepare_module/refseq/bacteria/GCF_009664495.1/GCF_009664495.1_ASM966449v1_genomic.fna.gz
