to_annotate	gsize	nb_conts	L90
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000007425.1_ASM742v1_genomic.fna_prepare-split125N.fna	1900521	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011665.1_ASM1166v1_genomic.fna_prepare-split125N.fna	1899877	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000011765.3_ASM1176v2_genomic.fna_prepare-split125N.fna	1838562	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000012165.2_ASM1216v2_genomic.fna_prepare-split125N.fna	1897578	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013485.1_ASM1348v1_genomic.fna_prepare-split125N.fna	1836467	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013505.1_ASM1350v1_genomic.fna_prepare-split125N.fna	1928252	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000013545.1_ASM1354v1_genomic.fna_prepare-split125N.fna	1937111	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000230295.1_ASM23029v1_genomic.fna_prepare-split125N.fna	1827308	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000018125.1_ASM1812v1_genomic.fna_prepare-split125N.fna	1815785	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000250905.1_ASM25090v1_genomic.fna_prepare-split125N.fna	1750832	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000250925.1_ASM25092v1_genomic.fna_prepare-split125N.fna	1781029	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000275625.1_ASM27562v1_genomic.fna_prepare-split125N.fna	1908100	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_001014285.1_ASM101428v1_genomic.fna_prepare-split125N.fna	1811968	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_001547715.1_ASM154771v1_genomic.fna_prepare-split125N.fna	1811124	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000349925.2_ASM34992v2_genomic.fna_prepare-split125N.fna	1831128	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000307535.1_ASM30753v1_genomic.fna_prepare-split125N.fna	1837281	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000422045.1_ASM42204v1_genomic.fna_prepare-split125N.fna	1818351	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_000732425.1_ASM73242v1_genomic.fna_prepare-split125N.fna	1892124	1	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_003812725.1_ASM381272v1_genomic.fna_prepare-split125N.fna	1902112	2	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_004124015.1_ASM412401v1_genomic.fna_prepare-split125N.fna	1833100	2	1
Streptococcus_pyogenes/1-prepare_module/tmp_files/GCF_008694005.1_ASM869400v1_genomic.fna_prepare-split125N.fna	1841346	4	1
