orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e7ad1d51_21_03474,100% IS600_aa1,IS3 ssgr IS3,3448806,3449108,303,100,+
Gen_e7ad1d51_21_03475,100% IS600_aa3,IS3 ssgr IS3,3449144,3449419,276,91,+
Gen_e7ad1d51_21_03476,99.04% IS911_aa2,IS3 ssgr IS3,3450007,3449354,654,217,-
Gen_e7ad1d51_21_03477,99% IS911_aa1,IS3 ssgr IS3,3450522,3450220,303,100,-
Gen_e7ad1d51_21_03478,98.55% IS600_aa3,IS3 ssgr IS3,3450582,3451214,633,210,+
Gen_e7ad1d51_21_03485,100% IS2_aa2,IS3 ssgr IS2,3458711,3457806,906,301,-
Gen_e7ad1d51_21_03486,100% ISEc27_aa1,IS3 ssgr IS2,3459034,3458669,366,121,-
Gen_e7ad1d51_21_03530,100% ISEc27_aa1,IS3 ssgr IS2,3510075,3510440,366,121,+
Gen_e7ad1d51_21_03531,96.26% IS2_aa2,IS3 ssgr IS2,3510398,3510757,360,119,+
Gen_e7ad1d51_21_03532,99.62% IS21_aa2,IS21,3511564,3510767,798,265,-
Gen_e7ad1d51_21_03533,99.23% IS21_aa1,IS21,3512736,3511564,1173,390,-
Gen_e7ad1d51_21_03534,97.12% IS2_aa2,IS3 ssgr IS2,3512802,3513437,636,211,+
Gen_e7ad1d51_21_03603,97.09% ISSd1_aa2,IS3 ssgr IS3,3588611,3586803,1809,602,-
Gen_e7ad1d51_21_03604,100% ISSfl10_aa1,IS3 ssgr IS3,3588949,3588647,303,100,-
Gen_e7ad1d51_21_03610,100% ISSso6_aa1,IS110 ssgr IS1111,3593546,3594673,1128,375,+
Gen_e7ad1d51_21_03753,100% IS630_aa1,IS630,3738539,3737508,1032,343,-
Gen_e7ad1d51_21_03755,99% IS911_aa1,IS3 ssgr IS3,3739722,3740024,303,100,+
Gen_e7ad1d51_21_03756,99.52% IS911_aa2,IS3 ssgr IS3,3740237,3740890,654,217,+
Gen_e7ad1d51_21_03765,100% ISEc27_aa1,IS3 ssgr IS2,3749421,3749786,366,121,+
Gen_e7ad1d51_21_03766,100% IS2_aa2,IS3 ssgr IS2,3749744,3750649,906,301,+
Gen_e7ad1d51_21_03774,100% IS2_aa2,IS3 ssgr IS2,3757264,3756359,906,301,-
Gen_e7ad1d51_21_03775,100% ISEc27_aa1,IS3 ssgr IS2,3757500,3757222,279,92,-
Gen_e7ad1d51_21_03811,98.33% IS2_aa2,IS3 ssgr IS2,3785826,3784921,906,301,-
Gen_e7ad1d51_21_03812,100% ISEc27_aa1,IS3 ssgr IS2,3786149,3785784,366,121,-
Gen_e7ad1d51_21_03814,98.94% IS609_aa1,IS200/IS605,3787899,3787612,288,95,-
Gen_e7ad1d51_21_03815,97.12% IS609_aa2,IS200/IS605,3787967,3789115,1149,382,+
Gen_e7ad1d51_21_03824,100% IS600_aa1,IS3 ssgr IS3,3794946,3795248,303,100,+
Gen_e7ad1d51_21_03825,99.63% IS600_aa3,IS3 ssgr IS3,3795284,3796102,819,272,+
Gen_e7ad1d51_21_03866,96.81% IS4_aa1,IS4 ssgr IS4,3834825,3835340,516,171,+
Gen_e7ad1d51_21_03867,99.27% IS4_aa1,IS4 ssgr IS4,3835319,3836152,834,277,+
Gen_e7ad1d51_21_03881,100% IS600_aa1,IS3 ssgr IS3,3850141,3850443,303,100,+
Gen_e7ad1d51_21_03882,99.63% IS600_aa3,IS3 ssgr IS3,3850479,3851297,819,272,+
Gen_e7ad1d51_21_03884,59.44% ISMex38_aa1,Tn3,3852494,3853045,552,183,+
Gen_e7ad1d51_21_03896,100% IS630_aa1,IS630,3861128,3860097,1032,343,-
Gen_e7ad1d51_21_03898,100% ISSfl10_aa1,IS3 ssgr IS3,3861703,3862005,303,100,+
Gen_e7ad1d51_21_03899,99.63% IS600_aa3,IS3 ssgr IS3,3862041,3862859,819,272,+
Gen_e7ad1d51_21_03902,100% IS2_aa2,IS3 ssgr IS2,3864787,3863882,906,301,-
Gen_e7ad1d51_21_03903,100% ISEc27_aa1,IS3 ssgr IS2,3865110,3864745,366,121,-
Gen_e7ad1d51_21_03915,100% IS600_aa1,IS3 ssgr IS3,3873020,3873322,303,100,+
Gen_e7ad1d51_21_03916,99.63% IS600_aa3,IS3 ssgr IS3,3873358,3874176,819,272,+
Gen_e7ad1d51_21_03930,99.26% ISSd1_aa2,IS3 ssgr IS3,3881446,3880628,819,272,-
Gen_e7ad1d51_21_03931,100% ISSfl10_aa1,IS3 ssgr IS3,3881784,3881482,303,100,-
Gen_e7ad1d51_21_03935,99.63% IS600_aa3,IS3 ssgr IS3,3886173,3885355,819,272,-
Gen_e7ad1d51_21_03936,100% ISSfl10_aa1,IS3 ssgr IS3,3886511,3886209,303,100,-
Gen_e7ad1d51_21_04042,99.63% IS600_aa3,IS3 ssgr IS3,3980994,3980176,819,272,-
Gen_e7ad1d51_21_04043,100% IS600_aa1,IS3 ssgr IS3,3981332,3981030,303,100,-
Gen_e7ad1d51_21_04055,99.63% IS600_aa3,IS3 ssgr IS3,3994073,3993255,819,272,-
Gen_e7ad1d51_21_04056,100% IS600_aa1,IS3 ssgr IS3,3994411,3994109,303,100,-
Gen_e7ad1d51_21_04072,99.63% IS600_aa3,IS3 ssgr IS3,4002218,4001400,819,272,-
Gen_e7ad1d51_21_04073,100% ISSfl10_aa1,IS3 ssgr IS3,4002556,4002254,303,100,-
Gen_e7ad1d51_21_04074,100% IS600_aa1,IS3 ssgr IS3,4003035,4002733,303,100,-
Gen_e7ad1d51_21_04083,100% IS21_aa1,IS21,4010447,4010776,330,109,+
Gen_e7ad1d51_21_04084,99.63% IS600_aa3,IS3 ssgr IS3,4011635,4010817,819,272,-
Gen_e7ad1d51_21_04085,100% ISSfl10_aa1,IS3 ssgr IS3,4011973,4011671,303,100,-
Gen_e7ad1d51_21_04086,98.53% IS21_aa1,IS21,4012095,4012811,717,238,+
Gen_e7ad1d51_21_04087,99.63% IS600_aa3,IS3 ssgr IS3,4013026,4013844,819,272,+
Gen_e7ad1d51_21_04102,100% IS2_aa2,IS3 ssgr IS2,4031652,4030747,906,301,-
Gen_e7ad1d51_21_04103,100% ISEc27_aa1,IS3 ssgr IS2,4031975,4031610,366,121,-
Gen_e7ad1d51_21_04105,100% IS600_aa1,IS3 ssgr IS3,4032691,4032993,303,100,+
Gen_e7ad1d51_21_04106,99.63% IS600_aa3,IS3 ssgr IS3,4033029,4033847,819,272,+
Gen_e7ad1d51_21_04113,100% ISSfl10_aa1,IS3 ssgr IS3,4043610,4043912,303,100,+
Gen_e7ad1d51_21_04114,99.63% ISSd1_aa2,IS3 ssgr IS3,4044828,4044010,819,272,-
Gen_e7ad1d51_21_04116,100% ISSfl10_aa1,IS3 ssgr IS3,4045943,4045641,303,100,-
Gen_e7ad1d51_21_04117,96.79% IS600_aa3,IS3 ssgr IS3,4045959,4046810,852,283,+
Gen_e7ad1d51_21_04134,96.85% IS609_aa2,IS200/IS605,4061159,4062307,1149,382,+
Gen_e7ad1d51_21_04136,100% ISSfl10_aa1,IS3 ssgr IS3,4062661,4062963,303,100,+
Gen_e7ad1d51_21_04138,99.26% IS600_aa3,IS3 ssgr IS3,4063776,4064594,819,272,+
Gen_e7ad1d51_21_04143,99.63% IS600_aa3,IS3 ssgr IS3,4069456,4068638,819,272,-
Gen_e7ad1d51_21_04144,100% IS600_aa1,IS3 ssgr IS3,4069794,4069492,303,100,-
Gen_e7ad1d51_21_04162,99.63% IS600_aa3,IS3 ssgr IS3,4083873,4083055,819,272,-
Gen_e7ad1d51_21_04163,100% ISSfl10_aa1,IS3 ssgr IS3,4084211,4083909,303,100,-
Gen_e7ad1d51_21_04174,99.68% ISEc1_aa1,ISAs1,4098355,4099350,996,331,+
Gen_e7ad1d51_21_04177,100% ISEc20_aa1,IS110,4104911,4104627,285,94,-
Gen_e7ad1d51_21_04178,100% ISSso4_aa1,IS21,4105107,4105652,546,181,+
Gen_e7ad1d51_21_04179,99.39% ISSso4_aa1,IS21,4105649,4106641,993,330,+
Gen_e7ad1d51_21_04180,100% ISSso4_aa2,IS21,4106658,4107413,756,251,+
Gen_e7ad1d51_21_04183,98.14% ISEc1_aa1,ISAs1,4109428,4110564,1137,378,+
Gen_e7ad1d51_21_04184,100% ISEc1_aa1,ISAs1,4110767,4111117,351,116,+
Gen_e7ad1d51_21_04185,98.77% ISEc1_aa1,ISAs1,4111105,4111839,735,244,+
Gen_e7ad1d51_21_04195,100% ISEc27_aa3,IS3 ssgr IS2,4122878,4123207,330,109,+
Gen_e7ad1d51_21_04196,100% IS2_aa2,IS3 ssgr IS2,4123185,4124105,921,306,+
Gen_e7ad1d51_21_04199,100% IS630_aa1,IS630,4126437,4125406,1032,343,-
Gen_e7ad1d51_21_04226,99.54% IS4_aa1,IS4 ssgr IS4,4161250,4162578,1329,442,+
Gen_e7ad1d51_21_04234,99.62% IS21_aa2,IS21,4174086,4173289,798,265,-
Gen_e7ad1d51_21_04235,98.85% IS21_aa1,IS21,4174877,4174086,792,263,-
Gen_e7ad1d51_21_04237,99.31% ISSd1_aa3,IS3 ssgr IS3,4175590,4175150,441,146,-
Gen_e7ad1d51_21_04238,100% IS2_aa2,IS3 ssgr IS2,4175618,4176238,621,206,+
Gen_e7ad1d51_21_04242,100% IS630_aa1,IS630,4179713,4178682,1032,343,-
Gen_e7ad1d51_21_04278,50.34% ISCsa9_aa2,IS21,4213263,4212517,747,248,-
Gen_e7ad1d51_21_04297,100% ISEc27_aa1,IS3 ssgr IS2,4227412,4227777,366,121,+
Gen_e7ad1d51_21_04298,98.97% IS2_aa2,IS3 ssgr IS2,4227735,4228037,303,100,+
Gen_e7ad1d51_21_04299,98.56% IS21_aa1,IS21,4228124,4228753,630,209,+
Gen_e7ad1d51_21_04300,100% ISSfl10_aa1,IS3 ssgr IS3,4228815,4229117,303,100,+
Gen_e7ad1d51_21_04301,99.63% IS600_aa3,IS3 ssgr IS3,4229153,4229971,819,272,+
Gen_e7ad1d51_21_04302,99.37% IS21_aa1,IS21,4230084,4230563,480,159,+
Gen_e7ad1d51_21_04304,99.55% IS21_aa2,IS21,4230679,4231359,681,226,+
Gen_e7ad1d51_21_04305,100% IS2_aa2,IS3 ssgr IS2,4231421,4232041,621,206,+
Gen_e7ad1d51_21_04330,99.63% IS600_aa3,IS3 ssgr IS3,4259671,4258853,819,272,-
Gen_e7ad1d51_21_04331,100% IS600_aa1,IS3 ssgr IS3,4260009,4259707,303,100,-
Gen_e7ad1d51_21_04350,100% IS4_aa1,IS4 ssgr IS4,4277767,4278582,816,271,+
Gen_e7ad1d51_21_04351,98.83% IS4_aa1,IS4 ssgr IS4,4278579,4279094,516,171,+
Gen_e7ad1d51_21_04426,100% IS630_aa1,IS630,4351508,4350477,1032,343,-
Gen_e7ad1d51_21_04501,99.54% IS4_aa1,IS4 ssgr IS4,4417338,4418666,1329,442,+
Gen_e7ad1d51_21_04563,99.26% IS600_aa3,IS3 ssgr IS3,4480498,4479680,819,272,-
Gen_e7ad1d51_21_04564,100% ISSfl10_aa1,IS3 ssgr IS3,4480836,4480534,303,100,-
Gen_e7ad1d51_21_04568,100% ISSfl10_aa1,IS3 ssgr IS3,4482789,4483091,303,100,+
Gen_e7ad1d51_21_04569,99.63% ISSd1_aa2,IS3 ssgr IS3,4483127,4483945,819,272,+
Gen_e7ad1d51_21_04571,99.63% IS600_aa3,IS3 ssgr IS3,4486796,4485978,819,272,-
Gen_e7ad1d51_21_04572,100% ISSfl10_aa1,IS3 ssgr IS3,4487134,4486832,303,100,-
Gen_e7ad1d51_21_04575,100% ISEc27_aa1,IS3 ssgr IS2,4488117,4488482,366,121,+
Gen_e7ad1d51_21_04576,100% IS2_aa2,IS3 ssgr IS2,4488440,4489345,906,301,+
Gen_e7ad1d51_21_04577,100% IS1R_aa3,IS1,4489356,4489601,246,81,+
Gen_e7ad1d51_21_04623,99.37% IS600_aa3,IS3 ssgr IS3,4532194,4531715,480,159,-
Gen_e7ad1d51_21_04625,100% IS600_aa1,IS3 ssgr IS3,4533647,4533345,303,100,-
Gen_e7ad1d51_21_04626,100% IS2_aa2,IS3 ssgr IS2,4534669,4533764,906,301,-
Gen_e7ad1d51_21_04627,99.23% IS21_aa1,IS21,4534918,4536090,1173,390,+
Gen_e7ad1d51_21_04628,100% IS21_aa2,IS21,4536090,4536887,798,265,+
Gen_e7ad1d51_21_04636,99.63% IS600_aa3,IS3 ssgr IS3,4541555,4540737,819,272,-
Gen_e7ad1d51_21_04637,100% IS600_aa1,IS3 ssgr IS3,4541893,4541591,303,100,-
Gen_e7ad1d51_21_04647,59.77% ISAli20_aa1,Tn3,4547632,4547081,552,183,-
Gen_e7ad1d51_21_04653,99.63% ISSd1_aa2,IS3 ssgr IS3,4554123,4553305,819,272,-
Gen_e7ad1d51_21_04654,100% ISSfl10_aa1,IS3 ssgr IS3,4554461,4554159,303,100,-
Gen_e7ad1d51_21_04663,100% ISSso1_aa1,IS110 ssgr IS1111,4562112,4562696,585,194,+
Gen_e7ad1d51_21_04678,100% ISSfl10_aa1,IS3 ssgr IS3,4576488,4576790,303,100,+
Gen_e7ad1d51_21_04679,99.63% IS600_aa3,IS3 ssgr IS3,4576826,4577644,819,272,+
Gen_e7ad1d51_21_04704,100% IS630_aa1,IS630,4598344,4599375,1032,343,+
Gen_e7ad1d51_21_04712,100% ISSfl10_aa1,IS3 ssgr IS3,4604715,4605017,303,100,+
Gen_e7ad1d51_21_04713,99.63% IS600_aa3,IS3 ssgr IS3,4605053,4605871,819,272,+
Gen_e7ad1d51_21_04715,99.63% IS600_aa3,IS3 ssgr IS3,4607424,4606606,819,272,-
Gen_e7ad1d51_21_04716,100% IS600_aa1,IS3 ssgr IS3,4607762,4607460,303,100,-
Gen_e7ad1d51_21_04729,98.99% ISEc20_aa1,IS110,4621322,4622518,1197,398,+
Gen_e7ad1d51_21_04745,99.01% IS2_aa2,IS3 ssgr IS2,4634280,4633360,921,306,-
Gen_e7ad1d51_21_04746,100% ISEc27_aa3,IS3 ssgr IS2,4634587,4634258,330,109,-
Gen_e7ad1d51_21_04836,99.37% IS600_aa3,IS3 ssgr IS3,4720552,4720073,480,159,-
Gen_e7ad1d51_21_04837,100% ISEc27_aa1,IS3 ssgr IS2,4720796,4721161,366,121,+
Gen_e7ad1d51_21_04838,100% IS2_aa2,IS3 ssgr IS2,4721119,4722024,906,301,+
Gen_e7ad1d51_21_04839,99.21% ISSso4_aa1,IS21,4722912,4724447,1536,511,+
Gen_e7ad1d51_21_04840,100% ISSso4_aa2,IS21,4724464,4725219,756,251,+
Gen_e7ad1d51_21_04841,98.99% ISEc20_aa1,IS110,4725577,4726773,1197,398,+
Gen_e7ad1d51_21_04842,64.70% ISSba14_aa1,Tn3,4727070,4727645,576,191,+
Gen_e7ad1d51_21_04846,98.91% IS4_aa1,IS4 ssgr IS4,4730593,4729760,834,277,-
Gen_e7ad1d51_21_04847,100% IS4_aa1,IS4 ssgr IS4,4730931,4730572,360,119,-
Gen_e7ad1d51_21_04856,100% IS21_aa2,IS21,4740550,4739870,681,226,-
Gen_e7ad1d51_21_04858,99.23% IS21_aa1,IS21,4741838,4740666,1173,390,-
Gen_e7ad1d51_21_04891,64.13% ISSba14_aa1,Tn3,4773092,4772523,570,189,-
Gen_e7ad1d51_21_04904,99.60% ISSso4_aa1,IS21,4782182,4783717,1536,511,+
Gen_e7ad1d51_21_04905,100% ISSso4_aa2,IS21,4783734,4784489,756,251,+
Gen_e7ad1d51_21_04907,100% IS2_aa2,IS3 ssgr IS2,4786774,4785869,906,301,-
Gen_e7ad1d51_21_04908,100% ISEc27_aa1,IS3 ssgr IS2,4787097,4786732,366,121,-
Gen_e7ad1d51_21_04914,99.70% IS630_aa1,IS630,4792307,4791276,1032,343,-
