orf_name,sim_pp1,family,orf_L,orf_R,orf_bp,aas,ori
Gen_e42edad5_17_01909,99.17% IS2_aa1,IS3 ssgr IS2,1752995,1752630,366,121,-
Gen_e42edad5_17_01913,99.40% IS1X2_aa2,IS1,1754688,1755191,504,167,+
Gen_e42edad5_17_01915,98.89% IS600_aa3,IS3 ssgr IS3,1756732,1755914,819,272,-
Gen_e42edad5_17_01916,100% ISSd1_aa1,IS3 ssgr IS3,1757070,1756768,303,100,-
Gen_e42edad5_17_01924,100% IS1X2_aa2,IS1,1764917,1765420,504,167,+
Gen_e42edad5_17_01926,100% IS1X2_aa2,IS1,1766331,1765828,504,167,-
Gen_e42edad5_17_01952,99.40% IS1X2_aa2,IS1,1790332,1790835,504,167,+
Gen_e42edad5_17_01969,100% IS1X2_aa2,IS1,1804204,1804707,504,167,+
Gen_e42edad5_17_01984,100% IS1X2_aa2,IS1,1822736,1822233,504,167,-
Gen_e42edad5_17_02000,99.40% IS1X2_aa2,IS1,1837711,1837208,504,167,-
Gen_e42edad5_17_02003,98.33% ISCro3_aa1,IS4,1841956,1842141,186,61,+
Gen_e42edad5_17_02005,94.65% ISCro3_aa1,IS4,1842262,1842852,591,196,+
Gen_e42edad5_17_02044,100% IS1X2_aa2,IS1,1880643,1880140,504,167,-
Gen_e42edad5_17_02048,100% IS600_aa2,IS3 ssgr IS3,1884495,1884271,225,74,-
Gen_e42edad5_17_02049,99.04% IS911_aa2,IS3 ssgr IS3,1885226,1884573,654,217,-
Gen_e42edad5_17_02050,98% IS911_aa1,IS3 ssgr IS3,1885741,1885439,303,100,-
Gen_e42edad5_17_02055,100% IS1X2_aa2,IS1,1891863,1892366,504,167,+
Gen_e42edad5_17_02075,98.80% IS1X2_aa2,IS1,1910012,1909509,504,167,-
Gen_e42edad5_17_02085,100% IS1X2_aa2,IS1,1916840,1916337,504,167,-
Gen_e42edad5_17_02086,100% ISEc27_aa1,IS3 ssgr IS2,1917198,1917563,366,121,+
Gen_e42edad5_17_02087,99.66% IS2_aa2,IS3 ssgr IS2,1917521,1918426,906,301,+
Gen_e42edad5_17_02092,100% IS1X2_aa2,IS1,1920103,1920606,504,167,+
Gen_e42edad5_17_02093,98.64% IS629_aa2,IS3 ssgr IS51,1921964,1921077,888,295,-
Gen_e42edad5_17_02094,97.22% IS1203_aa1,IS3 ssgr IS51,1922290,1921964,327,108,-
Gen_e42edad5_17_02097,100% IS1X2_aa3,IS1,1924281,1924658,378,125,+
Gen_e42edad5_17_02108,100% IS1X2_aa2,IS1,1935833,1936336,504,167,+
Gen_e42edad5_17_02111,94.32% IS682_aa1,IS66,1938916,1939335,420,139,+
Gen_e42edad5_17_02112,99.13% IS682_aa2,IS66,1939332,1939682,351,116,+
Gen_e42edad5_17_02113,87.67% ISEc47_aa3,IS66,1939713,1939949,237,78,+
Gen_e42edad5_17_02114,98.64% IS629_aa2,IS3 ssgr IS51,1940839,1939952,888,295,-
Gen_e42edad5_17_02115,97.22% IS1203_aa1,IS3 ssgr IS51,1941165,1940839,327,108,-
Gen_e42edad5_17_02116,97.87% ISEc43_aa3,IS66,1941344,1942618,1275,424,+
Gen_e42edad5_17_02126,97.22% IS1203_aa1,IS3 ssgr IS51,1947109,1947435,327,108,+
Gen_e42edad5_17_02127,98.64% IS629_aa2,IS3 ssgr IS51,1947435,1948322,888,295,+
Gen_e42edad5_17_02128,98.82% ISEc27_aa1,IS3 ssgr IS2,1948611,1948204,408,135,-
Gen_e42edad5_17_02135,100% IS1X2_aa3,IS1,1951969,1951592,378,125,-
Gen_e42edad5_17_02158,99.40% IS1X2_aa2,IS1,1975341,1974838,504,167,-
Gen_e42edad5_17_02176,99.41% ISSso1_aa1,IS110 ssgr IS1111,1992321,1993340,1020,339,+
Gen_e42edad5_17_02207,97% IS911_aa1,IS3 ssgr IS3,2021117,2021419,303,100,+
Gen_e42edad5_17_02208,99.04% IS911_aa2,IS3 ssgr IS3,2021632,2022285,654,217,+
Gen_e42edad5_17_02214,99.32% IS4_aa1,IS4 ssgr IS4,2027364,2026036,1329,442,-
Gen_e42edad5_17_02221,98.64% IS629_aa2,IS3 ssgr IS51,2036841,2035954,888,295,-
Gen_e42edad5_17_02222,97.22% IS1203_aa1,IS3 ssgr IS51,2037167,2036841,327,108,-
Gen_e42edad5_17_02223,98.23% IS600_aa3,IS3 ssgr IS3,2037249,2037608,360,119,+
Gen_e42edad5_17_02227,100% IS1X2_aa2,IS1,2040257,2040760,504,167,+
Gen_e42edad5_17_02245,98% IS911_aa1,IS3 ssgr IS3,2058724,2059026,303,100,+
Gen_e42edad5_17_02246,98.56% IS911_aa2,IS3 ssgr IS3,2059239,2059892,654,217,+
Gen_e42edad5_17_02251,100% IS1X2_aa2,IS1,2061826,2062329,504,167,+
Gen_e42edad5_17_02298,99.32% IS4_aa1,IS4 ssgr IS4,2109655,2110983,1329,442,+
Gen_e42edad5_17_02310,100% IS1X2_aa2,IS1,2123552,2123049,504,167,-
Gen_e42edad5_17_02328,99.47% IS4_aa1,IS4 ssgr IS4,2141238,2142407,1170,389,+
Gen_e42edad5_17_02330,100% IS1X2_aa2,IS1,2142630,2143133,504,167,+
Gen_e42edad5_17_02348,99.32% IS4_aa1,IS4 ssgr IS4,2164169,2165497,1329,442,+
Gen_e42edad5_17_02356,100% IS1X2_aa2,IS1,2175933,2175430,504,167,-
Gen_e42edad5_17_02361,98.34% IS2_aa1,IS3 ssgr IS2,2179201,2179566,366,121,+
Gen_e42edad5_17_02362,100% IS2_aa2,IS3 ssgr IS2,2179524,2180429,906,301,+
Gen_e42edad5_17_02380,100% IS1X2_aa2,IS1,2200009,2200512,504,167,+
Gen_e42edad5_17_02384,100% IS1X2_aa2,IS1,2204281,2203778,504,167,-
Gen_e42edad5_17_02429,100% IS1X2_aa2,IS1,2244793,2245296,504,167,+
Gen_e42edad5_17_02459,98.56% IS911_aa2,IS3 ssgr IS3,2275127,2275780,654,217,+
Gen_e42edad5_17_02469,100% ISSd1_aa1,IS3 ssgr IS3,2286998,2287300,303,100,+
Gen_e42edad5_17_02470,100% ISEc27_aa1,IS3 ssgr IS2,2287444,2287809,366,121,+
Gen_e42edad5_17_02471,99.66% IS2_aa2,IS3 ssgr IS2,2287767,2288672,906,301,+
Gen_e42edad5_17_02472,97.78% ISSd1_aa3,IS3 ssgr IS3,2288657,2289508,852,283,+
Gen_e42edad5_17_02475,97.72% ISEc43_aa3,IS66,2290537,2290139,399,132,-
Gen_e42edad5_17_02476,95.49% ISEc43_aa3,IS66,2291731,2290685,1047,348,-
Gen_e42edad5_17_02477,99.13% IS682_aa2,IS66,2292112,2291762,351,116,-
Gen_e42edad5_17_02478,94.32% IS682_aa1,IS66,2292528,2292109,420,139,-
Gen_e42edad5_17_02479,99.40% IS1X2_aa2,IS1,2292911,2293414,504,167,+
Gen_e42edad5_17_02481,98.41% IS911_aa1,IS3 ssgr IS3,2293753,2293971,219,72,+
Gen_e42edad5_17_02482,97.22% IS1203_aa1,IS3 ssgr IS51,2293997,2294323,327,108,+
Gen_e42edad5_17_02483,98.64% IS629_aa2,IS3 ssgr IS51,2294323,2295210,888,295,+
Gen_e42edad5_17_02484,98.56% IS911_aa2,IS3 ssgr IS3,2295582,2296235,654,217,+
Gen_e42edad5_17_02485,100% ISSd1_aa1,IS3 ssgr IS3,2296562,2296260,303,100,-
Gen_e42edad5_17_02491,100% IS1X2_aa2,IS1,2304209,2303706,504,167,-
Gen_e42edad5_17_02503,68.12% ISVsa17_aa1,ISNCY ssgr ISPlu15,2317130,2318032,903,300,+
Gen_e42edad5_17_02513,100% IS1X2_aa2,IS1,2325588,2325085,504,167,-
Gen_e42edad5_17_02533,100% IS1X2_aa2,IS1,2343861,2343358,504,167,-
Gen_e42edad5_17_02555,98.64% IS629_aa2,IS3 ssgr IS51,2367814,2366927,888,295,-
Gen_e42edad5_17_02556,97.22% IS1203_aa1,IS3 ssgr IS51,2368140,2367814,327,108,-
Gen_e42edad5_17_02569,55.45% ISPlu15_aa1,ISNCY ssgr ISPlu15,2379939,2379406,534,177,-
Gen_e42edad5_17_02570,100% IS1X2_aa2,IS1,2380225,2380728,504,167,+
Gen_e42edad5_17_02571,78.86% ISVsa17_aa1,ISNCY ssgr ISPlu15,2381073,2380663,411,136,-
Gen_e42edad5_17_02599,98.34% IS2_aa1,IS3 ssgr IS2,2407638,2408003,366,121,+
Gen_e42edad5_17_02600,100% IS2_aa2,IS3 ssgr IS2,2407961,2408866,906,301,+
Gen_e42edad5_17_02613,98.49% ISEc20_aa1,IS110,2422065,2423261,1197,398,+
Gen_e42edad5_17_02615,100% IS2_aa2,IS3 ssgr IS2,2425192,2424287,906,301,-
Gen_e42edad5_17_02616,100% ISEc27_aa1,IS3 ssgr IS2,2425515,2425150,366,121,-
Gen_e42edad5_17_02617,100% IS1X2_aa2,IS1,2425975,2425604,372,123,-
Gen_e42edad5_17_02623,98.18% IS911_aa2,IS3 ssgr IS3,2429827,2429306,522,173,-
Gen_e42edad5_17_02651,89.15% IS4_aa1,IS4 ssgr IS4,2465367,2464837,531,176,-
Gen_e42edad5_17_02652,99.61% IS4_aa1,IS4 ssgr IS4,2466180,2465395,786,261,-
Gen_e42edad5_17_02675,99.10% IS4_aa1,IS4 ssgr IS4,2483902,2482892,1011,336,-
Gen_e42edad5_17_02700,100% IS1X2_aa2,IS1,2504706,2504203,504,167,-
Gen_e42edad5_17_02714,98.11% ISSso6_aa1,IS110 ssgr IS1111,2519270,2518182,1089,362,-
Gen_e42edad5_17_02735,92.90% IS682_aa1,IS66,2540348,2540767,420,139,+
Gen_e42edad5_17_02736,99.13% IS682_aa2,IS66,2540764,2541114,351,116,+
Gen_e42edad5_17_02737,96.46% ISEc43_aa3,IS66,2541145,2542737,1593,530,+
Gen_e42edad5_17_02738,98.73% ISSd1_aa3,IS3 ssgr IS3,2543478,2542741,738,245,-
Gen_e42edad5_17_02739,100% ISSd1_aa1,IS3 ssgr IS3,2543816,2543514,303,100,-
Gen_e42edad5_17_02768,97% IS911_aa1,IS3 ssgr IS3,2569077,2569379,303,100,+
Gen_e42edad5_17_02769,98.56% IS911_aa2,IS3 ssgr IS3,2569592,2570245,654,217,+
Gen_e42edad5_17_02771,98.64% IS629_aa2,IS3 ssgr IS51,2573139,2572252,888,295,-
Gen_e42edad5_17_02772,97.22% IS1203_aa1,IS3 ssgr IS51,2573465,2573139,327,108,-
Gen_e42edad5_17_02774,99.40% IS1X2_aa2,IS1,2574324,2573821,504,167,-
Gen_e42edad5_17_02813,100% ISSd1_aa1,IS3 ssgr IS3,2617011,2617313,303,100,+
Gen_e42edad5_17_02814,99.26% IS600_aa3,IS3 ssgr IS3,2617349,2618167,819,272,+
Gen_e42edad5_17_02822,98.80% IS1X2_aa2,IS1,2625072,2624569,504,167,-
Gen_e42edad5_17_02850,99.26% IS600_aa3,IS3 ssgr IS3,2657563,2656745,819,272,-
Gen_e42edad5_17_02851,100% ISSd1_aa1,IS3 ssgr IS3,2657901,2657599,303,100,-
Gen_e42edad5_17_02856,100% IS2_aa2,IS3 ssgr IS2,2663326,2662421,906,301,-
Gen_e42edad5_17_02857,100% ISEc27_aa1,IS3 ssgr IS2,2663649,2663284,366,121,-
Gen_e42edad5_17_02873,99.48% IS4_aa1,IS4 ssgr IS4,2685277,2686461,1185,394,+
Gen_e42edad5_17_02874,100% ISSd1_aa1,IS3 ssgr IS3,2686513,2686815,303,100,+
Gen_e42edad5_17_02875,99.26% IS600_aa3,IS3 ssgr IS3,2686851,2687669,819,272,+
Gen_e42edad5_17_02883,100% IS1X2_aa2,IS1,2694688,2694185,504,167,-
Gen_e42edad5_17_02887,98.56% IS911_aa2,IS3 ssgr IS3,2700279,2699626,654,217,-
Gen_e42edad5_17_02888,98% IS911_aa1,IS3 ssgr IS3,2700794,2700492,303,100,-
Gen_e42edad5_17_02895,100% IS1X2_aa2,IS1,2705710,2706213,504,167,+
Gen_e42edad5_17_02898,97.22% IS1203_aa1,IS3 ssgr IS51,2709173,2709499,327,108,+
Gen_e42edad5_17_02899,98.64% IS629_aa2,IS3 ssgr IS51,2709499,2710386,888,295,+
Gen_e42edad5_17_02900,96.75% IS4_aa1,IS4 ssgr IS4,2711060,2710389,672,223,-
Gen_e42edad5_17_02901,100% IS4_aa1,IS4 ssgr IS4,2711682,2711110,573,190,-
Gen_e42edad5_17_02924,100% IS1X2_aa2,IS1,2739228,2739731,504,167,+
Gen_e42edad5_17_02942,98.80% IS1X2_aa2,IS1,2754381,2753878,504,167,-
Gen_e42edad5_17_02959,94.32% IS682_aa1,IS66,2774751,2775170,420,139,+
Gen_e42edad5_17_02960,99.13% IS682_aa2,IS66,2775167,2775517,351,116,+
Gen_e42edad5_17_02961,96.46% ISEc43_aa3,IS66,2775548,2777140,1593,530,+
Gen_e42edad5_17_02985,99.40% IS1X2_aa2,IS1,2800280,2799777,504,167,-
Gen_e42edad5_17_03007,100% IS1X2_aa2,IS1,2816179,2815676,504,167,-
Gen_e42edad5_17_03093,98.98% ISSbo1_aa1,IS91,2896180,2897379,1200,399,+
Gen_e42edad5_17_03099,99.40% IS1X2_aa2,IS1,2902184,2902687,504,167,+
Gen_e42edad5_17_03116,99.40% IS1X2_aa2,IS1,2915870,2916373,504,167,+
Gen_e42edad5_17_03129,99.40% IS1X2_aa2,IS1,2927812,2927309,504,167,-
Gen_e42edad5_17_03156,99.40% IS1X2_aa2,IS1,2954392,2953889,504,167,-
Gen_e42edad5_17_03168,99.40% IS1X2_aa2,IS1,2968265,2967762,504,167,-
Gen_e42edad5_17_03176,99.09% IS4_aa1,IS4 ssgr IS4,2978599,2977271,1329,442,-
Gen_e42edad5_17_03188,100% IS1X2_aa2,IS1,2991934,2992437,504,167,+
Gen_e42edad5_17_03209,99.54% IS2_aa2,IS3 ssgr IS2,3013788,3013132,657,218,-
Gen_e42edad5_17_03210,100% ISEc27_aa1,IS3 ssgr IS2,3014360,3013995,366,121,-
Gen_e42edad5_17_03241,99.40% IS1X2_aa2,IS1,3037488,3037991,504,167,+
Gen_e42edad5_17_03247,100% IS1X2_aa2,IS1,3045156,3044653,504,167,-
Gen_e42edad5_17_03263,100% IS1X2_aa2,IS1,3057704,3058207,504,167,+
Gen_e42edad5_17_03282,100% ISSso6_aa1,IS110 ssgr IS1111,3073254,3072127,1128,375,-
Gen_e42edad5_17_03329,98.74% ISEc20_aa1,IS110,3117841,3116645,1197,398,-
Gen_e42edad5_17_03356,53.84% ISMno24_aa2,IS91,3145848,3146744,897,298,+
Gen_e42edad5_17_03363,99.40% IS1X2_aa2,IS1,3155129,3154626,504,167,-
Gen_e42edad5_17_03371,97.22% IS1203_aa1,IS3 ssgr IS51,3163755,3164081,327,108,+
Gen_e42edad5_17_03372,98.64% IS629_aa2,IS3 ssgr IS51,3164081,3164968,888,295,+
Gen_e42edad5_17_03379,100% ISEc27_aa1,IS3 ssgr IS2,3171499,3171864,366,121,+
Gen_e42edad5_17_03380,99.66% IS2_aa2,IS3 ssgr IS2,3171822,3172727,906,301,+
Gen_e42edad5_17_03384,100% IS1X2_aa2,IS1,3175219,3175722,504,167,+
Gen_e42edad5_17_03403,100% IS2_aa2,IS3 ssgr IS2,3199524,3198619,906,301,-
Gen_e42edad5_17_03404,100% ISEc27_aa1,IS3 ssgr IS2,3199847,3199482,366,121,-
Gen_e42edad5_17_03430,51.14% ISSm4_aa2,ISL3,3221284,3220805,480,159,-
Gen_e42edad5_17_03462,99.32% IS4_aa1,IS4 ssgr IS4,3251613,3252941,1329,442,+
Gen_e42edad5_17_03501,97.22% IS1203_aa1,IS3 ssgr IS51,3291871,3292197,327,108,+
Gen_e42edad5_17_03502,98.64% IS629_aa2,IS3 ssgr IS51,3292197,3293084,888,295,+
Gen_e42edad5_17_03504,92.90% IS682_aa1,IS66,3295797,3296216,420,139,+
Gen_e42edad5_17_03505,99.13% IS682_aa2,IS66,3296213,3296563,351,116,+
Gen_e42edad5_17_03506,96.46% ISEc43_aa3,IS66,3296594,3298186,1593,530,+
Gen_e42edad5_17_03508,100% IS1X2_aa3,IS1,3298955,3298578,378,125,-
Gen_e42edad5_17_03509,100% ISEc27_aa1,IS3 ssgr IS2,3299073,3299438,366,121,+
Gen_e42edad5_17_03510,100% IS2_aa2,IS3 ssgr IS2,3299396,3299599,204,67,+
Gen_e42edad5_17_03511,99.54% IS2_aa2,IS3 ssgr IS2,3299645,3300301,657,218,+
Gen_e42edad5_17_03582,99.54% IS2_aa2,IS3 ssgr IS2,3351522,3350866,657,218,-
Gen_e42edad5_17_03583,100% IS2_aa2,IS3 ssgr IS2,3351771,3351568,204,67,-
Gen_e42edad5_17_03584,100% ISEc27_aa1,IS3 ssgr IS2,3352094,3351729,366,121,-
Gen_e42edad5_17_03585,99.23% IS4_aa1,IS4 ssgr IS4,3352272,3353444,1173,390,+
Gen_e42edad5_17_03608,98.74% ISEc20_aa1,IS110,3370232,3371428,1197,398,+
Gen_e42edad5_17_03610,100% ISEc27_aa1,IS3 ssgr IS2,3371722,3372087,366,121,+
Gen_e42edad5_17_03611,99.00% IS2_aa2,IS3 ssgr IS2,3372045,3372950,906,301,+
Gen_e42edad5_17_03624,100% IS1X2_aa2,IS1,3386805,3387245,441,146,+
Gen_e42edad5_17_03625,93.61% IS682_aa1,IS66,3387317,3387736,420,139,+
Gen_e42edad5_17_03626,99.13% IS682_aa2,IS66,3387733,3388083,351,116,+
Gen_e42edad5_17_03627,96.46% ISEc43_aa3,IS66,3388114,3389706,1593,530,+
Gen_e42edad5_17_03666,99.40% IS1X2_aa2,IS1,3430525,3431028,504,167,+
Gen_e42edad5_17_03670,66.25% ISVsa17_aa1,ISNCY ssgr ISPlu15,3434375,3435253,879,292,+
Gen_e42edad5_17_03685,99.40% IS1X2_aa2,IS1,3455631,3455128,504,167,-
Gen_e42edad5_17_03692,100% IS1X2_aa2,IS1,3458868,3459371,504,167,+
Gen_e42edad5_17_03694,98.64% IS629_aa2,IS3 ssgr IS51,3461113,3460226,888,295,-
Gen_e42edad5_17_03695,97.22% IS1203_aa1,IS3 ssgr IS51,3461439,3461113,327,108,-
Gen_e42edad5_17_03696,99.27% IS4_aa1,IS4 ssgr IS4,3462321,3461491,831,276,-
Gen_e42edad5_17_03697,94.50% IS4_aa1,IS4 ssgr IS4,3462640,3462335,306,101,-
Gen_e42edad5_17_03712,100% ISSso1_aa1,IS110 ssgr IS1111,3481789,3482808,1020,339,+
Gen_e42edad5_17_03713,98.80% IS1X2_aa2,IS1,3483333,3482830,504,167,-
Gen_e42edad5_17_03714,100% IS2_aa2,IS3 ssgr IS2,3484623,3483718,906,301,-
Gen_e42edad5_17_03715,100% ISEc27_aa1,IS3 ssgr IS2,3484946,3484581,366,121,-
Gen_e42edad5_17_03727,99.32% IS1X2_aa3,IS1,3497380,3496868,513,170,-
Gen_e42edad5_17_03759,100% IS1X2_aa2,IS1,3525997,3525494,504,167,-
Gen_e42edad5_17_03764,100% IS1X2_aa2,IS1,3529730,3530233,504,167,+
Gen_e42edad5_17_03781,98.08% IS911_aa2,IS3 ssgr IS3,3547535,3546882,654,217,-
Gen_e42edad5_17_03782,97% IS911_aa1,IS3 ssgr IS3,3548050,3547748,303,100,-
Gen_e42edad5_17_03831,100% IS1X2_aa2,IS1,3607508,3608011,504,167,+
Gen_e42edad5_17_03844,99.40% IS1X2_aa2,IS1,3618401,3618904,504,167,+
Gen_e42edad5_17_03848,100% ISEc27_aa1,IS3 ssgr IS2,3622751,3623116,366,121,+
Gen_e42edad5_17_03849,100% IS2_aa2,IS3 ssgr IS2,3623074,3623979,906,301,+
Gen_e42edad5_17_03851,100% IS1X2_aa2,IS1,3624194,3624697,504,167,+
Gen_e42edad5_17_03871,100% IS1X2_aa2,IS1,3644734,3645237,504,167,+
Gen_e42edad5_17_03886,99.40% IS1X2_aa2,IS1,3666606,3667109,504,167,+
Gen_e42edad5_17_03889,99.17% IS2_aa1,IS3 ssgr IS2,3672047,3672412,366,121,+
Gen_e42edad5_17_03890,99.66% IS2_aa2,IS3 ssgr IS2,3672370,3673275,906,301,+
Gen_e42edad5_17_03895,98.74% ISEc20_aa1,IS110,3678318,3679514,1197,398,+
Gen_e42edad5_17_03938,98% IS911_aa1,IS3 ssgr IS3,3716857,3717159,303,100,+
Gen_e42edad5_17_03939,98.56% IS911_aa2,IS3 ssgr IS3,3717372,3718025,654,217,+
Gen_e42edad5_17_03948,99.40% IS1X2_aa2,IS1,3725697,3726200,504,167,+
Gen_e42edad5_17_03956,100% IS1X2_aa2,IS1,3733864,3733361,504,167,-
Gen_e42edad5_17_03961,49.39% IS643_aa2,IS21,3738873,3740276,1404,467,+
Gen_e42edad5_17_03967,98.95% ISSbo1_aa1,IS91,3747326,3746097,1230,409,-
Gen_e42edad5_17_03978,97.52% IS609_aa2,IS200/IS605,3756677,3757042,366,121,+
Gen_e42edad5_17_03979,96.66% IS609_aa2,IS200/IS605,3757151,3757651,501,166,+
Gen_e42edad5_17_03994,99.40% IS1X2_aa2,IS1,3771580,3771077,504,167,-
Gen_e42edad5_17_04003,100% ISSd1_aa1,IS3 ssgr IS3,3777340,3777642,303,100,+
Gen_e42edad5_17_04004,97.05% IS600_aa3,IS3 ssgr IS3,3777678,3778496,819,272,+
Gen_e42edad5_17_04006,99.40% IS1X2_aa2,IS1,3779703,3780206,504,167,+
Gen_e42edad5_17_04020,97.22% IS1203_aa1,IS3 ssgr IS51,3796820,3797146,327,108,+
Gen_e42edad5_17_04021,98.64% IS629_aa2,IS3 ssgr IS51,3797146,3798033,888,295,+
Gen_e42edad5_17_04025,48.05% ISRsp1_aa4,IS66,3801561,3801019,543,180,-
Gen_e42edad5_17_04032,99.09% IS4_aa1,IS4 ssgr IS4,3805638,3806966,1329,442,+
Gen_e42edad5_17_04051,99.32% IS4_aa1,IS4 ssgr IS4,3827699,3826371,1329,442,-
Gen_e42edad5_17_04078,100% ISEc27_aa1,IS3 ssgr IS2,3857023,3857388,366,121,+
Gen_e42edad5_17_04079,99.66% IS2_aa2,IS3 ssgr IS2,3857346,3858251,906,301,+
Gen_e42edad5_17_04114,45% ISMno23_aa1,IS91,3892708,3893604,897,298,+
Gen_e42edad5_17_04119,99.09% IS4_aa1,IS4 ssgr IS4,3899378,3898050,1329,442,-
Gen_e42edad5_17_04123,100% IS1X2_aa2,IS1,3901372,3901875,504,167,+
Gen_e42edad5_17_04137,97.22% IS1203_aa1,IS3 ssgr IS51,3914866,3915192,327,108,+
Gen_e42edad5_17_04138,98.64% IS629_aa2,IS3 ssgr IS51,3915192,3916079,888,295,+
Gen_e42edad5_17_04167,97.22% IS1203_aa1,IS3 ssgr IS51,3946656,3946982,327,108,+
Gen_e42edad5_17_04168,98.64% IS629_aa2,IS3 ssgr IS51,3946982,3947869,888,295,+
Gen_e42edad5_17_04170,98% IS911_aa1,IS3 ssgr IS3,3948031,3948333,303,100,+
Gen_e42edad5_17_04171,98.08% IS911_aa2,IS3 ssgr IS3,3948546,3949199,654,217,+
Gen_e42edad5_17_04184,99.32% IS4_aa1,IS4 ssgr IS4,3965492,3964164,1329,442,-
Gen_e42edad5_17_04189,100% IS1X2_aa2,IS1,3969837,3969334,504,167,-
Gen_e42edad5_17_04191,100% IS2_aa2,IS3 ssgr IS2,3972213,3971308,906,301,-
Gen_e42edad5_17_04192,100% ISEc27_aa1,IS3 ssgr IS2,3972536,3972171,366,121,-
Gen_e42edad5_17_04194,99.40% IS1X2_aa2,IS1,3974416,3973913,504,167,-
Gen_e42edad5_17_04202,98.89% IS600_aa3,IS3 ssgr IS3,3980873,3980055,819,272,-
Gen_e42edad5_17_04203,98.83% ISSd1_aa1,IS3 ssgr IS3,3981210,3980923,288,95,-
Gen_e42edad5_17_04213,100% IS1X2_aa2,IS1,3990399,3989896,504,167,-
Gen_e42edad5_17_04219,99.40% IS1X2_aa2,IS1,3996116,3996619,504,167,+
Gen_e42edad5_17_04258,99.40% IS1X2_aa2,IS1,4033658,4034161,504,167,+
Gen_e42edad5_17_04261,97.14% IS1H_aa2,IS1,4035181,4034867,315,104,-
Gen_e42edad5_17_04262,97.77% IS1H_aa1,IS1,4035659,4035387,273,90,-
Gen_e42edad5_17_04341,100% IS1X2_aa2,IS1,4128464,4128967,504,167,+
Gen_e42edad5_17_04364,99.40% IS1X2_aa2,IS1,4154246,4154749,504,167,+
Gen_e42edad5_17_04381,100% ISSso6_aa1,IS110 ssgr IS1111,4171280,4172407,1128,375,+
Gen_e42edad5_17_04386,100% IS1X2_aa2,IS1,4174452,4174955,504,167,+
Gen_e42edad5_17_04393,99.30% IS4_aa1,IS4 ssgr IS4,4182600,4181284,1317,438,-
Gen_e42edad5_17_04394,100% IS2_aa2,IS3 ssgr IS2,4183490,4182585,906,301,-
Gen_e42edad5_17_04395,100% ISEc27_aa1,IS3 ssgr IS2,4183633,4183448,186,61,-
Gen_e42edad5_17_04400,100% IS1X2_aa2,IS1,4185753,4186256,504,167,+
Gen_e42edad5_17_04407,98.80% IS1X2_aa2,IS1,4192344,4192847,504,167,+
Gen_e42edad5_17_04448,100% IS1X2_aa2,IS1,4229330,4229833,504,167,+
Gen_e42edad5_17_04461,98.56% IS911_aa2,IS3 ssgr IS3,4247038,4246385,654,217,-
Gen_e42edad5_17_04462,99% IS911_aa1,IS3 ssgr IS3,4247553,4247251,303,100,-
Gen_e42edad5_17_04463,99.26% IS600_aa3,IS3 ssgr IS3,4247858,4248676,819,272,+
Gen_e42edad5_17_04467,100% ISEc8_aa3,IS66,4255610,4255203,408,135,-
Gen_e42edad5_17_04468,98.80% ISEc38_aa1,ISL3,4255676,4256182,507,168,+
Gen_e42edad5_17_04469,97.22% IS1203_aa1,IS3 ssgr IS51,4256391,4256717,327,108,+
Gen_e42edad5_17_04470,98.64% IS629_aa2,IS3 ssgr IS51,4256717,4257604,888,295,+
Gen_e42edad5_17_04471,92.92% ISCro1_aa3,IS66,4257570,4258493,924,307,+
Gen_e42edad5_17_04472,99.26% ISSd1_aa3,IS3 ssgr IS3,4259336,4258518,819,272,-
Gen_e42edad5_17_04473,100% ISSd1_aa1,IS3 ssgr IS3,4259673,4259386,288,95,-
Gen_e42edad5_17_04475,40.48% ISSm4_aa1,ISL3,4263783,4265417,1635,544,+
Gen_e42edad5_17_04478,100% IS1X2_aa2,IS1,4267908,4267405,504,167,-
Gen_e42edad5_17_04504,100% IS1X2_aa2,IS1,4293152,4293655,504,167,+
Gen_e42edad5_17_04506,99.40% IS1X2_aa2,IS1,4295114,4294611,504,167,-
Gen_e42edad5_17_04513,99.40% IS1X2_aa2,IS1,4298710,4299213,504,167,+
Gen_e42edad5_17_04540,100% ISEc27_aa1,IS3 ssgr IS2,4326941,4327306,366,121,+
Gen_e42edad5_17_04541,100% IS2_aa2,IS3 ssgr IS2,4327264,4328169,906,301,+
Gen_e42edad5_17_04549,100% IS1X2_aa2,IS1,4338495,4337992,504,167,-
Gen_e42edad5_17_04560,100% IS1X2_aa2,IS1,4349078,4348575,504,167,-
Gen_e42edad5_17_04570,100% IS1X2_aa2,IS1,4357183,4357686,504,167,+
Gen_e42edad5_17_04572,100% IS1X2_aa2,IS1,4359946,4359443,504,167,-
Gen_e42edad5_17_04598,100% IS1X2_aa2,IS1,4377949,4378452,504,167,+
Gen_e42edad5_17_04623,100% IS1X2_aa2,IS1,4403749,4403246,504,167,-
Gen_e42edad5_17_04650,100% ISSso1_aa1,IS110 ssgr IS1111,4427167,4427751,585,194,+
Gen_e42edad5_17_04651,99% IS911_aa1,IS3 ssgr IS3,4428817,4428515,303,100,-
Gen_e42edad5_17_04660,100% IS1X2_aa2,IS1,4437295,4437798,504,167,+
Gen_e42edad5_17_04661,99.66% IS2_aa2,IS3 ssgr IS2,4438763,4437858,906,301,-
