AssemblyID,AssemblyName,Organism,Type,GenBankID,RefSeqID,length(bp),CDSs,MobElemCount,ISTransposaseCount(GB),ISTransposaseCount(RF),ISTransposaseCount(ISsaga),Cluster,Info
GCA_002180135.1,ASM218013v1,Escherichia coli AR_0162,Plasmid,CP021681.1,NZ_CP021681.1,95850,106,0,14,14,,2 (A),
GCA_002180135.1,ASM218013v1,Escherichia coli AR_0162,Plasmid,CP021682.1,NZ_CP021682.1,49828,66,0,4,4,,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Chromosome,CP027140.1,NZ_CP027140.1,4625479,4539,0,8,82,133/142,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Plasmid,CP027137.1,NZ_CP027137.1,49534,55,0,0,2,,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Plasmid,CP027138.1,NZ_CP027138.1,90735,120,0,3,6,,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Plasmid,CP027135.1,NZ_CP027135.1,151026,164,0,5,12,,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Plasmid,CP027136.1,NZ_CP027136.1,1690,2,0,0,0,,2 (A),
GCA_002968715.1,ASM296871v1,Escherichia coli AR_0369,Plasmid,CP027139.1,NZ_CP027139.1,1197,1,0,0,0,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Chromosome,CP029115.1,NZ_CP029115.1,4831922,4755,0,17,83,121/129,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029113.1,NZ_CP029113.1,114412,135,0,2,10,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029114.1,NZ_CP029114.1,3656,3,0,0,0,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029116.1,NZ_CP029116.1,25348,24,0,0,1,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029117.1,NZ_CP029117.1,120846,157,0,2,0,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029118.1,NZ_CP029118.1,187909,193,0,3,14,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029119.1,NZ_CP029119.1,35284,45,0,0,2,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029120.1,NZ_CP029120.1,6172,8,0,0,1,,2 (A),
GCA_003073835.1,ASM307383v1,Escherichia coli AR435,Plasmid,CP029121.1,NZ_CP029121.1,3174,5,0,0,0,,2 (A),
GCA_002993265.1,ASM299326v1,Escherichia coli AS19-RrmA-,Chromosome,CP027430.1,na,4607960,4660,0,73,-,113/125,2 (A),
GCA_000019385.1,ASM1938v1,Escherichia coli ATCC 8739,Chromosome,CP000946.1,NC_010468.1,4746218,4200,0,22,57,78/87,2 (A),
GCA_003591595.1,ASM359159v1,Escherichia coli ATCC 8739,Chromosome,CP022959.1,NZ_CP022959.1,4746918,4717,0,60,59,78/87,2 (A),
GCA_001559615.2,ASM155961v2,Escherichia coli B C2566,Chromosome,CP014268.2,NZ_CP014268.2,4478958,4309,0,0,59,114/125,2 (A),
GCA_001559635.1,ASM155963v1,Escherichia coli B C3029,Chromosome,CP014269.1,NZ_CP014269.1,4569185,4433,0,0,65,120/131,2 (A),
GCA_000017985.1,ASM1798v1,Escherichia coli B str. REL606,Chromosome,CP000819.1,NC_012967.1,4629812,4209,49,15,58,111/123,2 (A),
GCA_000833145.1,ASM83314v1,Escherichia coli BL21 (TaKaRa),Chromosome,CP010816.1,NZ_CP010816.1,4528118,4260,0,0,57,112/123,2 (A),
GCA_000023665.1,ASM2366v1,Escherichia coli BL21-Gold(DE3)pLysS AG' AG,Chromosome,CP001665.1,NC_012947.1,4570938,4228,0,53,63,115/126,2 (A),
GCA_002078295.1,ASM207829v1,Escherichia coli BLK16,Chromosome,CP014642.1,NZ_CP014642.1,4165783,3950,0,0,38,51/57,2 (A),
GCA_002078275.1,ASM207827v1,Escherichia coli BLK9,Chromosome,CP014641.1,NZ_CP014641.1,4165587,3951,0,0,40,72/78,2 (A),
GCA_002090355.1,ASM209035v1,Escherichia coli BLR(DE3),Chromosome,CP020368.1,NZ_CP020368.1,4550811,4294,0,12,58,112/123,2 (A),
GCA_002079225.1,ASM207922v1,Escherichia coli C,Chromosome,CP020543.1,NZ_CP020543.1,4617024,4581,0,62,83,106/114,2 (A),
GCA_003287245.1,ASM328724v1,Escherichia coli C,Chromosome,CP029371.1,na,4614212,4634,0,64,-,98/110,2 (A),
GCA_000830035.1,ASM83003v1,Escherichia coli C41(DE3),Chromosome,CP010585.1,NZ_CP010585.1,4557511,4299,0,0,57,109/120,2 (A),
GCA_001039415.1,ASM103941v1,Escherichia coli C43(DE3),Chromosome,CP011938.1,NZ_CP011938.1,4501450,4264,0,0,55,106/117,2 (A),
GCA_001900575.1,ASM190057v1,Escherichia coli C9,Chromosome,CP010129.1,NZ_CP010129.1,4527935,4241,0,16,110,131/137,2 (A),
GCA_001900575.1,ASM190057v1,Escherichia coli C9,Plasmid,CP010130.1,NZ_CP010130.1,93062,103,0,0,2,,2 (A),
GCA_001900575.1,ASM190057v1,Escherichia coli C9,Plasmid,CP010131.1,NZ_CP010131.1,56460,50,0,0,22,,2 (A),
GCA_002105735.1,ASM210573v1,Escherichia coli CFSAN051542,Chromosome,CP020835.1,NZ_CP020835.1,4888773,4984,0,79,87,134/154,2 (A),
GCA_002105735.1,ASM210573v1,Escherichia coli CFSAN051542,Plasmid,CP020836.1,NZ_CP020836.1,37362,47,0,2,2,,2 (A),
GCA_003030025.1,ASM303002v1,Escherichia coli CFSAN064036,Chromosome,CP028166.1,na,4815114,4889,0,104,-,141/156,2 (A),
GCA_003030025.1,ASM303002v1,Escherichia coli CFSAN064036,Plasmid,CP028168.1,na,119076,164,0,6,-,,2 (A),
GCA_003030025.1,ASM303002v1,Escherichia coli CFSAN064036,Plasmid,CP028167.1,na,33305,47,0,1,-,,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Chromosome,CP019071.1,na,4877335,5000,0,26,-,104/113,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Plasmid,CP019072.1,na,33858,50,0,0,-,,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Plasmid,CP019073.1,na,46145,65,0,4,-,,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Plasmid,CP019074.1,na,73992,113,0,14,-,,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Plasmid,CP019075.1,na,96986,123,0,0,-,,2 (A),
GCA_002860105.1,ASM286010v1,Escherichia coli CRE1493,Plasmid,CP019076.1,na,127772,174,0,9,-,,2 (A),
GCA_002786655.1,ASM278665v1,Escherichia coli CREC-532,Chromosome,CP024830.1,NZ_CP024830.1,4837992,4857,0,88,89,131/139,2 (A),
GCA_002786655.1,ASM278665v1,Escherichia coli CREC-532,Plasmid,CP024831.1,NZ_CP024831.1,216181,295,0,36,36,,2 (A),
GCA_002786655.1,ASM278665v1,Escherichia coli CREC-532,Plasmid,CP024832.1,NZ_CP024832.1,96987,118,0,0,0,,2 (A),
GCA_002786655.1,ASM278665v1,Escherichia coli CREC-532,Plasmid,CP024833.1,NZ_CP024833.1,46137,62,0,4,5,,2 (A),
GCA_002787545.1,ASM278754v1,Escherichia coli CREC-629,Chromosome,CP024815.1,NZ_CP024815.1,4938993,5006,0,101,102,148/156,2 (A),
GCA_002787545.1,ASM278754v1,Escherichia coli CREC-629,Plasmid,CP024818.1,NZ_CP024818.1,46161,62,0,4,5,,2 (A),
GCA_002787545.1,ASM278754v1,Escherichia coli CREC-629,Plasmid,CP024816.1,NZ_CP024816.1,176274,245,0,28,28,,2 (A),
GCA_002787545.1,ASM278754v1,Escherichia coli CREC-629,Plasmid,CP024817.1,NZ_CP024817.1,96990,118,0,0,0,,2 (A),
GCA_001900615.1,ASM190061v1,Escherichia coli D2,Chromosome,CP010137.1,NZ_CP010137.1,4765647,4479,0,2,50,68/82,2 (A),
GCA_001900615.1,ASM190061v1,Escherichia coli D2,Plasmid,CP010138.1,NZ_CP010138.1,83922,98,0,0,10,,2 (A),
GCA_001900615.1,ASM190061v1,Escherichia coli D2,Plasmid,CP010139.1,NZ_CP010139.1,27342,22,0,0,3,,2 (A),
GCA_001900655.1,ASM190065v1,Escherichia coli D4,Chromosome,CP010143.1,NZ_CP010143.1,4821305,4518,0,2,74,128/144,2 (A),
GCA_001900655.1,ASM190065v1,Escherichia coli D4,Plasmid,CP010144.1,NZ_CP010144.1,114159,120,0,0,1,,2 (A),
GCA_001900715.1,ASM190071v1,Escherichia coli D9,Chromosome,CP010152.1,NZ_CP010152.1,4637555,4334,0,1,38,84/96,2 (A),
GCA_001900715.1,ASM190071v1,Escherichia coli D9,Plasmid,CP010156.1,NZ_CP010156.1,4600,2,0,0,1,,2 (A),
GCA_001900715.1,ASM190071v1,Escherichia coli D9,Plasmid,CP010153.1,NZ_CP010153.1,114159,120,0,0,1,,2 (A),
GCA_001900715.1,ASM190071v1,Escherichia coli D9,Plasmid,CP010154.1,NZ_CP010154.1,78557,62,0,1,20,,2 (A),
GCA_001900715.1,ASM190071v1,Escherichia coli D9,Plasmid,CP010155.1,NZ_CP010155.1,39406,46,0,0,6,,2 (A),
GCA_003180975.1,ASM318097v1,Escherichia coli DA33133,Chromosome,CP029574.1,na,4771844,4768,0,92,-,139/148,2 (A),
GCA_003180975.1,ASM318097v1,Escherichia coli DA33133,Plasmid,CP029575.1,na,156518,225,0,28,-,,2 (A),
GCA_003443815.1,ASM344381v1,Escherichia coli E308,Chromosome,CP030281.1,na,4786360,4879,0,87,-,99/116,2 (A),
GCA_003443815.1,ASM344381v1,Escherichia coli E308,Plasmid,CP030285.1,na,92978,130,0,25,-,,2 (A),
GCA_003443815.1,ASM344381v1,Escherichia coli E308,Plasmid,CP030282.1,na,111721,148,0,3,-,,2 (A),
GCA_003443815.1,ASM344381v1,Escherichia coli E308,Plasmid,CP030283.1,na,113645,163,0,14,-,,2 (A),
GCA_003443815.1,ASM344381v1,Escherichia coli E308,Plasmid,CP030284.1,na,61476,82,0,1,-,,2 (A),
GCA_003443795.1,ASM344379v1,Escherichia coli E706,Chromosome,CP029687.1,na,4696142,4859,0,135,-,185/206,2 (A),
GCA_003443795.1,ASM344379v1,Escherichia coli E706,Plasmid,CP029688.1,na,151879,189,0,36,-,,2 (A),
GCA_001682305.2,ASM168230v2,Escherichia coli EC590,Chromosome,CP016182.2,NZ_CP016182.2,4617703,4445,0,0,101,129/141,2 (A),
GCA_003571765.1,ASM357176v1,Escherichia coli ECCWS199,Chromosome,CP032237.1,na,4737445,4778,0,73,-,101/112,2 (A),
GCA_003571765.1,ASM357176v1,Escherichia coli ECCWS199,Plasmid,CP032238.1,na,162163,206,0,11,-,,2 (A),
GCA_003571765.1,ASM357176v1,Escherichia coli ECCWS199,Plasmid,CP032239.1,na,159756,201,0,42,-,,2 (A),
GCA_002012185.1,ASM201218v1,Escherichia coli Ecol_422,Chromosome,CP018962.1,NZ_CP018962.1,4747607,4879,0,32,77,161/172,2 (A),
GCA_002012185.1,ASM201218v1,Escherichia coli Ecol_422,Plasmid,CP018961.1,NZ_CP018961.1,289903,349,0,23,32,,2 (A),
GCA_002012185.1,ASM201218v1,Escherichia coli Ecol_422,Plasmid,CP018960.1,NZ_CP018960.1,73206,116,0,7,11,,2 (A),
GCA_002012185.1,ASM201218v1,Escherichia coli Ecol_422,Plasmid,CP018959.1,NZ_CP018959.1,51885,67,0,1,2,,2 (A),
GCA_002012185.1,ASM201218v1,Escherichia coli Ecol_422,Plasmid,CP018958.1,NZ_CP018958.1,53198,77,0,0,1,,2 (A),
GCA_002012105.1,ASM201210v1,Escherichia coli Ecol_AZ147,Chromosome,CP018995.1,NZ_CP018995.1,4708839,4846,0,18,57,98/107,2 (A),
GCA_002012105.1,ASM201210v1,Escherichia coli Ecol_AZ147,Plasmid,CP018992.1,NZ_CP018992.1,110226,136,0,5,9,,2 (A),
GCA_002012105.1,ASM201210v1,Escherichia coli Ecol_AZ147,Plasmid,CP018994.1,NZ_CP018994.1,154853,211,0,7,14,,2 (A),
GCA_002012105.1,ASM201210v1,Escherichia coli Ecol_AZ147,Plasmid,CP018993.1,NZ_CP018993.1,116562,155,0,8,10,,2 (A),
GCA_002012125.1,ASM201212v1,Escherichia coli Ecol_AZ155,Chromosome,CP019005.1,NZ_CP019005.1,4690903,4842,0,28,83,131/140,2 (A),
GCA_002012125.1,ASM201212v1,Escherichia coli Ecol_AZ155,Plasmid,CP019003.1,NZ_CP019003.1,12602,22,0,0,3,,2 (A),
GCA_002012125.1,ASM201212v1,Escherichia coli Ecol_AZ155,Plasmid,CP019002.1,NZ_CP019002.1,112917,124,0,1,2,,2 (A),
GCA_002012125.1,ASM201212v1,Escherichia coli Ecol_AZ155,Plasmid,CP019004.1,NZ_CP019004.1,1597,2,0,0,0,,2 (A),
GCA_002012125.1,ASM201212v1,Escherichia coli Ecol_AZ155,Plasmid,CP019001.1,NZ_CP019001.1,272202,376,0,17,26,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Chromosome,CP026399.1,na,5277702,5468,0,133,-,189/209,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026405.1,na,186884,237,0,14,-,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026404.1,na,127217,147,0,25,-,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026402.1,na,13542,18,0,0,-,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026401.1,na,20245,23,0,2,-,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026403.1,na,103161,143,0,11,-,,2 (A),
GCA_002934895.1,ASM293489v1,Escherichia coli ECONIH4,Plasmid,CP026400.1,na,60248,71,0,6,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Chromosome,CP026202.1,na,5103533,5291,0,181,-,246/264,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026208.1,na,298633,329,0,12,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026203.1,na,35036,41,0,12,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026206.1,na,191344,248,0,32,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026209.1,na,42693,57,0,0,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026207.1,na,202687,251,0,14,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026204.1,na,76500,96,0,6,-,,2 (A),
GCA_002903105.1,ASM290310v1,Escherichia coli ECONIH5,Plasmid,CP026205.1,na,77775,93,0,4,-,,2 (A),
GCA_002903125.1,ASM290312v1,Escherichia coli ECONIH6,Chromosome,CP026199.1,na,4869246,4896,0,79,-,110/118,2 (A),
GCA_002903125.1,ASM290312v1,Escherichia coli ECONIH6,Plasmid,CP026200.1,na,97800,109,0,17,-,,2 (A),
GCA_002903125.1,ASM290312v1,Escherichia coli ECONIH6,Plasmid,CP026201.1,na,100989,128,0,8,-,,2 (A),
GCA_000210475.1,ASM21047v1,Escherichia coli ETEC H10407,Chromosome,FN649414.1,NC_017633.1,5153435,4763,0,17,80,163/185,2 (A),ETEC
GCA_000210475.1,ASM21047v1,Escherichia coli ETEC H10407,Plasmid,FN649415.1,NC_017721.1,5175,6,0,0,0,,2 (A),ETEC
GCA_000210475.1,ASM21047v1,Escherichia coli ETEC H10407,Plasmid,FN649416.1,NC_017723.1,5800,7,0,0,0,,2 (A),ETEC
GCA_000210475.1,ASM21047v1,Escherichia coli ETEC H10407,Plasmid,FN649417.1,NC_017722.1,66681,85,0,20,9,,2 (A),ETEC
GCA_000210475.1,ASM21047v1,Escherichia coli ETEC H10407,Plasmid,FN649418.1,NC_017724.1,94797,113,0,51,16,,2 (A),ETEC
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Chromosome,CP017220.1,NZ_CP017220.1,4901993,4812,0,29,115,145/163,2 (A),
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Plasmid,CP017221.1,NZ_CP017221.1,147225,174,0,5,15,,2 (A),
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Plasmid,CP017222.1,NZ_CP017222.1,54159,57,0,0,1,,2 (A),
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Plasmid,CP017223.1,NZ_CP017223.1,5828,8,0,0,0,,2 (A),
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Plasmid,CP017224.1,NZ_CP017224.1,2454,4,0,0,0,,2 (A),
GCA_002077195.1,ASM207719v1,Escherichia coli FAM21845,Plasmid,CP017225.1,NZ_CP017225.1,1934,2,0,0,0,,2 (A),
GCA_001888075.1,ASM188807v1,Escherichia coli FMU073332,Chromosome,CP017844.1,NZ_CP017844.1,4718719,4578,0,35,105,153/167,2 (A),ETEC
GCA_001888075.1,ASM188807v1,Escherichia coli FMU073332,Plasmid,CP017848.1,NZ_CP017848.1,137665,172,0,14,28,,2 (A),ETEC
GCA_001888075.1,ASM188807v1,Escherichia coli FMU073332,Plasmid,CP017845.1,NZ_CP017845.1,5538,6,0,0,0,,2 (A),ETEC
GCA_001888075.1,ASM188807v1,Escherichia coli FMU073332,Plasmid,CP017846.1,NZ_CP017846.1,47563,56,0,5,9,,2 (A),ETEC
GCA_001888075.1,ASM188807v1,Escherichia coli FMU073332,Plasmid,CP017847.1,NZ_CP017847.1,113343,124,0,1,1,,2 (A),ETEC
GCA_003352425.1,ASM335242v1,Escherichia coli FORC 64,Chromosome,CP022664.1,na,4873055,4919,0,2,-,128/141,2 (A),
GCA_003352425.1,ASM335242v1,Escherichia coli FORC 64,Plasmid,CP023732.1,na,93276,128,0,0,-,,2 (A),
GCA_003352425.1,ASM335242v1,Escherichia coli FORC 64,Plasmid,CP023733.1,na,70107,107,0,0,-,,2 (A),
GCA_003352425.1,ASM335242v1,Escherichia coli FORC 64,Plasmid,CP023734.1,na,57318,105,0,1,-,,2 (A),
GCA_001750845.1,ASM175084v1,Escherichia coli FORC_031,Chromosome,CP013190.1,NZ_CP013190.1,4830073,4787,0,1,88,137/152,2 (A),
GCA_001750845.1,ASM175084v1,Escherichia coli FORC_031,Plasmid,CP013193.1,NZ_CP013193.1,66990,113,0,0,7,,2 (A),
GCA_001750845.1,ASM175084v1,Escherichia coli FORC_031,Plasmid,CP013194.1,NZ_CP013194.1,39792,79,0,0,5,,2 (A),
GCA_001750845.1,ASM175084v1,Escherichia coli FORC_031,Plasmid,CP013191.1,NZ_CP013191.1,106519,180,0,0,27,,2 (A),
GCA_001750845.1,ASM175084v1,Escherichia coli FORC_031,Plasmid,CP013192.1,NZ_CP013192.1,57478,93,0,0,7,,2 (A),
GCA_001900775.1,ASM190077v1,Escherichia coli H1,Chromosome,CP010160.1,NZ_CP010160.1,4818512,4542,0,0,88,157/170,2 (A),
GCA_001900775.1,ASM190077v1,Escherichia coli H1,Plasmid,CP010161.1,NZ_CP010161.1,3989,5,0,0,0,,2 (A),
GCA_001900775.1,ASM190077v1,Escherichia coli H1,Plasmid,CP010162.1,NZ_CP010162.1,4075,3,0,0,0,,2 (A),
GCA_001678925.1,ASM167892v1,Escherichia coli H1827/12,Chromosome,CP013031.1,NZ_CP013031.1,4731493,4532,0,0,76,128/141,2 (A),
GCA_001900795.1,ASM190079v1,Escherichia coli H2,Chromosome,CP010163.1,NZ_CP010163.1,4531885,4279,0,27,122,176/189,2 (A),
GCA_001900795.1,ASM190079v1,Escherichia coli H2,Plasmid,CP010164.1,NZ_CP010164.1,29433,35,0,0,9,,2 (A),
GCA_001900795.1,ASM190079v1,Escherichia coli H2,Plasmid,CP010165.1,NZ_CP010165.1,5023,3,0,0,0,,2 (A),
GCA_001900795.1,ASM190079v1,Escherichia coli H2,Plasmid,CP010166.1,NZ_CP010166.1,11518,9,0,0,3,,2 (A),
GCA_001900415.1,ASM190041v1,Escherichia coli H5,Chromosome,CP010169.1,NZ_CP010169.1,4833228,4535,0,3,37,58/72,2 (A),
GCA_001900435.1,ASM190043v1,Escherichia coli H6,Chromosome,CP010170.1,NZ_CP010170.1,4832567,4539,0,2,36,58/72,2 (A),
GCA_001900455.1,ASM190045v1,Escherichia coli H7,Chromosome,CP010171.1,NZ_CP010171.1,4807161,4524,0,1,55,105/123,2 (A),
GCA_001900835.1,ASM190083v1,Escherichia coli H8,Chromosome,CP010172.1,NZ_CP010172.1,4929892,4622,0,1,91,124/137,2 (A),
GCA_001900835.1,ASM190083v1,Escherichia coli H8,Plasmid,CP010173.1,NZ_CP010173.1,94395,106,0,0,0,,2 (A),
GCA_001900835.1,ASM190083v1,Escherichia coli H8,Plasmid,CP010174.1,NZ_CP010174.1,106274,126,0,0,12,,2 (A),
GCA_001900835.1,ASM190083v1,Escherichia coli H8,Plasmid,CP010175.1,NZ_CP010175.1,6647,9,0,0,0,,2 (A),
GCA_003111785.1,ASM311178v1,Escherichia coli H9Ecoli,Chromosome,CP029180.1,na,4722506,4883,0,99,-,126/140,2 (A),
GCA_003111785.1,ASM311178v1,Escherichia coli H9Ecoli,Plasmid,CP029181.1,na,145524,165,0,34,-,,2 (A),
GCA_003111785.1,ASM311178v1,Escherichia coli H9Ecoli,Plasmid,CP029182.1,na,31250,44,0,11,-,,2 (A),
GCA_003111785.1,ASM311178v1,Escherichia coli H9Ecoli,Plasmid,CP029183.1,na,1551,2,0,0,-,,2 (A),
GCA_003111785.1,ASM311178v1,Escherichia coli H9Ecoli,Plasmid,CP029184.1,na,60942,79,0,0,-,,2 (A),
GCA_003031225.1,ASM303122v1,Escherichia coli HKUOPY1,Chromosome,CP019961.1,na,4774500,4827,0,12,-,54/68,2 (A),
GCA_000017765.1,ASM1776v1,Escherichia coli HS,Chromosome,CP000802.1,NC_009800.1,4643538,4384,0,101,71,120/131,2 (A),
GCA_003231115.1,ASM323111v1,Escherichia coli HS30-1,Chromosome,CP029492.1,na,4423666,4469,0,91,-,132/138,2 (A),
GCA_003231115.1,ASM323111v1,Escherichia coli HS30-1,Plasmid,CP029493.1,na,179444,220,0,45,-,,2 (A),
GCA_000005845.2,ASM584v2,Escherichia coli K-12 substr. MG1655,Chromosome,U00096.3,NC_000913.3,4641652,4357,49,20,20,87/99,2 (A),
GCA_001308125.1,ASM130812v1,Escherichia coli K-12 substr. MG1655_TMP32XR1,Chromosome,CP012869.1,NZ_CP012869.1,4641684,4424,0,0,45,87/99,2 (A),
GCA_002494365.2,ASM249436v2,Escherichia coli KL53,Chromosome,CP030919.1,na,4810511,4915,0,96,-,122/136,2 (A),
GCA_002494365.2,ASM249436v2,Escherichia coli KL53,Plasmid,CP030920.1,na,259094,274,0,35,-,,2 (A),
GCA_002494365.2,ASM249436v2,Escherichia coli KL53,Plasmid,CP030921.1,na,109118,139,0,5,-,,2 (A),
GCA_002494365.2,ASM249436v2,Escherichia coli KL53,Plasmid,CP030922.1,na,77405,96,0,0,-,,2 (A),
GCA_002237285.1,ASM223728v1,Escherichia coli MEM,Chromosome,CP012378.1,na,4928082,4824,0,52,-,134/145,2 (A),
GCA_002879975.1,ASM287997v1,Escherichia coli ML35,Chromosome,CP025747.1,NZ_CP025747.1,4918774,5062,0,95,96,138/155,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Chromosome,CP018103.1,NZ_CP018103.1,4794148,4582,0,31,68,128/138,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Plasmid,CP018108.1,NZ_CP018108.1,5310,8,0,0,0,,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Plasmid,CP018104.1,NZ_CP018104.1,207960,236,0,40,41,,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Plasmid,CP018107.1,NZ_CP018107.1,61085,78,0,0,0,,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Plasmid,CP018105.1,NZ_CP018105.1,67946,80,0,7,15,,2 (A),
GCA_001886535.1,ASM188653v1,Escherichia coli MRSN352231,Plasmid,CP018106.1,NZ_CP018106.1,64467,73,0,1,2,,2 (A),
GCA_900474495.1,38344_F01,Escherichia coli NCTC11023,Chromosome,LS483297.1,na,4705041,4370,0,78,-,121/132,2 (A),
GCA_900186905.1,49923_G01,Escherichia coli NCTC122,Chromosome,LT906474.1,NZ_LT906474.1,4625968,4165,0,30,71,103/111,2 (A),
GCA_002007705.1,ASM200770v1,Escherichia coli NCTC86,Chromosome,CP019778.1,NZ_CP019778.1,5111920,5243,0,47,66,138/150,2 (A),
GCA_900474445.1,39641_B02,Escherichia coli NCTC9966,Chromosome,LS483296.1,na,4705297,4451,0,98,-,156/171,2 (A),
GCA_900474625.1,39888_E01,Escherichia coli NCTC9967,Chromosome,LS483303.1,na,4648794,4271,0,38,-,117/132,2 (A),
GCA_000257275.1,ASM25727v1,Escherichia coli P12b,Chromosome,CP002291.1,NC_017663.1,4935294,4393,0,73,136,208/220,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Chromosome,CP006636.1,NZ_CP006636.1,4603777,4448,0,78,112,190/202,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006641.1,NZ_CP006641.1,103644,141,0,2,5,,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006642.1,NZ_CP006642.1,145722,164,0,18,26,,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006637.1,NZ_CP006637.1,2014,6,0,0,0,,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006638.1,NZ_CP006638.1,5754,13,0,0,0,,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006639.1,NZ_CP006639.1,6222,14,0,0,1,,2 (A),
GCA_001029125.1,ASM102912v1,Escherichia coli PCN061,Plasmid,CP006640.1,NZ_CP006640.1,34692,57,0,0,0,,2 (A),
GCA_003013205.1,ASM301320v1,Escherichia coli RM14721,Chromosome,CP027105.1,na,4620018,4737,0,133,-,173/186,2 (A),
GCA_003013205.1,ASM301320v1,Escherichia coli RM14721,Plasmid,CP027106.1,na,106432,133,0,22,-,,2 (A),
GCA_001276585.2,ASM127658v2,Escherichia coli RR1,Chromosome,CP011113.2,NZ_CP011113.2,4587291,4339,0,0,48,91/100,2 (A),
GCA_001901315.1,ASM190131v1,Escherichia coli S1,Chromosome,CP010226.1,NZ_CP010226.1,4702107,4442,0,0,93,109/122,2 (A),
GCA_001901315.1,ASM190131v1,Escherichia coli S1,Plasmid,CP010227.1,NZ_CP010227.1,5101,5,0,0,1,,2 (A),
GCA_001901365.1,ASM190136v1,Escherichia coli S30,Chromosome,CP010231.1,NZ_CP010231.1,4664102,4386,0,0,57,76/88,2 (A),
GCA_001901365.1,ASM190136v1,Escherichia coli S30,Plasmid,CP010232.1,NZ_CP010232.1,155425,161,0,0,22,,2 (A),
GCA_001901365.1,ASM190136v1,Escherichia coli S30,Plasmid,CP010233.1,NZ_CP010233.1,136060,149,0,0,5,,2 (A),
