assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_013047165.1,PRJNA224116,SAMN14779717,,,na,,1313,1313,Streptococcus pneumoniae,strain=6A-10,,latest,Complete Genome,Major,Full,2020/05/12,ASM1304716v1,"Institute for Genome Sciences, University of Maryland, Baltimore",GCA_013047165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/047/165/GCF_013047165.1_ASM1304716v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_013047165.1/GCF_013047165.1_ASM1304716v1_genomic.fna.gz,STPN.0321.00012,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_013047165.1_ASM1304716v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_013047165.1_ASM1304716v1_genomic.fna_prepare-split125N.fna,2219840,1,1,GCF_013047165.1_ASM1304716v1_genomic.fna_prepare-split125N.fna,ASM1304716v1,6A-10,Streptococcus pneumoniae 6A-10
GCF_015838875.1,PRJNA224116,SAMN13321470,,,na,,1313,1313,Streptococcus pneumoniae,strain=310,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583887v1,American University of Beirut,GCA_015838875.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/838/875/GCF_015838875.1_ASM1583887v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015838875.1/GCF_015838875.1_ASM1583887v1_genomic.fna.gz,STPN.0321.00050,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015838875.1_ASM1583887v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015838875.1_ASM1583887v1_genomic.fna_prepare-split125N.fna,2121469,1,1,GCF_015838875.1_ASM1583887v1_genomic.fna_prepare-split125N.fna,ASM1583887v1,310,Streptococcus pneumoniae 310
GCF_015839035.1,PRJNA224116,SAMN13321471,,,na,,1313,1313,Streptococcus pneumoniae,strain=475,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583903v1,American University of Beirut,GCA_015839035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/035/GCF_015839035.1_ASM1583903v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839035.1/GCF_015839035.1_ASM1583903v1_genomic.fna.gz,STPN.0321.00051,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839035.1_ASM1583903v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839035.1_ASM1583903v1_genomic.fna_prepare-split125N.fna,2180123,1,1,GCF_015839035.1_ASM1583903v1_genomic.fna_prepare-split125N.fna,ASM1583903v1,475,Streptococcus pneumoniae 475
GCF_015839235.1,PRJNA224116,SAMN13321472,,,na,,1313,1313,Streptococcus pneumoniae,strain=521,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583923v1,American University of Beirut,GCA_015839235.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/235/GCF_015839235.1_ASM1583923v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839235.1/GCF_015839235.1_ASM1583923v1_genomic.fna.gz,STPN.0321.00001,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839235.1_ASM1583923v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839235.1_ASM1583923v1_genomic.fna_prepare-split125N.fna,2141347,1,1,GCF_015839235.1_ASM1583923v1_genomic.fna_prepare-split125N.fna,ASM1583923v1,521,Streptococcus pneumoniae 521
GCF_015839415.1,PRJNA224116,SAMN13321473,,,na,,1313,1313,Streptococcus pneumoniae,strain=525,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583941v1,American University of Beirut,GCA_015839415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/415/GCF_015839415.1_ASM1583941v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839415.1/GCF_015839415.1_ASM1583941v1_genomic.fna.gz,STPN.0321.00052,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839415.1_ASM1583941v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839415.1_ASM1583941v1_genomic.fna_prepare-split125N.fna,2141694,1,1,GCF_015839415.1_ASM1583941v1_genomic.fna_prepare-split125N.fna,ASM1583941v1,525,Streptococcus pneumoniae 525
GCF_015839575.1,PRJNA224116,SAMN13321474,,,na,,1313,1313,Streptococcus pneumoniae,strain=566,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583957v1,American University of Beirut,GCA_015839575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/575/GCF_015839575.1_ASM1583957v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839575.1/GCF_015839575.1_ASM1583957v1_genomic.fna.gz,STPN.0321.00053,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839575.1_ASM1583957v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839575.1_ASM1583957v1_genomic.fna_prepare-split125N.fna,2124184,1,1,GCF_015839575.1_ASM1583957v1_genomic.fna_prepare-split125N.fna,ASM1583957v1,566,Streptococcus pneumoniae 566
GCF_015839775.1,PRJNA224116,SAMN13321476,,,na,,1313,1313,Streptococcus pneumoniae,strain=573,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583977v1,American University of Beirut,GCA_015839775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/775/GCF_015839775.1_ASM1583977v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839775.1/GCF_015839775.1_ASM1583977v1_genomic.fna.gz,STPN.0321.00003,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839775.1_ASM1583977v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839775.1_ASM1583977v1_genomic.fna_prepare-split125N.fna,2114775,1,1,GCF_015839775.1_ASM1583977v1_genomic.fna_prepare-split125N.fna,ASM1583977v1,573,Streptococcus pneumoniae 573
GCF_015839915.1,PRJNA224116,SAMN13321477,,,na,,1313,1313,Streptococcus pneumoniae,strain=574,,latest,Complete Genome,Major,Full,2020/12/08,ASM1583991v1,American University of Beirut,GCA_015839915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/839/915/GCF_015839915.1_ASM1583991v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015839915.1/GCF_015839915.1_ASM1583991v1_genomic.fna.gz,STPN.0321.00005,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839915.1_ASM1583991v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015839915.1_ASM1583991v1_genomic.fna_prepare-split125N.fna,2089999,1,1,GCF_015839915.1_ASM1583991v1_genomic.fna_prepare-split125N.fna,ASM1583991v1,574,Streptococcus pneumoniae 574
GCF_015840115.1,PRJNA224116,SAMN13321475,,,na,,1313,1313,Streptococcus pneumoniae,strain=563,,latest,Complete Genome,Major,Full,2020/12/08,ASM1584011v1,American University of Beirut,GCA_015840115.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/840/115/GCF_015840115.1_ASM1584011v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_015840115.1/GCF_015840115.1_ASM1584011v1_genomic.fna.gz,STPN.0321.00007,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015840115.1_ASM1584011v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_015840115.1_ASM1584011v1_genomic.fna_prepare-split125N.fna,2140016,1,1,GCF_015840115.1_ASM1584011v1_genomic.fna_prepare-split125N.fna,ASM1584011v1,563,Streptococcus pneumoniae 563
GCF_017569245.1,PRJNA224116,SAMN17602804,,,na,,1313,1313,Streptococcus pneumoniae,strain=BVJ1JL,,latest,Complete Genome,Major,Full,2021/03/23,ASM1756924v1,UCL,GCA_017569245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/569/245/GCF_017569245.1_ASM1756924v1,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_017569245.1/GCF_017569245.1_ASM1756924v1_genomic.fna.gz,STPN.0321.00011,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_017569245.1_ASM1756924v1_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_017569245.1_ASM1756924v1_genomic.fna_prepare-split125N.fna,2134668,1,1,GCF_017569245.1_ASM1756924v1_genomic.fna_prepare-split125N.fna,ASM1756924v1,BVJ1JL,Streptococcus pneumoniae BVJ1JL
GCF_900475305.1,PRJNA224116,SAMEA3714884,,,na,,1313,1313,Streptococcus pneumoniae,strain=NCTC7466,,latest,Complete Genome,Major,Full,2018/06/17,43721_E02,SC,GCA_900475305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/305/GCF_900475305.1_43721_E02,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475305.1/GCF_900475305.1_43721_E02_genomic.fna.gz,STPN.0321.00013,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475305.1_43721_E02_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475305.1_43721_E02_genomic.fna_prepare-split125N.fna,2046573,1,1,GCF_900475305.1_43721_E02_genomic.fna_prepare-split125N.fna,43721_E02,NCTC7466,Streptococcus pneumoniae NCTC7466
GCF_900475515.1,PRJNA224116,SAMEA3649044,,,na,,1313,1313,Streptococcus pneumoniae,strain=NCTC13276,,latest,Complete Genome,Major,Full,2018/06/17,42731_F01,SC,GCA_900475515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/515/GCF_900475515.1_42731_F01,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475515.1/GCF_900475515.1_42731_F01_genomic.fna.gz,STPN.0321.00015,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475515.1_42731_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475515.1_42731_F01_genomic.fna_prepare-split125N.fna,2039982,1,1,GCF_900475515.1_42731_F01_genomic.fna_prepare-split125N.fna,42731_F01,NCTC13276,Streptococcus pneumoniae NCTC13276
GCF_900475805.1,PRJNA224116,SAMEA3956100,,,na,,1313,1313,Streptococcus pneumoniae,strain=NCTC11902,,latest,Complete Genome,Major,Full,2018/06/17,46514_B03,SC,GCA_900475805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/805/GCF_900475805.1_46514_B03,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900475805.1/GCF_900475805.1_46514_B03_genomic.fna.gz,STPN.0321.00017,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475805.1_46514_B03_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900475805.1_46514_B03_genomic.fna_prepare-split125N.fna,2093242,1,1,GCF_900475805.1_46514_B03_genomic.fna_prepare-split125N.fna,46514_B03,NCTC11902,Streptococcus pneumoniae NCTC11902
GCF_900476445.1,PRJNA224116,SAMEA104042953,,,na,,1313,1313,Streptococcus pneumoniae,strain=4041STDY6836167,,latest,Complete Genome,Major,Full,2018/06/17,55312_D02,SC,GCA_900476445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/445/GCF_900476445.1_55312_D02,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476445.1/GCF_900476445.1_55312_D02_genomic.fna.gz,STPN.0321.00019,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476445.1_55312_D02_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476445.1_55312_D02_genomic.fna_prepare-split125N.fna,2131442,1,1,GCF_900476445.1_55312_D02_genomic.fna_prepare-split125N.fna,55312_D02,4041STDY6836167,Streptococcus pneumoniae 4041STDY6836167
GCF_900476455.1,PRJNA224116,SAMEA104042955,,,na,,1313,1313,Streptococcus pneumoniae,strain=4041STDY6836169,,latest,Complete Genome,Major,Full,2018/06/18,55312_E02,SC,GCA_900476455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/455/GCF_900476455.1_55312_E02,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476455.1/GCF_900476455.1_55312_E02_genomic.fna.gz,STPN.0321.00020,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476455.1_55312_E02_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476455.1_55312_E02_genomic.fna_prepare-split125N.fna,2145551,1,1,GCF_900476455.1_55312_E02_genomic.fna_prepare-split125N.fna,55312_E02,4041STDY6836169,Streptococcus pneumoniae 4041STDY6836169
GCF_900476465.1,PRJNA224116,SAMEA104042956,,,na,,1313,1313,Streptococcus pneumoniae,strain=4041STDY6836170,,latest,Complete Genome,Major,Full,2018/06/17,55312_F02,SC,GCA_900476465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/465/GCF_900476465.1_55312_F02,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476465.1/GCF_900476465.1_55312_F02_genomic.fna.gz,STPN.0321.00022,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476465.1_55312_F02_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476465.1_55312_F02_genomic.fna_prepare-split125N.fna,2104636,1,1,GCF_900476465.1_55312_F02_genomic.fna_prepare-split125N.fna,55312_F02,4041STDY6836170,Streptococcus pneumoniae 4041STDY6836170
GCF_900476475.1,PRJNA224116,SAMEA4469815,,,na,,1313,1313,Streptococcus pneumoniae,strain=4041STDY6583227,,latest,Complete Genome,Major,Full,2018/06/17,49768_F01,SC,GCA_900476475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/475/GCF_900476475.1_49768_F01,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476475.1/GCF_900476475.1_49768_F01_genomic.fna.gz,STPN.0321.00024,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476475.1_49768_F01_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476475.1_49768_F01_genomic.fna_prepare-split125N.fna,2157682,1,1,GCF_900476475.1_49768_F01_genomic.fna_prepare-split125N.fna,49768_F01,4041STDY6583227,Streptococcus pneumoniae 4041STDY6583227
GCF_900476505.1,PRJNA224116,SAMEA104042952,,,na,,1313,1313,Streptococcus pneumoniae,strain=4041STDY6836166,,latest,Complete Genome,Major,Full,2018/06/17,55312_C02,SC,GCA_900476505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/505/GCF_900476505.1_55312_C02,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900476505.1/GCF_900476505.1_55312_C02_genomic.fna.gz,STPN.0321.00026,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476505.1_55312_C02_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900476505.1_55312_C02_genomic.fna_prepare-split125N.fna,2200529,1,1,GCF_900476505.1_55312_C02_genomic.fna_prepare-split125N.fna,55312_C02,4041STDY6836166,Streptococcus pneumoniae 4041STDY6836166
GCF_900618545.1,PRJNA224116,SAMEA5092020,,,na,,1313,1313,Streptococcus pneumoniae,strain=4496,4496,latest,Complete Genome,Major,Full,2018/12/19,4496,Bioplatforms Australia,GCA_900618545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/545/GCF_900618545.1_4496,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618545.1/GCF_900618545.1_4496_genomic.fna.gz,STPN.0321.00028,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618545.1_4496_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618545.1_4496_genomic.fna_prepare-split125N.fna,2169270,1,1,GCF_900618545.1_4496_genomic.fna_prepare-split125N.fna,4496,4496,Streptococcus pneumoniae 4496
GCF_900618555.1,PRJNA224116,SAMEA5092021,,,na,,1313,1313,Streptococcus pneumoniae,strain=947,947,latest,Complete Genome,Major,Full,2018/12/19,947,Bioplatforms Australia,GCA_900618555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/555/GCF_900618555.1_947,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618555.1/GCF_900618555.1_947_genomic.fna.gz,STPN.0321.00030,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618555.1_947_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618555.1_947_genomic.fna_prepare-split125N.fna,2109624,1,1,GCF_900618555.1_947_genomic.fna_prepare-split125N.fna,947,947,Streptococcus pneumoniae 947
GCF_900618575.1,PRJNA224116,SAMEA5092023,,,na,,1313,1313,Streptococcus pneumoniae,strain=180-2,180-2,latest,Complete Genome,Major,Full,2018/12/19,180-2,Bioplatforms Australia,GCA_900618575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/575/GCF_900618575.1_180-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618575.1/GCF_900618575.1_180-2_genomic.fna.gz,STPN.0321.00032,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618575.1_180-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618575.1_180-2_genomic.fna_prepare-split125N.fna,2038006,1,1,GCF_900618575.1_180-2_genomic.fna_prepare-split125N.fna,180-2,180-2,Streptococcus pneumoniae 180-2
GCF_900618585.1,PRJNA224116,SAMEA5092024,,,na,,1313,1313,Streptococcus pneumoniae,strain=180-15,180-15,latest,Complete Genome,Major,Full,2018/12/19,180-15,Bioplatforms Australia,GCA_900618585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/618/585/GCF_900618585.1_180-15,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900618585.1/GCF_900618585.1_180-15_genomic.fna.gz,STPN.0321.00034,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618585.1_180-15_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900618585.1_180-15_genomic.fna_prepare-split125N.fna,2037269,1,1,GCF_900618585.1_180-15_genomic.fna_prepare-split125N.fna,180-15,180-15,Streptococcus pneumoniae 180-15
GCF_900622505.2,PRJNA224116,SAMEA5092022,,,na,,1313,1313,Streptococcus pneumoniae,strain=4559,4559,latest,Complete Genome,Major,Full,2019/06/09,Spn4559,Bioplatforms Australia,GCA_900622505.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/622/505/GCF_900622505.2_Spn4559,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900622505.2/GCF_900622505.2_Spn4559_genomic.fna.gz,STPN.0321.00094,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900622505.2_Spn4559_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900622505.2_Spn4559_genomic.fna_prepare-split125N.fna,2156228,2,1,GCF_900622505.2_Spn4559_genomic.fna_prepare-split125N.fna,Spn4559,4559,Streptococcus pneumoniae 4559
GCF_900636585.1,PRJNA224116,SAMEA3679170,,,na,,1313,1313,Streptococcus pneumoniae,strain=NCTC12977,,latest,Complete Genome,Major,Full,2018/12/20,43058_B01,SC,GCA_900636585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/585/GCF_900636585.1_43058_B01,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900636585.1/GCF_900636585.1_43058_B01_genomic.fna.gz,STPN.0321.00037,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900636585.1_43058_B01_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900636585.1_43058_B01_genomic.fna_prepare-split125N.fna,2115408,1,1,GCF_900636585.1_43058_B01_genomic.fna_prepare-split125N.fna,43058_B01,NCTC12977,Streptococcus pneumoniae NCTC12977
GCF_900692645.1,PRJNA224116,SAMEA2336038,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC7 substr. ST33,,latest,Chromosome,Major,Full,2019/02/20,12291_5#16-2,WTSI,GCA_900692645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/645/GCF_900692645.1_12291_5_16-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692645.1/GCF_900692645.1_12291_5_16-2_genomic.fna.gz,STPN.0321.00046,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692645.1_12291_5_16-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692645.1_12291_5_16-2_genomic.fna_prepare-split125N.fna,2084323,1,1,GCF_900692645.1_12291_5_16-2_genomic.fna_prepare-split125N.fna,12291_5_16-2,GPSC7 substr. ST33,Streptococcus pneumoniae GPSC7 substr. ST33
GCF_900692655.1,PRJNA224116,SAMEA2341150,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC30 substr. ST7055,,latest,Chromosome,Major,Full,2019/02/20,12290_3#27-2,WTSI,GCA_900692655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/655/GCF_900692655.1_12290_3_27-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692655.1/GCF_900692655.1_12290_3_27-2_genomic.fna.gz,STPN.0321.00048,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692655.1_12290_3_27-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692655.1_12290_3_27-2_genomic.fna_prepare-split125N.fna,2114173,1,1,GCF_900692655.1_12290_3_27-2_genomic.fna_prepare-split125N.fna,12290_3_27-2,GPSC30 substr. ST7055,Streptococcus pneumoniae GPSC30 substr. ST7055
GCF_900692745.1,PRJNA224116,SAMEA2796698,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC57 substr. ST10479,,latest,Chromosome,Major,Full,2019/02/20,14673_4#5-2,WTSI,GCA_900692745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/745/GCF_900692745.1_14673_4_5-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692745.1/GCF_900692745.1_14673_4_5-2_genomic.fna.gz,STPN.0321.00054,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692745.1_14673_4_5-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692745.1_14673_4_5-2_genomic.fna_prepare-split125N.fna,1991784,1,1,GCF_900692745.1_14673_4_5-2_genomic.fna_prepare-split125N.fna,14673_4_5-2,GPSC57 substr. ST10479,Streptococcus pneumoniae GPSC57 substr. ST10479
GCF_900692775.1,PRJNA224116,SAMEA2627289,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC58 substr. ST5516,,latest,Chromosome,Major,Full,2019/02/20,14410_7#7-2,WTSI,GCA_900692775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/775/GCF_900692775.1_14410_7_7-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692775.1/GCF_900692775.1_14410_7_7-2_genomic.fna.gz,STPN.0321.00055,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692775.1_14410_7_7-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692775.1_14410_7_7-2_genomic.fna_prepare-split125N.fna,2081497,1,1,GCF_900692775.1_14410_7_7-2_genomic.fna_prepare-split125N.fna,14410_7_7-2,GPSC58 substr. ST5516,Streptococcus pneumoniae GPSC58 substr. ST5516
GCF_900692815.1,PRJNA224116,SAMEA2434623,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC52 substr. ST10702,,latest,Chromosome,Major,Full,2019/02/20,12837_3#35-2,WTSI,GCA_900692815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/815/GCF_900692815.1_12837_3_35-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692815.1/GCF_900692815.1_12837_3_35-2_genomic.fna.gz,STPN.0321.00096,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692815.1_12837_3_35-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692815.1_12837_3_35-2_genomic.fna_prepare-split125N.fna,2025318,2,1,GCF_900692815.1_12837_3_35-2_genomic.fna_prepare-split125N.fna,12837_3_35-2,GPSC52 substr. ST10702,Streptococcus pneumoniae GPSC52 substr. ST10702
GCF_900692825.1,PRJNA224116,SAMEA3233211,,,na,,1313,1313,Streptococcus pneumoniae,strain=GPSC20 substr. ST802,,latest,Chromosome,Major,Full,2019/02/20,15873_3#25-2,WTSI,GCA_900692825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/692/825/GCF_900692825.1_15873_3_25-2,./Streptococcus_pneumoniae/1-prepare_module/refseq/bacteria/GCF_900692825.1/GCF_900692825.1_15873_3_25-2_genomic.fna.gz,STPN.0321.00056,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692825.1_15873_3_25-2_genomic.fna_prepare-split125N.fna,Streptococcus_pneumoniae/1-prepare_module/tmp_files/GCF_900692825.1_15873_3_25-2_genomic.fna_prepare-split125N.fna,2147673,1,1,GCF_900692825.1_15873_3_25-2_genomic.fna_prepare-split125N.fna,15873_3_25-2,GPSC20 substr. ST802,Streptococcus pneumoniae GPSC20 substr. ST802
