assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name_x,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,strain,orig_name,to_annotate,gsize,nb_conts,L90,file,asm_name_y,name_no_strain,label
GCF_002025165.1,PRJNA224116,SAMN02743864,,,na,,1639,1639,Listeria monocytogenes,strain=LI0521,,latest,Complete Genome,Major,Full,2017/03/13,ASM202516v1,Food and Drug Administration,GCA_002025165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/165/GCF_002025165.1_ASM202516v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002025165.1/GCF_002025165.1_ASM202516v1_genomic.fna.gz,LIMO.0521.00039,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002025165.1_ASM202516v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002025165.1_ASM202516v1_genomic.fna_prepare-split125N.fna,3030817,1,1,GCF_002025165.1_ASM202516v1_genomic.fna_prepare-split125N.fna,ASM202516v1,LI0521,Listeria monocytogenes LI0521
GCF_002043045.1,PRJNA224116,SAMN04884549,,,na,,1639,1639,Listeria monocytogenes,strain=ICDC-LM188,,latest,Complete Genome,Major,Full,2017/03/20,ASM204304v1,National Institute for Communicable Disease Control and Prevention,GCA_002043045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/043/045/GCF_002043045.1_ASM204304v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002043045.1/GCF_002043045.1_ASM204304v1_genomic.fna.gz,LIMO.0521.00041,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002043045.1_ASM204304v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002043045.1_ASM204304v1_genomic.fna_prepare-split125N.fna,2982685,1,1,GCF_002043045.1_ASM204304v1_genomic.fna_prepare-split125N.fna,ASM204304v1,ICDC-LM188,Listeria monocytogenes ICDC-LM188
GCF_002101275.1,PRJNA224116,SAMN06681248,,,na,,1639,1639,Listeria monocytogenes,strain=H34,,latest,Complete Genome,Major,Full,2017/04/20,ASM210127v1,University of Zuerich,GCA_002101275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/275/GCF_002101275.1_ASM210127v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002101275.1/GCF_002101275.1_ASM210127v1_genomic.fna.gz,LIMO.0521.00043,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002101275.1_ASM210127v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002101275.1_ASM210127v1_genomic.fna_prepare-split125N.fna,2892474,1,1,GCF_002101275.1_ASM210127v1_genomic.fna_prepare-split125N.fna,ASM210127v1,H34,Listeria monocytogenes H34
GCF_002105615.1,PRJNA224116,SAMN03285109,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN028538,,latest,Complete Genome,Major,Full,2017/04/24,ASM210561v1,FDA/CFSAN,GCA_002105615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/615/GCF_002105615.1_ASM210561v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105615.1/GCF_002105615.1_ASM210561v1_genomic.fna.gz,LIMO.0521.00045,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105615.1_ASM210561v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105615.1_ASM210561v1_genomic.fna_prepare-split125N.fna,2966603,1,1,GCF_002105615.1_ASM210561v1_genomic.fna_prepare-split125N.fna,ASM210561v1,CFSAN028538,Listeria monocytogenes CFSAN028538
GCF_002105635.1,PRJNA224116,SAMN02990220,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN022990,,latest,Complete Genome,Major,Full,2017/04/24,ASM210563v1,FDA/CFSAN,GCA_002105635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/635/GCF_002105635.1_ASM210563v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105635.1/GCF_002105635.1_ASM210563v1_genomic.fna.gz,LIMO.0521.00222,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105635.1_ASM210563v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105635.1_ASM210563v1_genomic.fna_prepare-split125N.fna,3020953,2,1,GCF_002105635.1_ASM210563v1_genomic.fna_prepare-split125N.fna,ASM210563v1,CFSAN022990,Listeria monocytogenes CFSAN022990
GCF_002105655.1,PRJNA224116,SAMN02769705,,,na,,1639,1639,Listeria monocytogenes,strain=MOD1_LS152,,latest,Complete Genome,Major,Full,2017/04/24,ASM210565v1,FDA/CFSAN,GCA_002105655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/655/GCF_002105655.1_ASM210565v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105655.1/GCF_002105655.1_ASM210565v1_genomic.fna.gz,LIMO.0521.00048,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105655.1_ASM210565v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105655.1_ASM210565v1_genomic.fna_prepare-split125N.fna,2905907,1,1,GCF_002105655.1_ASM210565v1_genomic.fna_prepare-split125N.fna,ASM210565v1,MOD1_LS152,Listeria monocytogenes MOD1_LS152
GCF_002105675.1,PRJNA224116,SAMN02351401,,,na,,1639,1639,Listeria monocytogenes,strain=PNUSAL000144,,latest,Complete Genome,Major,Full,2017/04/24,ASM210567v1,"Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention",GCA_002105675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/675/GCF_002105675.1_ASM210567v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105675.1/GCF_002105675.1_ASM210567v1_genomic.fna.gz,LIMO.0521.00050,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105675.1_ASM210567v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105675.1_ASM210567v1_genomic.fna_prepare-split125N.fna,2912199,1,1,GCF_002105675.1_ASM210567v1_genomic.fna_prepare-split125N.fna,ASM210567v1,PNUSAL000144,Listeria monocytogenes PNUSAL000144
GCF_002105695.1,PRJNA224116,SAMN02347435,,,na,,1639,1639,Listeria monocytogenes,strain=PNUSAL000096,,latest,Complete Genome,Major,Full,2017/04/24,ASM210569v1,"Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention",GCA_002105695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/695/GCF_002105695.1_ASM210569v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105695.1/GCF_002105695.1_ASM210569v1_genomic.fna.gz,LIMO.0521.00052,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105695.1_ASM210569v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105695.1_ASM210569v1_genomic.fna_prepare-split125N.fna,2897335,1,1,GCF_002105695.1_ASM210569v1_genomic.fna_prepare-split125N.fna,ASM210569v1,PNUSAL000096,Listeria monocytogenes PNUSAL000096
GCF_002105715.1,PRJNA224116,SAMN03354355,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN004330,,latest,Complete Genome,Major,Full,2017/04/24,ASM210571v1,FDA/CFSAN,GCA_002105715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/715/GCF_002105715.1_ASM210571v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002105715.1/GCF_002105715.1_ASM210571v1_genomic.fna.gz,LIMO.0521.00223,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105715.1_ASM210571v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002105715.1_ASM210571v1_genomic.fna_prepare-split125N.fna,3057928,2,1,GCF_002105715.1_ASM210571v1_genomic.fna_prepare-split125N.fna,ASM210571v1,CFSAN004330,Listeria monocytogenes CFSAN004330
GCF_002116675.1,PRJNA224116,SAMN02730097,,,na,,1639,1639,Listeria monocytogenes,strain=XYSN,,latest,Complete Genome,Major,Full,2017/05/01,ASM211667v1,Yangzhou University,GCA_002116675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/675/GCF_002116675.1_ASM211667v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002116675.1/GCF_002116675.1_ASM211667v1_genomic.fna.gz,LIMO.0521.00055,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002116675.1_ASM211667v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002116675.1_ASM211667v1_genomic.fna_prepare-split125N.fna,2994702,1,1,GCF_002116675.1_ASM211667v1_genomic.fna_prepare-split125N.fna,ASM211667v1,XYSN,Listeria monocytogenes XYSN
GCF_002208215.1,PRJNA224116,SAMN02923161,,,na,,1639,1639,Listeria monocytogenes,strain=FDA709873-33,,latest,Complete Genome,Major,Full,2017/06/26,ASM220821v1,FDA/CFSAN,GCA_002208215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/215/GCF_002208215.1_ASM220821v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002208215.1/GCF_002208215.1_ASM220821v1_genomic.fna.gz,LIMO.0521.00226,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002208215.1_ASM220821v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002208215.1_ASM220821v1_genomic.fna_prepare-split125N.fna,3238513,2,1,GCF_002208215.1_ASM220821v1_genomic.fna_prepare-split125N.fna,ASM220821v1,FDA709873-33,Listeria monocytogenes FDA709873-33
GCF_002220325.1,PRJNA224116,SAMN05363481,,,na,,1639,1639,Listeria monocytogenes,strain=FORC_049,,latest,Complete Genome,Major,Full,2017/07/17,ASM222032v1,"Food-borne Pathogen Omics Research Center, FORC",GCA_002220325.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/325/GCF_002220325.1_ASM222032v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002220325.1/GCF_002220325.1_ASM222032v1_genomic.fna.gz,LIMO.0521.00056,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002220325.1_ASM222032v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002220325.1_ASM222032v1_genomic.fna_prepare-split125N.fna,2935033,1,1,GCF_002220325.1_ASM222032v1_genomic.fna_prepare-split125N.fna,ASM222032v1,FORC_049,Listeria monocytogenes FORC_049
GCF_002285655.1,PRJNA224116,SAMN02923159,,,na,,1639,1639,Listeria monocytogenes,strain=FDA709873-31,,latest,Complete Genome,Major,Full,2017/09/05,ASM228565v1,FDA/CFSAN,GCA_002285655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/655/GCF_002285655.1_ASM228565v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002285655.1/GCF_002285655.1_ASM228565v1_genomic.fna.gz,LIMO.0521.00227,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002285655.1_ASM228565v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002285655.1_ASM228565v1_genomic.fna_prepare-split125N.fna,3148164,2,1,GCF_002285655.1_ASM228565v1_genomic.fna_prepare-split125N.fna,ASM228565v1,FDA709873-31,Listeria monocytogenes FDA709873-31
GCF_002285835.1,PRJNA224116,SAMN06339459,,,na,,1639,1639,Listeria monocytogenes,strain=FDA971911-001-001,,latest,Complete Genome,Major,Full,2017/09/05,ASM228583v1,FDA/CFSAN,GCA_002285835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/835/GCF_002285835.1_ASM228583v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002285835.1/GCF_002285835.1_ASM228583v1_genomic.fna.gz,LIMO.0521.00228,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002285835.1_ASM228583v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002285835.1_ASM228583v1_genomic.fna_prepare-split125N.fna,3148183,2,1,GCF_002285835.1_ASM228583v1_genomic.fna_prepare-split125N.fna,ASM228583v1,FDA971911-001-001,Listeria monocytogenes FDA971911-001-001
GCF_002557735.1,PRJNA224116,SAMN07718437,,,na,,1639,1639,Listeria monocytogenes,strain=AT3E,,latest,Complete Genome,Major,Full,2017/10/16,ASM255773v1,University of Helsinki,GCA_002557735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/557/735/GCF_002557735.1_ASM255773v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002557735.1/GCF_002557735.1_ASM255773v1_genomic.fna.gz,LIMO.0521.00229,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002557735.1_ASM255773v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002557735.1_ASM255773v1_genomic.fna_prepare-split125N.fna,3116331,2,1,GCF_002557735.1_ASM255773v1_genomic.fna_prepare-split125N.fna,ASM255773v1,AT3E,Listeria monocytogenes AT3E
GCF_002557815.1,PRJNA224116,SAMN07718436,,,na,,1639,1639,Listeria monocytogenes,strain=AL4E,,latest,Complete Genome,Major,Full,2017/10/16,ASM255781v1,University of Helsinki,GCA_002557815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/557/815/GCF_002557815.1_ASM255781v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002557815.1/GCF_002557815.1_ASM255781v1_genomic.fna.gz,LIMO.0521.00057,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002557815.1_ASM255781v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002557815.1_ASM255781v1_genomic.fna_prepare-split125N.fna,3027995,1,1,GCF_002557815.1_ASM255781v1_genomic.fna_prepare-split125N.fna,ASM255781v1,AL4E,Listeria monocytogenes AL4E
GCF_002740915.1,PRJNA224116,SAMN04931812,,,na,,1639,1639,Listeria monocytogenes,strain=F4244,,latest,Chromosome,Major,Full,2017/11/01,ASM274091v1,Purdue University,GCA_002740915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/740/915/GCF_002740915.1_ASM274091v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002740915.1/GCF_002740915.1_ASM274091v1_genomic.fna.gz,LIMO.0521.00230,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002740915.1_ASM274091v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002740915.1_ASM274091v1_genomic.fna_prepare-split125N.fna,3028242,2,1,GCF_002740915.1_ASM274091v1_genomic.fna_prepare-split125N.fna,ASM274091v1,F4244,Listeria monocytogenes F4244
GCF_002831485.1,PRJNA224116,SAMN08056486,,,na,,1639,1639,Listeria monocytogenes,strain=MF4626,,latest,Complete Genome,Major,Full,2017/12/10,ASM283148v1,Nofima,GCA_002831485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/485/GCF_002831485.1_ASM283148v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002831485.1/GCF_002831485.1_ASM283148v1_genomic.fna.gz,LIMO.0521.00231,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002831485.1_ASM283148v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002831485.1_ASM283148v1_genomic.fna_prepare-split125N.fna,3032635,2,1,GCF_002831485.1_ASM283148v1_genomic.fna_prepare-split125N.fna,ASM283148v1,MF4626,Listeria monocytogenes MF4626
GCF_002843525.1,PRJNA224116,SAMN08056485,,,na,,1639,1639,Listeria monocytogenes,strain=MF4624,,latest,Complete Genome,Major,Full,2017/12/17,ASM284352v1,Nofima,GCA_002843525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/525/GCF_002843525.1_ASM284352v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002843525.1/GCF_002843525.1_ASM284352v1_genomic.fna.gz,LIMO.0521.00232,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002843525.1_ASM284352v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002843525.1_ASM284352v1_genomic.fna_prepare-split125N.fna,3093884,2,1,GCF_002843525.1_ASM284352v1_genomic.fna_prepare-split125N.fna,ASM284352v1,MF4624,Listeria monocytogenes MF4624
GCF_002848425.1,PRJNA224116,SAMN08056484,,,na,,1639,1639,Listeria monocytogenes,strain=MF4562,,latest,Complete Genome,Major,Full,2017/12/28,ASM284842v1,Nofima,GCA_002848425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/425/GCF_002848425.1_ASM284842v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002848425.1/GCF_002848425.1_ASM284842v1_genomic.fna.gz,LIMO.0521.00058,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848425.1_ASM284842v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848425.1_ASM284842v1_genomic.fna_prepare-split125N.fna,3016037,1,1,GCF_002848425.1_ASM284842v1_genomic.fna_prepare-split125N.fna,ASM284842v1,MF4562,Listeria monocytogenes MF4562
GCF_002848465.1,PRJNA224116,SAMN08056487,,,na,,1639,1639,Listeria monocytogenes,strain=MF4697,,latest,Complete Genome,Major,Full,2017/12/28,ASM284846v1,Nofima,GCA_002848465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/465/GCF_002848465.1_ASM284846v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002848465.1/GCF_002848465.1_ASM284846v1_genomic.fna.gz,LIMO.0521.00234,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848465.1_ASM284846v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848465.1_ASM284846v1_genomic.fna_prepare-split125N.fna,3093572,2,1,GCF_002848465.1_ASM284846v1_genomic.fna_prepare-split125N.fna,ASM284846v1,MF4697,Listeria monocytogenes MF4697
GCF_002848485.1,PRJNA224116,SAMN08056488,,,na,,1639,1639,Listeria monocytogenes,strain=MF6172,,latest,Complete Genome,Major,Full,2017/12/28,ASM284848v1,Nofima,GCA_002848485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/485/GCF_002848485.1_ASM284848v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002848485.1/GCF_002848485.1_ASM284848v1_genomic.fna.gz,LIMO.0521.00233,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848485.1_ASM284848v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848485.1_ASM284848v1_genomic.fna_prepare-split125N.fna,3093763,2,1,GCF_002848485.1_ASM284848v1_genomic.fna_prepare-split125N.fna,ASM284848v1,MF6172,Listeria monocytogenes MF6172
GCF_002848505.1,PRJNA224116,SAMN08056483,,,na,,1639,1639,Listeria monocytogenes,strain=MF4545,,latest,Complete Genome,Major,Full,2017/12/28,ASM284850v1,Nofima,GCA_002848505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/505/GCF_002848505.1_ASM284850v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002848505.1/GCF_002848505.1_ASM284850v1_genomic.fna.gz,LIMO.0521.00235,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848505.1_ASM284850v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002848505.1_ASM284850v1_genomic.fna_prepare-split125N.fna,3035873,2,1,GCF_002848505.1_ASM284850v1_genomic.fna_prepare-split125N.fna,ASM284850v1,MF4545,Listeria monocytogenes MF4545
GCF_002966935.1,PRJNA224116,SAMN08518897,,,na,,1639,1639,Listeria monocytogenes,strain=Lm16,,latest,Chromosome,Major,Full,2018/03/02,ASM296693v1,Universidade Federal de Pelotas,GCA_002966935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/935/GCF_002966935.1_ASM296693v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002966935.1/GCF_002966935.1_ASM296693v1_genomic.fna.gz,LIMO.0521.00059,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002966935.1_ASM296693v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002966935.1_ASM296693v1_genomic.fna_prepare-split125N.fna,3101239,1,1,GCF_002966935.1_ASM296693v1_genomic.fna_prepare-split125N.fna,ASM296693v1,Lm16,Listeria monocytogenes Lm16
GCF_002969195.1,PRJNA224116,SAMN06920120,,,na,,1639,1639,Listeria monocytogenes,strain=NH1,,latest,Complete Genome,Major,Full,2018/03/05,ASM296919v1,South China University of Technology,GCA_002969195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/969/195/GCF_002969195.1_ASM296919v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_002969195.1/GCF_002969195.1_ASM296919v1_genomic.fna.gz,LIMO.0521.00060,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002969195.1_ASM296919v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_002969195.1_ASM296919v1_genomic.fna_prepare-split125N.fna,3002491,1,1,GCF_002969195.1_ASM296919v1_genomic.fna_prepare-split125N.fna,ASM296919v1,NH1,Listeria monocytogenes NH1
GCF_003030165.1,PRJNA224116,SAMN08663437,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN054109,,latest,Complete Genome,Major,Full,2018/04/02,ASM303016v1,FDA/CFSAN,GCA_003030165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/165/GCF_003030165.1_ASM303016v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_003030165.1/GCF_003030165.1_ASM303016v1_genomic.fna.gz,LIMO.0521.00236,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003030165.1_ASM303016v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003030165.1_ASM303016v1_genomic.fna_prepare-split125N.fna,3124949,2,1,GCF_003030165.1_ASM303016v1_genomic.fna_prepare-split125N.fna,ASM303016v1,CFSAN054109,Listeria monocytogenes CFSAN054109
GCF_003030405.1,PRJNA224116,SAMN08663440,,,na,,1639,1639,Listeria monocytogenes,strain=CFSAN054108,,latest,Complete Genome,Major,Full,2018/04/02,ASM303040v1,FDA/CFSAN,GCA_003030405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/030/405/GCF_003030405.1_ASM303040v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_003030405.1/GCF_003030405.1_ASM303040v1_genomic.fna.gz,LIMO.0521.00061,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003030405.1_ASM303040v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003030405.1_ASM303040v1_genomic.fna_prepare-split125N.fna,2994410,1,1,GCF_003030405.1_ASM303040v1_genomic.fna_prepare-split125N.fna,ASM303040v1,CFSAN054108,Listeria monocytogenes CFSAN054108
GCF_003031895.1,PRJNA224116,SAMN08125522,,,na,,1639,1639,Listeria monocytogenes,strain=ATCC 13932,,latest,Complete Genome,Major,Full,2018/04/03,ASM303189v1,Nestle Research Center,GCA_003031895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/895/GCF_003031895.1_ASM303189v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_003031895.1/GCF_003031895.1_ASM303189v1_genomic.fna.gz,LIMO.0521.00062,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031895.1_ASM303189v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031895.1_ASM303189v1_genomic.fna_prepare-split125N.fna,2950984,1,1,GCF_003031895.1_ASM303189v1_genomic.fna_prepare-split125N.fna,ASM303189v1,ATCC 13932,Listeria monocytogenes ATCC 13932
GCF_003031915.1,PRJNA224116,SAMN08125521,,,na,,1639,1639,Listeria monocytogenes,strain=PIR00546,,latest,Complete Genome,Major,Full,2018/04/03,ASM303191v1,Nestle Research Center,GCA_003031915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/915/GCF_003031915.1_ASM303191v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_003031915.1/GCF_003031915.1_ASM303191v1_genomic.fna.gz,LIMO.0521.00063,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031915.1_ASM303191v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031915.1_ASM303191v1_genomic.fna_prepare-split125N.fna,3031937,1,1,GCF_003031915.1_ASM303191v1_genomic.fna_prepare-split125N.fna,ASM303191v1,PIR00546,Listeria monocytogenes PIR00546
GCF_003031935.1,PRJNA224116,SAMN08125518,,,na,,1639,1639,Listeria monocytogenes,strain=PIR00543,,latest,Complete Genome,Major,Full,2018/04/03,ASM303193v1,Nestle Research Center,GCA_003031935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/935/GCF_003031935.1_ASM303193v1,./Listeria_monocytogenes/1-prepare_module/refseq/bacteria/GCF_003031935.1/GCF_003031935.1_ASM303193v1_genomic.fna.gz,LIMO.0521.00064,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031935.1_ASM303193v1_genomic.fna_prepare-split125N.fna,Listeria_monocytogenes/1-prepare_module/tmp_files/GCF_003031935.1_ASM303193v1_genomic.fna_prepare-split125N.fna,2987434,1,1,GCF_003031935.1_ASM303193v1_genomic.fna_prepare-split125N.fna,ASM303193v1,PIR00543,Listeria monocytogenes PIR00543
