Seq_id	Size	Description
1	3412234	LEPN.0521.00005
2	3546234	LEPN.0521.00004
3	3515377	LEPN.0521.00011
4	3581477	LEPN.0521.00003
5	3471959	LEPN.0521.00014
6	3503573	LEPN.0521.00022
7	3487066	LEPN.0521.00017
8	3376636	LEPN.0521.00008
9	3498323	LEPN.0521.00018
10	3458914	LEPN.0521.00010
11	3661362	LEPN.0521.00001
12	3363033	LEPN.0521.00019
13	3458918	LEPN.0521.00007
14	3389966	LEPN.0521.00006
15	3460779	LEPN.0521.00002
16	3458918	LEPN.0521.00009
17	3611000	LEPN.0521.00016
18	3555279	LEPN.0521.00015
19	3461540	LEPN.0521.00021
20	3500943	LEPN.0521.00012
21	3548205	LEPN.0521.00020
22	3474810	LEPN.0521.00013
--------------------------------------------------------------------------------
Block #167
Seq_id	Strand	Start	End	Length
10	+	1059476	1077047	17571
11	+	1143937	1161493	17556
12	+	1051007	1068563	17556
13	+	1059478	1077049	17571
14	+	1037151	1054722	17571
15	+	1108205	1125923	17718
16	+	1059478	1077049	17571
17	-	2264167	2246610	17557
18	+	1133498	1151055	17557
19	+	1107956	1125517	17561
20	+	1133540	1151101	17561
21	-	2050586	2033025	17561
22	+	1120724	1138285	17561
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	+	1035997	1095779	59782
2	+	1009614	1069293	59679
3	+	1050309	1109599	59290
4	+	1044835	1104514	59679
5	+	1050273	1109876	59603
6	+	982166	1041824	59658
7	+	1071380	1130983	59603
8	+	973538	1033327	59789
9	+	982145	1041798	59653
10	+	999662	1059451	59789
11	+	1084139	1143912	59773
12	+	991337	1050982	59645
13	+	999664	1059453	59789
14	+	977337	1037126	59789
15	+	1047909	1108173	60264
16	+	999664	1059453	59789
17	-	2323903	2264192	59711
18	+	1073869	1133473	59604
19	+	1048328	1107931	59603
20	+	1073912	1133515	59603
21	-	2110214	2050611	59603
22	+	1061096	1120699	59603
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
1	+	1001267	1034315	33048
2	+	975322	1007933	32611
3	+	1015846	1048628	32782
4	+	1010543	1043154	32611
5	+	1015810	1048592	32782
6	+	947691	980485	32794
7	+	1036918	1069699	32781
8	+	939219	971857	32638
9	+	947669	980464	32795
10	+	965343	997981	32638
11	+	1049663	1082458	32795
12	+	956861	989656	32795
13	+	965345	997983	32638
14	+	943018	975656	32638
15	+	1014768	1047807	33039
16	+	965345	997983	32638
17	-	2358365	2325584	32781
18	+	1039407	1072188	32781
19	+	1013865	1046647	32782
20	+	1039449	1072231	32782
21	-	2144823	2111895	32928
22	+	1026633	1059415	32782
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
1	+	980566	992532	11966
2	+	958058	970024	11966
3	+	995144	1007111	11967
4	+	993279	1005245	11966
5	+	995108	1007075	11967
6	+	930422	942390	11968
7	+	1016117	1028183	12066
8	+	918403	930483	12080
9	+	930401	942368	11967
10	+	944527	956607	12080
11	+	1032399	1044365	11966
12	+	939594	951560	11966
13	+	944529	956609	12080
14	+	922202	934282	12080
15	+	1001408	1013471	12063
16	+	944529	956609	12080
17	-	2379067	2367100	11967
18	+	1018705	1030672	11967
19	+	993163	1005130	11967
20	+	1018648	1030714	12066
21	-	2158088	2146120	11968
22	+	1005931	1017898	11967
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
1	+	953681	980545	26864
2	+	931177	958037	26860
3	+	968175	995123	26948
4	+	966398	993258	26860
5	+	968139	995087	26948
6	+	903693	930401	26708
7	+	989212	1016096	26884
8	+	891603	918382	26779
9	+	903671	930380	26709
10	+	917844	944506	26662
11	+	1005520	1032378	26858
12	+	912711	939573	26862
13	+	917846	944508	26662
14	+	895402	922181	26779
15	+	972937	999750	26813
16	+	917846	944508	26662
17	-	2405888	2379088	26800
18	+	991737	1018684	26947
19	+	966194	993142	26948
20	+	991876	1018627	26751
21	-	2184923	2158109	26814
22	+	979069	1005910	26841
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
1	+	943110	949560	6450
2	+	924505	930975	6470
3	+	961503	967967	6464
4	+	959726	966196	6470
5	+	961467	967931	6464
6	+	897021	903485	6464
7	+	979098	985565	6467
8	+	884933	891395	6462
9	+	896999	903463	6464
10	+	909138	915580	6442
11	+	997048	1003503	6455
12	+	902792	909234	6442
13	+	909140	915582	6442
14	+	888732	895194	6462
15	+	963822	970288	6466
16	+	909140	915582	6442
17	-	2412532	2406096	6436
18	+	985094	991529	6435
19	+	959522	965986	6464
20	+	983170	989612	6442
21	-	2194038	2187572	6466
22	+	972410	978861	6451
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
1	+	395049	420093	25044
2	+	384616	409668	25052
3	+	391347	416393	25046
4	+	419840	444892	25052
5	+	391122	416168	25046
6	+	358261	383312	25051
7	+	391050	416096	25046
8	+	358951	383870	24919
9	+	358260	383309	25049
10	+	358950	383869	24919
11	+	410923	435972	25049
12	+	335142	360192	25050
13	+	358951	383870	24919
14	+	358951	383870	24919
15	+	391123	416169	25046
16	+	358951	383870	24919
17	-	3000858	2975810	25048
18	+	391023	416066	25043
19	+	391122	416168	25046
20	+	391122	416168	25046
21	+	391145	416191	25046
22	+	391122	416168	25046
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
1	+	383696	393934	10238
2	+	371172	381410	10238
3	+	380046	390285	10239
4	+	406396	416634	10238
5	+	379821	390060	10239
6	+	344816	355055	10239
7	+	379749	389988	10239
8	+	342707	352931	10224
9	+	344815	355054	10239
10	+	342706	352930	10224
11	+	397484	407723	10239
12	+	321706	331943	10237
13	+	342707	352931	10224
14	+	342707	352931	10224
15	+	379822	390061	10239
16	+	342707	352931	10224
17	-	3012146	3001920	10226
18	+	379690	389957	10267
19	+	379821	390060	10239
20	+	379821	390060	10239
21	+	379821	390083	10262
22	+	379821	390060	10239
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	+	355641	369417	13776
2	+	331360	345139	13779
3	+	350513	364292	13779
4	+	366584	380363	13779
5	+	350288	364067	13779
6	+	309795	323569	13774
7	+	350217	363996	13779
8	+	315202	329043	13841
9	+	309794	323568	13774
10	+	315201	329042	13841
11	+	360788	374566	13778
12	+	286674	300449	13775
13	+	315202	329043	13841
14	+	315202	329043	13841
15	+	350289	364068	13779
16	+	315202	329043	13841
17	+	374256	388048	13792
18	+	350150	363930	13780
19	+	350288	364067	13779
20	+	350288	364067	13779
21	+	350288	364067	13779
22	+	350288	364067	13779
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	+	347546	355359	7813
2	+	323292	331077	7785
3	+	342417	350231	7814
4	+	358516	366301	7785
5	+	342192	350006	7814
6	+	301709	309512	7803
7	+	342121	349935	7814
8	+	307713	314904	7191
9	+	301707	309511	7804
10	+	307712	314903	7191
11	+	352701	360505	7804
12	+	278587	286391	7804
13	+	307713	314904	7191
14	+	307713	314904	7191
15	+	342193	350007	7814
16	+	307713	314904	7191
17	+	363576	371390	7814
18	+	339457	347231	7774
19	+	342192	350006	7814
20	+	342192	350006	7814
21	+	342192	350006	7814
22	+	342192	350006	7814
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	+	318755	328488	9733
2	-	311764	302049	9715
3	+	315886	325618	9732
4	-	346988	337273	9715
5	+	315661	325393	9732
6	+	270759	280459	9700
7	+	315590	325322	9732
8	+	278867	288626	9759
9	+	270757	280457	9700
10	+	278866	288625	9759
11	+	324900	334589	9689
12	+	249221	258933	9712
13	+	278867	288626	9759
14	+	278867	288626	9759
15	+	315662	325394	9732
16	+	278867	288626	9759
17	+	337042	346776	9734
18	+	312924	322658	9734
19	+	315661	325393	9732
20	+	315661	325393	9732
21	+	315661	325393	9732
22	+	315661	325393	9732
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	+	295806	318754	22948
2	+	269211	292046	22835
3	+	292937	315885	22948
4	+	304435	327270	22835
5	+	292712	315660	22948
6	+	247895	270758	22863
7	+	292641	315589	22948
8	+	256026	278866	22840
9	+	247893	270756	22863
10	+	256025	278865	22840
11	+	302130	324899	22769
12	+	226361	249220	22859
13	+	256026	278866	22840
14	+	256026	278866	22840
15	+	292712	315661	22949
16	+	256026	278866	22840
17	+	314094	337041	22947
18	+	289975	312923	22948
19	+	292712	315660	22948
20	+	292712	315660	22948
21	+	292712	315660	22948
22	+	292712	315660	22948
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	+	274758	280935	6177
2	+	259607	265798	6191
3	+	277222	283399	6177
4	+	294831	301022	6191
5	+	276997	283174	6177
6	+	238279	244482	6203
7	+	276926	283103	6177
8	+	240269	246481	6212
9	+	238277	244480	6203
10	+	240268	246480	6212
11	+	292526	298717	6191
12	+	216745	222948	6203
13	+	240269	246481	6212
14	+	240269	246481	6212
15	+	276997	283174	6177
16	+	240269	246481	6212
17	+	293046	299223	6177
18	+	274260	280437	6177
19	+	276997	283174	6177
20	+	276997	283174	6177
21	+	276997	283174	6177
22	+	276997	283174	6177
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	+	253487	264296	10809
2	+	237765	248599	10834
3	+	257219	267936	10717
4	+	272989	283823	10834
5	+	256994	267711	10717
6	+	215600	226434	10834
7	+	256923	267640	10717
8	+	219227	230059	10832
9	+	215599	226432	10833
10	+	219226	230058	10832
11	+	271311	282140	10829
12	+	194066	204900	10834
13	+	219227	230059	10832
14	+	219227	230059	10832
15	+	256994	267711	10717
16	+	219227	230059	10832
17	+	273042	283760	10718
18	+	254255	264973	10718
19	+	256994	267711	10717
20	+	256994	267711	10717
21	+	256994	267711	10717
22	+	256994	267711	10717
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
1	+	190967	208668	17701
2	+	146036	163729	17693
3	+	158373	176104	17731
4	+	146036	163730	17694
5	+	158180	175880	17700
6	-	168348	150649	17699
7	+	158180	175880	17700
8	+	156182	173887	17705
9	-	168346	150646	17700
10	+	156181	173886	17705
11	+	152159	169852	17693
12	+	146044	163745	17701
13	+	156182	173887	17705
14	+	156182	173887	17705
15	+	158180	175880	17700
16	+	156182	173887	17705
17	+	160792	178527	17735
18	+	160795	178530	17735
19	+	158180	175880	17700
20	+	158180	175880	17700
21	+	158180	175880	17700
22	+	158180	175880	17700
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	+	144658	190965	46307
2	+	99700	146034	46334
3	+	111872	158371	46499
4	+	99700	146034	46334
5	+	111872	158178	46306
6	+	99707	146091	46384
7	+	111872	158178	46306
8	+	109790	156180	46390
9	+	99704	146087	46383
10	+	109790	156179	46389
11	+	105822	152157	46335
12	+	99709	146042	46333
13	+	109790	156180	46390
14	+	109790	156180	46390
15	+	111872	158178	46306
16	+	109790	156180	46390
17	+	114476	160790	46314
18	+	114479	160793	46314
19	+	111872	158178	46306
20	+	111872	158178	46306
21	+	111872	158178	46306
22	+	111872	158178	46306
--------------------------------------------------------------------------------
Block #2
Seq_id	Strand	Start	End	Length
1	+	36363	61932	25569
2	+	11611	37260	25649
3	+	11612	37191	25579
4	+	11611	37260	25649
5	+	11612	37191	25579
6	+	11611	37270	25659
7	+	11612	37191	25579
8	+	11591	37174	25583
9	+	11609	37266	25657
10	+	11591	37174	25583
11	+	11611	37260	25649
12	+	11611	37270	25659
13	+	11591	37174	25583
14	+	11591	37174	25583
15	+	11612	37191	25579
16	+	11591	37174	25583
17	+	11612	37191	25579
18	+	11612	37191	25579
19	+	11612	37191	25579
20	+	11612	37191	25579
21	+	11612	37191	25579
22	+	11612	37191	25579
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
1	+	1	11626	11625
2	+	1	11609	11608
3	+	1	11610	11609
4	+	1	11609	11608
5	+	1	11610	11609
6	+	1	11609	11608
7	+	1	11610	11609
8	+	1	11589	11588
9	+	1	11607	11606
10	+	1	11589	11588
11	+	1	11609	11608
12	+	1	11609	11608
13	+	1	11589	11588
14	+	1	11589	11588
15	+	1	11610	11609
16	+	1	11589	11588
17	+	1	11610	11609
18	+	1	11610	11609
19	+	1	11610	11609
20	+	1	11610	11609
21	+	1	11610	11609
22	+	1	11610	11609
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
1	+	61947	72134	10187
2	+	37270	47487	10217
3	+	37201	47524	10323
4	+	37270	47487	10217
5	+	37201	47524	10323
6	+	37280	47496	10216
7	+	37201	47524	10323
8	+	37184	47398	10214
9	+	37276	47493	10217
10	+	37184	47398	10214
11	+	37270	47486	10216
12	+	37280	47496	10216
13	+	37184	47398	10214
14	+	37184	47398	10214
15	+	37201	47524	10323
16	+	37184	47398	10214
17	+	39798	50121	10323
18	+	37201	47525	10324
19	+	37201	47524	10323
20	+	37201	47524	10323
21	+	37201	47524	10323
22	+	37201	47524	10323
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
1	+	72839	85138	12299
2	+	47980	60279	12299
3	+	48017	61482	13465
4	+	47980	60279	12299
5	+	48017	61482	13465
6	+	47989	60287	12298
7	+	48017	61482	13465
8	+	50734	64025	13291
9	+	47986	60284	12298
10	+	50734	64025	13291
11	+	47979	60278	12299
12	+	47989	60287	12298
13	+	50734	64025	13291
14	+	50734	64025	13291
15	+	48017	61482	13465
16	+	50734	64025	13291
17	+	50614	64079	13465
18	+	48018	61483	13465
19	+	48017	61482	13465
20	+	48017	61482	13465
21	+	48017	61482	13465
22	+	48017	61482	13465
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
1	+	111925	137990	26065
2	+	66952	93030	26078
3	+	79138	105204	26066
4	+	66952	93030	26078
5	+	79138	105204	26066
6	+	66960	93037	26077
7	+	79138	105204	26066
8	+	70249	96332	26083
9	+	66957	93034	26077
10	+	70249	96332	26083
11	+	73075	99152	26077
12	+	66960	93039	26079
13	+	70249	96332	26083
14	+	70249	96332	26083
15	+	79138	105204	26066
16	+	70249	96332	26083
17	+	81735	107808	26073
18	+	81738	107811	26073
19	+	79138	105204	26066
20	+	79138	105204	26066
21	+	79138	105204	26066
22	+	79138	105204	26066
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
1	+	138252	144365	6113
2	+	93294	99407	6113
3	+	105466	111579	6113
4	+	93294	99407	6113
5	+	105466	111579	6113
6	+	93301	99414	6113
7	+	105466	111579	6113
8	+	102153	108275	6122
9	+	93298	99411	6113
10	+	102153	108275	6122
11	+	99416	105529	6113
12	+	93303	99416	6113
13	+	102153	108275	6122
14	+	102153	108275	6122
15	+	105466	111579	6113
16	+	102153	108275	6122
17	+	108070	114183	6113
18	+	108073	114186	6113
19	+	105466	111579	6113
20	+	105466	111579	6113
21	+	105466	111579	6113
22	+	105466	111579	6113
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
1	+	427014	442140	15126
2	+	416588	431714	15126
3	+	423314	438440	15126
4	+	451812	466938	15126
5	+	423089	438215	15126
6	+	390232	405358	15126
7	+	423017	438143	15126
8	+	390791	405903	15112
9	+	390229	405355	15126
10	+	390789	405901	15112
11	+	442892	458018	15126
12	+	367112	382238	15126
13	+	390790	405902	15112
14	+	390791	405903	15112
15	+	423090	438216	15126
16	+	390790	405902	15112
17	-	2968890	2953764	15126
18	+	422987	438113	15126
19	+	423089	438215	15126
20	+	423089	438215	15126
21	+	423112	438238	15126
22	+	423089	438215	15126
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
1	+	443323	479619	36296
2	+	432897	468954	36057
3	+	439623	475580	35957
4	+	468121	504178	36057
5	+	439398	475355	35957
6	+	406541	442603	36062
7	+	439326	475283	35957
8	+	407086	443255	36169
9	+	406538	442600	36062
10	+	407084	443253	36169
11	+	459201	495143	35942
12	+	383421	419483	36062
13	+	407085	443254	36169
14	+	407086	443255	36169
15	+	439399	475356	35957
16	+	407085	443254	36169
17	-	2952581	2916625	35956
18	+	439296	475251	35955
19	+	439398	475355	35957
20	+	439398	475355	35957
21	+	439421	475378	35957
22	+	439398	475355	35957
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
1	+	479620	501579	21959
2	+	472131	494092	21961
3	+	475581	497441	21860
4	+	507355	529316	21961
5	+	475356	497216	21860
6	+	442604	464555	21951
7	+	475284	497144	21860
8	+	443256	465153	21897
9	+	442601	464550	21949
10	+	443254	465151	21897
11	+	495144	517104	21960
12	+	419484	441435	21951
13	+	443255	465152	21897
14	+	443256	465153	21897
15	+	475357	497217	21860
16	+	443255	465152	21897
17	-	2916623	2894706	21917
18	+	475252	497229	21977
19	+	475356	497216	21860
20	+	475356	497216	21860
21	+	475379	497239	21860
22	+	475356	497216	21860
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
1	+	501776	535548	33772
2	+	494288	527780	33492
3	+	499743	533514	33771
4	+	529512	563004	33492
5	+	499518	533289	33771
6	+	464751	498242	33491
7	+	499446	533217	33771
8	+	467457	501361	33904
9	+	464746	498235	33489
10	+	467455	501359	33904
11	+	518883	552374	33491
12	+	441631	475122	33491
13	+	467456	501360	33904
14	+	467457	501361	33904
15	+	499519	533290	33771
16	+	467456	501360	33904
17	-	2892405	2858633	33772
18	+	499531	533121	33590
19	+	499518	533289	33771
20	+	499518	533289	33771
21	+	499541	533312	33771
22	+	499518	533289	33771
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
1	+	536309	570300	33991
2	+	529546	563535	33989
3	+	534281	568272	33991
4	+	564770	598759	33989
5	+	534056	568047	33991
6	+	500010	533997	33987
7	+	533984	567975	33991
8	+	502142	536139	33997
9	+	500003	533990	33987
10	+	502140	536137	33997
11	+	554143	588132	33989
12	+	476890	510877	33987
13	+	502141	536138	33997
14	+	502142	536139	33997
15	+	534057	568048	33991
16	+	502141	536138	33997
17	-	2857866	2823875	33991
18	+	536479	570469	33990
19	+	534056	568047	33991
20	+	534056	568047	33991
21	+	534079	568070	33991
22	+	534056	568047	33991
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
1	+	575962	603314	27352
2	+	572449	599796	27347
3	+	572698	600048	27350
4	+	607673	635020	27347
5	+	572473	599823	27350
6	+	538424	565769	27345
7	+	572401	599751	27350
8	+	540747	567294	26547
9	+	538418	565762	27344
10	+	540745	567291	26546
11	+	592560	619925	27365
12	+	515305	542652	27347
13	+	540746	567292	26546
14	+	540747	567293	26546
15	+	572474	599824	27350
16	+	540746	567292	26546
17	-	2819449	2792096	27353
18	+	574895	602247	27352
19	+	572473	599823	27350
20	+	572473	599823	27350
21	+	572496	599846	27350
22	+	572473	599823	27350
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
1	+	603316	615214	11898
2	+	599798	611695	11897
3	+	600050	611953	11903
4	+	635022	646919	11897
5	+	599825	611728	11903
6	+	565771	577665	11894
7	+	599753	611656	11903
8	+	567296	579197	11901
9	+	565764	577657	11893
10	+	567293	579194	11901
11	+	621157	633046	11889
12	+	542654	554550	11896
13	+	567294	579195	11901
14	+	567295	579196	11901
15	+	599826	611729	11903
16	+	567294	579195	11901
17	-	2792095	2780192	11903
18	+	602249	614152	11903
19	+	599825	611728	11903
20	+	599825	611728	11903
21	+	599848	611751	11903
22	+	599825	611728	11903
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
1	+	618511	641945	23434
2	+	617468	640900	23432
3	+	617073	640516	23443
4	+	652692	676124	23432
5	+	616848	640291	23443
6	+	582692	606127	23435
7	+	616776	640219	23443
8	+	586747	610201	23454
9	+	582684	606121	23437
10	+	586744	610198	23454
11	+	680963	704383	23420
12	+	560323	583753	23430
13	+	586745	610199	23454
14	+	586746	610200	23454
15	+	616849	640292	23443
16	+	586745	610199	23454
17	-	2775070	2751636	23434
18	+	619274	642708	23434
19	+	616848	640291	23443
20	+	616848	640291	23443
21	+	616871	640314	23443
22	+	616848	640291	23443
--------------------------------------------------------------------------------
Block #25
Seq_id	Strand	Start	End	Length
1	+	647718	660218	12500
2	+	646673	659173	12500
3	+	646292	658791	12499
4	+	681897	694397	12500
5	+	646067	658566	12499
6	+	612769	625250	12481
7	+	645995	658494	12499
8	+	615985	628495	12510
9	+	612763	625244	12481
10	+	615982	628492	12510
11	+	710156	722656	12500
12	+	591678	604178	12500
13	+	615983	628493	12510
14	+	615984	628494	12510
15	+	646068	658567	12499
16	+	615983	628493	12510
17	-	2745863	2733362	12501
18	+	648484	660983	12499
19	+	646067	658566	12499
20	+	646067	658566	12499
21	+	646090	658589	12499
22	+	646067	658566	12499
--------------------------------------------------------------------------------
Block #26
Seq_id	Strand	Start	End	Length
1	+	666640	700384	33744
2	+	665580	698874	33294
3	+	665213	698959	33746
4	+	700804	734098	33294
5	+	664988	698734	33746
6	+	631671	665049	33378
7	+	664915	698661	33746
8	+	635204	669076	33872
9	+	631665	665042	33377
10	+	635201	669073	33872
11	+	729077	762330	33253
12	+	610599	643848	33249
13	+	635202	669074	33872
14	+	635299	669171	33872
15	+	664989	698735	33746
16	+	635202	669074	33872
17	-	2726940	2693194	33746
18	+	667405	701152	33747
19	+	664988	698734	33746
20	+	664988	698734	33746
21	+	665011	698757	33746
22	+	664988	698734	33746
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
1	+	708525	733065	24540
2	+	708889	733510	24621
3	+	712061	736633	24572
4	+	744113	768734	24621
5	+	711836	736390	24554
6	+	673072	697737	24665
7	+	711763	736317	24554
8	+	676973	701533	24560
9	+	673065	697730	24665
10	+	676970	701530	24560
11	+	772379	796998	24619
12	+	652351	676968	24617
13	+	676971	701531	24560
14	+	677068	701628	24560
15	+	711837	736391	24554
16	+	676971	701531	24560
17	-	2680481	2655926	24555
18	+	713865	738420	24555
19	+	711836	736390	24554
20	+	711836	736390	24554
21	+	711859	736408	24549
22	+	711836	736390	24554
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
1	+	733277	739023	5746
2	+	735210	740955	5745
3	+	738311	744081	5770
4	+	770434	776179	5745
5	+	736602	742348	5746
6	+	697933	703586	5653
7	+	736529	742275	5746
8	+	701737	707483	5746
9	+	697926	703578	5652
10	+	701734	707480	5746
11	+	797209	802954	5745
12	+	678668	684413	5745
13	+	701735	707481	5746
14	+	701832	707578	5746
15	+	736603	742349	5746
16	+	701735	707481	5746
17	-	2655714	2649968	5746
18	+	738632	744378	5746
19	+	736602	742348	5746
20	+	736602	742348	5746
21	+	736620	742366	5746
22	+	736602	742348	5746
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
1	+	755064	768173	13109
2	+	755671	769236	13565
3	+	761932	775559	13627
4	+	790895	804457	13562
5	+	758350	771932	13582
6	+	720957	734068	13111
7	+	765415	778997	13582
8	+	720543	734106	13563
9	+	720949	734060	13111
10	+	724212	737775	13563
11	+	817994	831105	13111
12	+	702243	715359	13116
13	+	724213	737776	13563
14	+	724310	737873	13563
15	+	756765	770620	13855
16	+	724213	737776	13563
17	-	2640640	2627073	13567
18	+	764224	777803	13579
19	+	759998	773580	13582
20	+	759998	773580	13582
21	+	755622	769204	13582
22	+	759998	773580	13582
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
1	+	773933	780227	6294
2	+	774992	781286	6294
3	+	781314	787608	6294
4	+	810213	816507	6294
5	+	777687	783981	6294
6	+	739750	746044	6294
7	+	784752	791046	6294
8	+	734447	740741	6294
9	+	739742	746036	6294
10	+	738116	744410	6294
11	+	836860	843154	6294
12	+	721114	727408	6294
13	+	738117	744411	6294
14	+	738214	744508	6294
15	+	776375	782669	6294
16	+	738117	744411	6294
17	-	2621313	2615019	6294
18	+	783563	789857	6294
19	+	779335	785629	6294
20	+	779335	785629	6294
21	+	774959	781253	6294
22	+	779335	785629	6294
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
1	+	780627	799303	18676
2	+	781691	800498	18807
3	+	788008	806808	18800
4	+	816912	835719	18807
5	+	784381	803181	18800
6	+	747640	766449	18809
7	+	791446	810246	18800
8	+	741141	759818	18677
9	+	747632	766441	18809
10	+	744810	763601	18791
11	+	844750	863562	18812
12	+	729003	747811	18808
13	+	744811	763602	18791
14	+	744908	763585	18677
15	+	783069	801869	18800
16	+	744811	763602	18791
17	-	2614619	2595819	18800
18	+	790257	809054	18797
19	+	786029	804829	18800
20	+	786029	804829	18800
21	+	781653	800453	18800
22	+	786029	804829	18800
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
1	+	802202	807999	5797
2	+	803397	809193	5796
3	+	839236	845033	5797
4	+	838618	844414	5796
5	+	835606	841403	5797
6	+	769348	775144	5796
7	+	844252	850049	5797
8	+	762729	768525	5796
9	+	769340	775137	5797
10	+	766512	772308	5796
11	+	866461	872257	5796
12	+	750710	756506	5796
13	+	766513	772309	5796
14	+	766496	772292	5796
15	+	834295	840092	5797
16	+	766513	772309	5796
17	-	2560796	2554999	5797
18	+	844077	849874	5797
19	+	837255	843052	5797
20	+	838835	844632	5797
21	-	2321408	2315611	5797
22	+	838834	844631	5797
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
1	+	809251	846139	36888
2	+	809237	847298	38061
3	+	846285	883165	36880
4	+	844458	882519	38061
5	+	842655	879535	36880
6	+	775194	812072	36878
7	+	851301	888181	36880
8	+	768589	805335	36746
9	+	775187	812065	36878
10	+	772372	810279	37907
11	+	872301	910360	38059
12	+	756550	794607	38057
13	+	772373	810280	37907
14	+	772356	809102	36746
15	+	841344	878225	36881
16	+	772373	810280	37907
17	-	2554955	2518059	36896
18	+	851126	888019	36893
19	+	844304	881184	36880
20	+	845884	882764	36880
21	-	2314358	2277479	36879
22	+	845883	882764	36881
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
1	+	849457	869966	20509
2	+	850618	871234	20616
3	+	886484	907115	20631
4	+	885839	906455	20616
5	+	882854	903485	20631
6	+	815391	835819	20428
7	+	891500	911931	20431
8	+	808653	829101	20448
9	+	815384	835813	20429
10	+	810559	831028	20469
11	+	913680	934290	20610
12	+	797927	818389	20462
13	+	810560	831030	20470
14	+	812420	832868	20448
15	+	881546	902046	20500
16	+	810560	831029	20469
17	-	2514740	2494246	20494
18	+	891336	911818	20482
19	+	884503	905134	20631
20	+	886083	906579	20496
21	-	2274160	2253529	20631
22	+	886085	906539	20454
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
1	+	873582	882212	8630
2	+	874860	883491	8631
3	+	910731	919362	8631
4	+	910081	918712	8631
5	+	907101	915732	8631
6	+	839482	848247	8765
7	+	915594	924369	8775
8	+	832707	841478	8771
9	+	839476	848242	8766
10	+	836198	844821	8623
11	+	937916	946547	8631
12	+	822015	830650	8635
13	+	836200	844823	8623
14	+	836474	845245	8771
15	+	905637	914417	8780
16	+	836199	844822	8623
17	-	2490630	2481859	8771
18	+	915434	924065	8631
19	+	908750	917381	8631
20	+	910096	918853	8757
21	-	2249913	2241137	8776
22	+	913394	922175	8781
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
1	+	924309	930365	6056
7	+	958559	964461	5902
10	+	889889	895790	5901
12	+	883187	889243	6056
13	+	889891	895792	5901
16	+	889891	895792	5901
18	+	966309	972365	6056
20	+	963921	969822	5901
--------------------------------------------------------------------------------
Block #79
Seq_id	Strand	Start	End	Length
1	+	2032887	2104004	71117
2	+	1959136	2030319	71183
3	+	1939926	2011093	71167
4	+	1994358	2065541	71183
5	+	1940186	2011294	71108
6	+	1994512	2065742	71230
7	+	1961308	2032475	71167
